"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
50,51,"4_2/3/conv4_2_linear_bn","4_2/4",313.,338.,-999,-999,-999
51,52,"4_2/4","4_3/1/conv4_3_expand",335.,927.,989.,654.,62.
52,53,"4_3/1/conv4_3_expand","4_3/1/conv4_3_expand_bn",922.,903.,1066.,144.,163.
53,54,"4_3/1/conv4_3_expand_bn","4_3/1/relu4_3_expand",830.,908.,1003.,173.,95.
54,55,"4_3/1/relu4_3_expand","4_3/2/conv4_3_dwise",912.,1156.,1316.,404.,160.
55,56,"4_3/2/conv4_3_dwise","4_3/2/conv4_3_dwise_bn",1156.,359.,1175.,19.,816.
56,57,"4_3/2/conv4_3_dwise_bn","4_3/2/relu4_3_dwise",360.,375.,403.,43.,28.
57,58,"4_3/2/relu4_3_dwise","4_3/3/conv4_3_linear",375.,308.,360.,-15.,52.
58,59,"4_3/3/conv4_3_linear","4_3/3/conv4_3_linear_bn",324.,243.,341.,17.,98.
59,60,"4_3/3/conv4_3_linear_bn","4_4/1/conv4_4_expand",240.,541.,558.,318.,17.
60,61,"4_4/1/conv4_4_expand","4_4/1/conv4_4_expand_bn",543.,543.,621.,78.,78.
61,62,"4_4/1/conv4_4_expand_bn","4_4/1/relu4_4_expand",538.,523.,573.,35.,50.
62,63,"4_4/1/relu4_4_expand","4_4/2/conv4_4_dwise",522.,1449.,1525.,1003.,76.
63,64,"4_4/2/conv4_4_dwise","4_4/2/conv4_4_dwise_bn",1447.,493.,1483.,36.,990.
64,65,"4_4/2/conv4_4_dwise_bn","4_4/2/relu4_4_dwise",492.,524.,564.,72.,40.
65,66,"4_4/2/relu4_4_dwise","4_4/3/conv4_4_linear",526.,373.,521.,-5.,148.
66,67,"4_4/3/conv4_4_linear","4_4/3/conv4_4_linear_bn",380.,240.,403.,23.,163.
67,68,"4_4/3/conv4_4_linear_bn","4_4/4",243.,268.,-999,-999,-999
68,69,"4_4/4","4_5/1/conv4_5_expand",268.,546.,580.,312.,34.
69,70,"4_5/1/conv4_5_expand","4_5/1/conv4_5_expand_bn",545.,535.,621.,76.,86.
70,71,"4_5/1/conv4_5_expand_bn","4_5/1/relu4_5_expand",542.,525.,572.,30.,47.
71,72,"4_5/1/relu4_5_expand","4_5/2/conv4_5_dwise",527.,1451.,1532.,1005.,81.
72,73,"4_5/2/conv4_5_dwise","4_5/2/conv4_5_dwise_bn",1449.,496.,1485.,36.,989.
73,74,"4_5/2/conv4_5_dwise_bn","4_5/2/relu4_5_dwise",496.,525.,578.,82.,53.
74,75,"4_5/2/relu4_5_dwise","4_5/3/conv4_5_linear",526.,377.,479.,-47.,102.
75,76,"4_5/3/conv4_5_linear","4_5/3/conv4_5_linear_bn",384.,237.,403.,19.,166.
76,77,"4_5/3/conv4_5_linear_bn","4_5/4",355.,260.,-999,-999,-999
77,78,"4_5/4","4_6/1/conv4_6_expand",270.,543.,576.,306.,33.
78,79,"4_6/1/conv4_6_expand","4_6/1/conv4_6_expand_bn",542.,765.,616.,74.,-149.
79,80,"4_6/1/conv4_6_expand_bn","4_6/1/relu4_6_expand",537.,528.,572.,35.,44.
80,81,"4_6/1/relu4_6_expand","4_6/2/conv4_6_dwise",524.,1450.,1532.,1008.,82.
81,82,"4_6/2/conv4_6_dwise","4_6/2/conv4_6_dwise_bn",1451.,494.,1488.,37.,994.
82,83,"4_6/2/conv4_6_dwise_bn","4_6/2/relu4_6_dwise",498.,528.,574.,76.,46.
83,84,"4_6/2/relu4_6_dwise","4_6/3/conv4_6_linear",529.,378.,464.,-65.,86.
84,85,"4_6/3/conv4_6_linear","4_6/3/conv4_6_linear_bn",379.,238.,396.,17.,158.
85,86,"4_6/3/conv4_6_linear_bn","4_6/4",237.,268.,-999,-999,-999
86,87,"4_6/4","4_7/1/conv4_7_expand",273.,787.,576.,303.,-211.
87,88,"4_7/1/conv4_7_expand","4_7/1/conv4_7_expand_bn",533.,546.,621.,88.,75.
88,89,"4_7/1/conv4_7_expand_bn","4_7/1/relu4_7_expand",495.,528.,574.,79.,46.
89,90,"4_7/1/relu4_7_expand","4_7/2/conv4_7_dwise",525.,1443.,1526.,1001.,83.
90,91,"4_7/2/conv4_7_dwise","4_7/2/conv4_7_dwise_bn",1442.,493.,1481.,39.,988.
91,92,"4_7/2/conv4_7_dwise_bn","4_7/2/relu4_7_dwise",494.,523.,567.,73.,44.
92,93,"4_7/2/relu4_7_dwise","4_7/3/conv4_7_linear",523.,464.,605.,82.,141.
93,94,"4_7/3/conv4_7_linear","4_7/3/conv4_7_linear_bn",461.,278.,484.,23.,206.
94,95,"4_7/3/conv4_7_linear_bn","5_1/1/conv5_1_expand",276.,796.,819.,543.,23.
95,96,"5_1/1/conv5_1_expand","5_1/1/conv5_1_expand_bn",772.,707.,922.,150.,215.
96,97,"5_1/1/conv5_1_expand_bn","5_1/1/relu5_1_expand",714.,698.,775.,61.,77.
97,98,"5_1/1/relu5_1_expand","5_1/2/conv5_1_dwise",703.,2117.,2236.,1533.,119.
98,99,"5_1/2/conv5_1_dwise","5_1/2/conv5_1_dwise_bn",2119.,652.,2191.,72.,1539.
99,100,"5_1/2/conv5_1_dwise_bn","5_1/2/relu5_1_dwise",653.,704.,774.,121.,70.
100,101,"5_1/2/relu5_1_dwise","5_1/3/conv5_1_linear",697.,566.,795.,98.,229.
101,102,"5_1/3/conv5_1_linear","5_1/3/conv5_1_linear_bn",558.,280.,586.,28.,306.
102,103,"5_1/3/conv5_1_linear_bn","5_1/4",280.,311.,-999,-999,-999
103,104,"5_1/4","5_2/1/conv5_2_expand",311.,760.,845.,534.,85.
104,105,"5_2/1/conv5_2_expand","5_2/1/conv5_2_expand_bn",759.,716.,909.,150.,193.
105,106,"5_2/1/conv5_2_expand_bn","5_2/1/relu5_2_expand",643.,696.,769.,126.,73.
106,107,"5_2/1/relu5_2_expand","5_2/2/conv5_2_dwise",700.,2126.,2245.,1545.,119.
107,108,"5_2/2/conv5_2_dwise","5_2/2/conv5_2_dwise_bn",2126.,648.,2188.,62.,1540.
108,109,"5_2/2/conv5_2_dwise_bn","5_2/2/relu5_2_dwise",651.,697.,769.,118.,72.
109,110,"5_2/2/relu5_2_dwise","5_2/3/conv5_2_linear",704.,529.,830.,126.,301.
110,111,"5_2/3/conv5_2_linear","5_2/3/conv5_2_linear_bn",538.,265.,554.,16.,289.
111,112,"5_2/3/conv5_2_linear_bn","5_2/4",273.,306.,-999,-999,-999
112,113,"5_2/4","5_3/1/conv5_3_expand",309.,795.,860.,551.,65.
113,114,"5_3/1/conv5_3_expand","5_3/1/conv5_3_expand_bn",774.,725.,930.,156.,205.
114,115,"5_3/1/conv5_3_expand_bn","5_3/1/relu5_3_expand",726.,709.,790.,64.,81.
115,116,"5_3/1/relu5_3_expand","5_3/2/conv5_3_dwise",713.,1023.,1134.,421.,111.
116,117,"5_3/2/conv5_3_dwise","5_3/2/conv5_3_dwise_bn",1027.,319.,1050.,23.,731.
117,118,"5_3/2/conv5_3_dwise_bn","5_3/2/relu5_3_dwise",317.,325.,351.,34.,26.
118,119,"5_3/2/relu5_3_dwise","5_3/3/conv5_3_linear",320.,322.,384.,64.,62.
119,120,"5_3/3/conv5_3_linear","5_3/3/conv5_3_linear_bn",317.,215.,339.,22.,124.
120,121,"5_3/3/conv5_3_linear_bn","6_1/1/conv6_1_expand",216.,530.,542.,326.,12.
121,122,"6_1/1/conv6_1_expand","6_1/1/conv6_1_expand_bn",522.,462.,621.,99.,159.
122,123,"6_1/1/conv6_1_expand_bn","6_1/1/relu6_1_expand",429.,433.,481.,52.,48.
123,124,"6_1/1/relu6_1_expand","6_1/2/conv6_1_dwise",437.,1203.,1249.,812.,46.
124,125,"6_1/2/conv6_1_dwise","6_1/2/conv6_1_dwise_bn",1203.,432.,1250.,47.,818.
125,126,"6_1/2/conv6_1_dwise_bn","6_1/2/relu6_1_dwise",429.,435.,478.,49.,43.
126,127,"6_1/2/relu6_1_dwise","6_1/3/conv6_1_linear",424.,370.,441.,17.,71.
127,128,"6_1/3/conv6_1_linear","6_1/3/conv6_1_linear_bn",371.,207.,373.,2.,166.
128,129,"6_1/3/conv6_1_linear_bn","6_1/4",207.,226.,-999,-999,-999
129,130,"6_1/4","6_2/1/conv6_2_expand",225.,474.,496.,271.,22.
130,131,"6_2/1/conv6_2_expand","6_2/1/conv6_2_expand_bn",473.,429.,522.,49.,93.
131,132,"6_2/1/conv6_2_expand_bn","6_2/1/relu6_2_expand",431.,431.,485.,54.,54.
132,133,"6_2/1/relu6_2_expand","6_2/2/conv6_2_dwise",432.,1206.,1244.,812.,38.
133,134,"6_2/2/conv6_2_dwise","6_2/2/conv6_2_dwise_bn",1206.,431.,1254.,48.,823.
134,135,"6_2/2/conv6_2_dwise_bn","6_2/2/relu6_2_dwise",433.,431.,482.,49.,51.
135,136,"6_2/2/relu6_2_dwise","6_2/3/conv6_2_linear",424.,369.,438.,14.,69.
136,137,"6_2/3/conv6_2_linear","6_2/3/conv6_2_linear_bn",361.,204.,377.,16.,173.
137,138,"6_2/3/conv6_2_linear_bn","6_2/4",207.,224.,-999,-999,-999
138,139,"6_2/4","6_3/1/conv6_3_expand",226.,472.,485.,259.,13.
139,140,"6_3/1/conv6_3_expand","6_3/1/conv6_3_expand_bn",477.,428.,520.,43.,92.
140,141,"6_3/1/conv6_3_expand_bn","6_3/1/relu6_3_expand",423.,431.,477.,54.,46.
141,142,"6_3/1/relu6_3_expand","6_3/2/conv6_3_dwise",432.,1204.,1253.,821.,49.
142,143,"6_3/2/conv6_3_dwise","6_3/2/conv6_3_dwise_bn",1202.,429.,1251.,49.,822.
143,144,"6_3/2/conv6_3_dwise_bn","6_3/2/relu6_3_dwise",427.,429.,483.,56.,54.
144,145,"6_3/2/relu6_3_dwise","6_3/3/conv6_3_linear",431.,461.,520.,89.,59.
145,146,"6_3/3/conv6_3_linear","6_3/3/conv6_3_linear_bn",468.,270.,482.,14.,212.
146,147,"6_3/3/conv6_3_linear_bn","6_4/conv6_4",270.,640.,660.,390.,20.
147,148,"6_4/conv6_4","6_4/conv6_4_bn",641.,506.,698.,57.,192.
148,149,"6_4/conv6_4_bn","6_4/relu6_4",502.,506.,573.,71.,67.
149,150,"6_4/relu6_4","pool6",505.,350.,428.,-77.,78.
150,151,"pool6","fc7",354.,298.,466.,112.,168.
151,152,"fc7","reshape",319.,159.,319.,0.,160.
152,153,"reshape","prob_softmax",161.,173.,183.,22.,10.
