"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
32,33,"7/6","7/7",1370.,2554.,2779.,1409.,225.
33,34,"7/7","7/8",2532.,2936.,3059.,527.,123.
34,35,"7/8","7/9",2926.,3937.,-999,-999,-999
35,36,"7/9","7/10",3906.,2856.,4424.,518.,1568.
36,37,"7/10","8/1",2882.,3291.,3766.,884.,475.
37,38,"8/1","8/2",3261.,2993.,3843.,582.,850.
38,39,"8/2","8/3",3001.,2921.,3405.,404.,484.
39,40,"8/3","8/4",2901.,4424.,4912.,2011.,488.
40,41,"8/4","8/5",4459.,822.,4571.,112.,3749.
41,42,"8/5","8/6",817.,772.,901.,84.,129.
42,43,"8/6","8/7",771.,1520.,1572.,801.,52.
43,44,"8/7","8/8",1521.,1398.,1689.,168.,291.
44,45,"8/8","8/9",1399.,2084.,-999,-999,-999
45,46,"8/9","8/10",2088.,1439.,2303.,215.,864.
46,47,"8/10","8/11",1445.,1775.,-999,-999,-999
47,48,"8/11","8/12",1777.,1369.,1999.,222.,630.
48,49,"8/12","9/1",1371.,1297.,1389.,18.,92.
49,50,"9/1","9/2",1271.,810.,1360.,89.,550.
50,51,"9/2","9/3",820.,765.,931.,111.,166.
51,52,"9/3","9/4",752.,3809.,3914.,3162.,105.
52,53,"9/4","9/5",3848.,839.,3911.,63.,3072.
53,54,"9/5","9/6",779.,768.,891.,112.,123.
54,55,"9/6","9/7",763.,1736.,1842.,1079.,106.
55,56,"9/7","9/8",1751.,1473.,1876.,125.,403.
56,57,"9/8","9/9",1345.,1707.,-999,-999,-999
57,58,"9/9","9/10",1709.,1327.,1936.,227.,609.
58,59,"9/10","10/1",1335.,1510.,1723.,388.,213.
59,60,"10/1","10/2",1518.,836.,1641.,123.,805.
60,61,"10/2","10/3",768.,757.,885.,117.,128.
61,62,"10/3","10/4",752.,4563.,5365.,4613.,802.
62,63,"10/4","10/5",4227.,1195.,4807.,580.,3612.
63,64,"10/5","10/6",766.,753.,881.,115.,128.
64,65,"10/6","10/7",754.,2245.,2279.,1525.,34.
65,66,"10/7","10/8",2373.,1484.,2224.,-149.,740.
66,67,"10/8","10/9",1385.,1794.,-999,-999,-999
67,68,"10/9","10/10",1762.,1359.,2008.,246.,649.
68,69,"10/10","11/1",1324.,1918.,1951.,627.,33.
69,70,"11/1","11/2",1918.,1189.,2103.,185.,914.
70,71,"11/2","11/3",764.,750.,881.,117.,131.
71,72,"11/3","11/4",759.,5040.,5131.,4372.,91.
72,73,"11/4","11/5",5024.,811.,5147.,123.,4336.
73,74,"11/5","11/6",770.,753.,882.,112.,129.
74,75,"11/6","11/7",747.,1767.,1860.,1113.,93.
75,76,"11/7","11/8",1788.,1415.,1988.,200.,573.
76,77,"11/8","11/9",1391.,1803.,-999,-999,-999
77,78,"11/9","11/10",1725.,1355.,1953.,228.,598.
78,79,"11/10","12/1",1330.,2319.,2694.,1364.,375.
79,80,"12/1","12/2",2509.,1619.,2565.,56.,946.
80,81,"12/2","12/3",1364.,1341.,1591.,227.,250.
81,82,"12/3","12/4",1332.,3448.,3404.,2072.,-44.
82,83,"12/4","12/5",3313.,517.,3189.,-124.,2672.
83,84,"12/5","12/6",511.,501.,577.,66.,76.
84,85,"12/6","12/7",504.,1069.,1105.,601.,36.
85,86,"12/7","12/8",1073.,817.,1153.,80.,336.
86,87,"12/8","12/9",807.,1320.,-999,-999,-999
87,88,"12/9","12/10",1333.,817.,1419.,86.,602.
88,89,"12/10","12/11",754.,909.,-999,-999,-999
89,90,"12/11","12/12",914.,774.,1024.,110.,250.
90,91,"12/12","13/1",767.,1176.,1248.,481.,72.
91,92,"13/1","13/2",1175.,527.,1262.,87.,735.
92,93,"13/2","13/3",530.,479.,549.,19.,70.
93,94,"13/3","13/4",481.,3164.,3136.,2655.,-28.
94,95,"13/4","13/5",3144.,526.,3088.,-56.,2562.
95,96,"13/5","13/6",539.,480.,544.,5.,64.
96,97,"13/6","13/7",475.,1363.,1408.,933.,45.
97,98,"13/7","13/8",1341.,810.,1473.,132.,663.
98,99,"13/8","13/9",777.,920.,-999,-999,-999
99,100,"13/9","13/10",927.,765.,1034.,107.,269.
100,101,"13/10","14/1",759.,1169.,1307.,548.,138.
101,102,"14/1","14/2",1184.,528.,1264.,80.,736.
102,103,"14/2","14/3",500.,497.,577.,77.,80.
103,104,"14/3","14/4",503.,2887.,2907.,2404.,20.
104,105,"14/4","14/5",2892.,515.,2940.,48.,2425.
105,106,"14/5","14/6",523.,503.,568.,45.,65.
106,107,"14/6","14/7",503.,1073.,1102.,599.,29.
107,108,"14/7","14/8",1072.,820.,1161.,89.,341.
108,109,"14/8","14/9",771.,909.,-999,-999,-999
109,110,"14/9","14/10",917.,758.,1033.,116.,275.
110,111,"14/10","15/1",758.,899.,963.,205.,64.
111,112,"15/1","15/2",901.,518.,949.,48.,431.
112,113,"15/2","15/3",516.,497.,576.,60.,79.
113,114,"15/3","15/4",507.,2887.,2911.,2404.,24.
114,115,"15/4","15/5",2906.,507.,2938.,32.,2431.
115,116,"15/5","15/6",518.,500.,570.,52.,70.
116,117,"15/6","15/7",499.,1075.,1108.,609.,33.
117,118,"15/7","15/8",1077.,875.,1168.,91.,293.
118,119,"15/8","15/9",776.,918.,-999,-999,-999
119,120,"15/9","15/10",925.,764.,1032.,107.,268.
120,121,"15/10","16/1",761.,896.,959.,198.,63.
121,122,"16/1","16/2",898.,515.,1148.,250.,633.
122,123,"16/2","16/3",505.,493.,576.,71.,83.
123,124,"16/3","16/4",506.,2897.,2918.,2412.,21.
124,125,"16/4","16/5",2888.,499.,2941.,53.,2442.
125,126,"16/5","16/6",513.,500.,562.,49.,62.
126,127,"16/6","16/7",470.,1090.,1401.,931.,311.
127,128,"16/7","16/8",1096.,868.,1174.,78.,306.
128,129,"16/8","16/9",791.,934.,-999,-999,-999
129,130,"16/9","16/10",939.,769.,1046.,107.,277.
130,131,"16/10","17/1",769.,1196.,987.,218.,-209.
131,132,"17/1","17/2",1190.,543.,1270.,80.,727.
132,133,"17/2","17/3",535.,484.,558.,23.,74.
133,134,"17/3","17/4",492.,2905.,2917.,2425.,12.
134,135,"17/4","17/5",2903.,519.,2948.,45.,2429.
135,136,"17/5","17/6",526.,515.,577.,51.,62.
136,137,"17/6","17/7",507.,1099.,1123.,616.,24.
137,138,"17/7","17/8",1090.,832.,1169.,79.,337.
138,139,"17/8","17/9",825.,968.,-999,-999,-999
139,140,"17/9","17/10",977.,810.,1091.,114.,281.
140,141,"17/10","18/1",811.,1504.,1571.,760.,67.
141,142,"18/1","18/2",1508.,834.,1599.,91.,765.
142,143,"18/2","18/3",832.,811.,949.,117.,138.
143,144,"18/3","18/4",813.,3880.,4003.,3190.,123.
144,145,"18/4","18/5",3884.,375.,3926.,42.,3551.
145,146,"18/5","18/6",374.,356.,413.,39.,57.
146,147,"18/6","18/7",354.,1029.,1044.,690.,15.
147,148,"18/7","18/8",1029.,547.,1104.,75.,557.
148,149,"18/8","18/9",543.,1207.,-999,-999,-999
149,150,"18/9","18/10",1227.,559.,1299.,72.,740.
150,151,"18/10","18/11",554.,617.,-999,-999,-999
151,152,"18/11","18/12",585.,497.,640.,55.,143.
152,153,"18/12","19/1",490.,928.,957.,467.,29.
153,154,"19/1","19/2",1400.,388.,1477.,77.,1089.
154,155,"19/2","19/3",390.,326.,376.,-14.,50.
155,156,"19/3","19/4",326.,3674.,3713.,3387.,39.
156,157,"19/4","19/5",3708.,369.,3755.,47.,3386.
157,158,"19/5","19/6",370.,348.,404.,34.,56.
158,159,"19/6","19/7",339.,1006.,1031.,692.,25.
159,160,"19/7","19/8",1022.,584.,1654.,632.,1070.
160,161,"19/8","19/9",580.,560.,-999,-999,-999
161,162,"19/9","19/10",564.,478.,620.,56.,142.
162,163,"19/10","20/1",475.,1397.,1459.,984.,62.
163,164,"20/1","20/2",1399.,363.,964.,-435.,601.
164,165,"20/2","20/3",366.,327.,375.,9.,48.
165,166,"20/3","20/4",327.,3657.,6552.,6225.,2895.
166,167,"20/4","20/5",3700.,366.,3739.,39.,3373.
167,168,"20/5","20/6",372.,338.,403.,31.,65.
168,169,"20/6","20/7",341.,1011.,1030.,689.,19.
169,170,"20/7","20/8",1012.,539.,1081.,69.,542.
170,171,"20/8","20/9",535.,596.,-999,-999,-999
171,172,"20/9","20/10",612.,509.,658.,46.,149.
172,173,"20/10","21",500.,368.,412.,-88.,44.
173,174,"21","22",340.,161.,341.,1.,180.
174,175,"22","23",162.,390.,403.,241.,13.
175,176,"23","24",394.,255.,407.,13.,152.
