"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
82,83,"4a/bn3x3","4a/relu3x3",251.,275.,24.
83,84,"4a/relu3x3","4a/convdouble_3x3_reduce",237.,-999,-999
84,85,"4a/convdouble_3x3_reduce","4a/bndouble_3x3_reduce",407.,406.,-1.
85,86,"4a/bndouble_3x3_reduce","4a/reludouble_3x3_reduce",240.,259.,19.
86,87,"4a/reludouble_3x3_reduce","4a/convdouble_3x3_0",244.,550.,306.
87,88,"4a/convdouble_3x3_0","4a/bndouble_3x3_0",542.,553.,11.
88,89,"4a/bndouble_3x3_0","4a/reludouble_3x3_0",266.,294.,28.
89,90,"4a/reludouble_3x3_0","4a/convdouble_3x3_1",262.,624.,362.
90,91,"4a/convdouble_3x3_1","4a/bndouble_3x3_1",616.,634.,18.
91,92,"4a/bndouble_3x3_1","4a/reludouble_3x3_1",267.,310.,43.
92,93,"4a/reludouble_3x3_1","4a/avg_poolpool",263.,-999,-999
93,94,"4a/avg_poolpool","4a/convproj",1580.,1584.,4.
94,95,"4a/convproj","4a/bnproj",450.,464.,14.
95,96,"4a/bnproj","4a/reluproj",261.,290.,29.
96,97,"4a/reluproj","4a/ch_concatchconcat",258.,-999,-999
97,98,"4a/ch_concatchconcat","4b/conv1x1",588.,610.,22.
98,99,"4b/conv1x1","4b/bn1x1",523.,538.,15.
99,100,"4b/bn1x1","4b/relu1x1",320.,347.,27.
100,101,"4b/relu1x1","4b/conv3x3_reduce",303.,-999,-999
101,102,"4b/conv3x3_reduce","4b/bn3x3_reduce",401.,418.,17.
102,103,"4b/bn3x3_reduce","4b/relu3x3_reduce",245.,267.,22.
103,104,"4b/relu3x3_reduce","4b/conv3x3",241.,545.,304.
104,105,"4b/conv3x3","4b/bn3x3",543.,558.,15.
105,106,"4b/bn3x3","4b/relu3x3",266.,294.,28.
106,107,"4b/relu3x3","4b/convdouble_3x3_reduce",264.,-999,-999
107,108,"4b/convdouble_3x3_reduce","4b/bndouble_3x3_reduce",400.,417.,17.
108,109,"4b/bndouble_3x3_reduce","4b/reludouble_3x3_reduce",249.,260.,11.
109,110,"4b/reludouble_3x3_reduce","4b/convdouble_3x3_0",235.,550.,315.
110,111,"4b/convdouble_3x3_0","4b/bndouble_3x3_0",545.,561.,16.
111,112,"4b/bndouble_3x3_0","4b/reludouble_3x3_0",269.,295.,26.
112,113,"4b/reludouble_3x3_0","4b/convdouble_3x3_1",266.,629.,363.
113,114,"4b/convdouble_3x3_1","4b/bndouble_3x3_1",623.,639.,16.
114,115,"4b/bndouble_3x3_1","4b/reludouble_3x3_1",270.,309.,39.
115,116,"4b/reludouble_3x3_1","4b/avg_poolpool",263.,-999,-999
116,117,"4b/avg_poolpool","4b/convproj",1581.,1585.,4.
117,118,"4b/convproj","4b/bnproj",451.,473.,22.
118,119,"4b/bnproj","4b/reluproj",269.,295.,26.
119,120,"4b/reluproj","4b/ch_concatchconcat",263.,-999,-999
120,121,"4b/ch_concatchconcat","4c/conv1x1",593.,596.,3.
121,122,"4c/conv1x1","4c/bn1x1",487.,504.,17.
122,123,"4c/bn1x1","4c/relu1x1",295.,311.,16.
123,124,"4c/relu1x1","4c/conv3x3_reduce",278.,-999,-999
124,125,"4c/conv3x3_reduce","4c/bn3x3_reduce",451.,470.,19.
125,126,"4c/bn3x3_reduce","4c/relu3x3_reduce",268.,293.,25.
126,127,"4c/relu3x3_reduce","4c/conv3x3",263.,662.,399.
127,128,"4c/conv3x3","4c/bn3x3",656.,673.,17.
128,129,"4c/bn3x3","4c/relu3x3",299.,319.,20.
129,130,"4c/relu3x3","4c/convdouble_3x3_reduce",284.,-999,-999
130,131,"4c/convdouble_3x3_reduce","4c/bndouble_3x3_reduce",446.,468.,22.
131,132,"4c/bndouble_3x3_reduce","4c/reludouble_3x3_reduce",268.,293.,25.
132,133,"4c/reludouble_3x3_reduce","4c/convdouble_3x3_0",262.,662.,400.
133,134,"4c/convdouble_3x3_0","4c/bndouble_3x3_0",654.,672.,18.
134,135,"4c/bndouble_3x3_0","4c/reludouble_3x3_0",298.,325.,27.
135,136,"4c/reludouble_3x3_0","4c/convdouble_3x3_1",291.,744.,453.
136,137,"4c/convdouble_3x3_1","4c/bndouble_3x3_1",737.,755.,18.
137,138,"4c/bndouble_3x3_1","4c/reludouble_3x3_1",297.,319.,22.
138,139,"4c/reludouble_3x3_1","4c/avg_poolpool",282.,-999,-999
139,140,"4c/avg_poolpool","4c/convproj",1576.,1588.,12.
140,141,"4c/convproj","4c/bnproj",612.,496.,-116.
141,142,"4c/bnproj","4c/reluproj",275.,307.,32.
142,143,"4c/reluproj","4c/ch_concatchconcat",249.,-999,-999
143,144,"4c/ch_concatchconcat","4d/conv1x1",617.,501.,-116.
144,145,"4d/conv1x1","4d/bn1x1",409.,419.,10.
145,146,"4d/bn1x1","4d/relu1x1",247.,268.,21.
146,147,"4d/relu1x1","4d/conv3x3_reduce",255.,-999,-999
147,148,"4d/conv3x3_reduce","4d/bn3x3_reduce",481.,508.,27.
148,149,"4d/bn3x3_reduce","4d/relu3x3_reduce",272.,308.,36.
149,150,"4d/relu3x3_reduce","4d/conv3x3",261.,1028.,767.
150,151,"4d/conv3x3","4d/bn3x3",1011.,1039.,28.
151,152,"4d/bn3x3","4d/relu3x3",324.,377.,53.
152,153,"4d/relu3x3","4d/convdouble_3x3_reduce",309.,-999,-999
153,154,"4d/convdouble_3x3_reduce","4d/bndouble_3x3_reduce",529.,559.,30.
154,155,"4d/bndouble_3x3_reduce","4d/reludouble_3x3_reduce",300.,341.,41.
155,156,"4d/reludouble_3x3_reduce","4d/convdouble_3x3_0",289.,780.,491.
156,157,"4d/convdouble_3x3_0","4d/bndouble_3x3_0",772.,792.,20.
157,158,"4d/bndouble_3x3_0","4d/reludouble_3x3_0",312.,341.,29.
158,159,"4d/reludouble_3x3_0","4d/convdouble_3x3_1",300.,897.,597.
159,160,"4d/convdouble_3x3_1","4d/bndouble_3x3_1",874.,924.,50.
160,161,"4d/bndouble_3x3_1","4d/reludouble_3x3_1",320.,335.,15.
161,162,"4d/reludouble_3x3_1","4d/avg_poolpool",291.,-999,-999
162,163,"4d/avg_poolpool","4d/convproj",1652.,1646.,-6.
163,164,"4d/convproj","4d/bnproj",451.,465.,14.
164,165,"4d/bnproj","4d/reluproj",256.,288.,32.
165,166,"4d/reluproj","4d/ch_concatchconcat",256.,-999,-999
166,167,"4d/ch_concatchconcat","4e/conv3x3_reduce",625.,551.,-74.
167,168,"4e/conv3x3_reduce","4e/bn3x3_reduce",450.,467.,17.
168,169,"4e/bn3x3_reduce","4e/relu3x3_reduce",265.,290.,25.
169,170,"4e/relu3x3_reduce","4e/conv3x3",261.,380.,119.
170,171,"4e/conv3x3","4e/bn3x3",373.,387.,14.
171,172,"4e/bn3x3","4e/relu3x3",209.,224.,15.
172,173,"4e/relu3x3","4e/convdouble_3x3_reduce",202.,-999,-999
173,174,"4e/convdouble_3x3_reduce","4e/bndouble_3x3_reduce",533.,550.,17.
174,175,"4e/bndouble_3x3_reduce","4e/reludouble_3x3_reduce",320.,341.,21.
175,176,"4e/reludouble_3x3_reduce","4e/convdouble_3x3_0",300.,1005.,705.
176,177,"4e/convdouble_3x3_0","4e/bndouble_3x3_0",997.,1021.,24.
177,178,"4e/bndouble_3x3_0","4e/reludouble_3x3_0",361.,389.,28.
178,179,"4e/reludouble_3x3_0","4e/convdouble_3x3_1",334.,584.,250.
179,180,"4e/convdouble_3x3_1","4e/bndouble_3x3_1",576.,593.,17.
180,181,"4e/bndouble_3x3_1","4e/reludouble_3x3_1",335.,235.,-100.
181,182,"4e/reludouble_3x3_1","4e/max_poolpool",212.,-999,-999
182,183,"4e/max_poolpool","4e/ch_concatchconcat",554.,-999,-999
183,184,"4e/ch_concatchconcat","5a/conv1x1",394.,444.,50.
184,185,"5a/conv1x1","5a/bn1x1",385.,400.,15.
185,186,"5a/bn1x1","5a/relu1x1",251.,263.,12.
186,187,"5a/relu1x1","5a/conv3x3_reduce",235.,-999,-999
187,188,"5a/conv3x3_reduce","5a/bn3x3_reduce",324.,328.,4.
188,189,"5a/bn3x3_reduce","5a/relu3x3_reduce",211.,226.,15.
189,190,"5a/relu3x3_reduce","5a/conv3x3",205.,520.,315.
190,191,"5a/conv3x3","5a/bn3x3",515.,531.,16.
191,192,"5a/bn3x3","5a/relu3x3",240.,256.,16.
192,193,"5a/relu3x3","5a/convdouble_3x3_reduce",228.,-999,-999
193,194,"5a/convdouble_3x3_reduce","5a/bndouble_3x3_reduce",314.,324.,10.
194,195,"5a/bndouble_3x3_reduce","5a/reludouble_3x3_reduce",203.,216.,13.
195,196,"5a/reludouble_3x3_reduce","5a/convdouble_3x3_0",199.,416.,217.
196,197,"5a/convdouble_3x3_0","5a/bndouble_3x3_0",408.,423.,15.
197,198,"5a/bndouble_3x3_0","5a/reludouble_3x3_0",215.,237.,22.
198,199,"5a/reludouble_3x3_0","5a/convdouble_3x3_1",214.,496.,282.
199,200,"5a/convdouble_3x3_1","5a/bndouble_3x3_1",489.,500.,11.
200,201,"5a/bndouble_3x3_1","5a/reludouble_3x3_1",216.,232.,16.
201,202,"5a/reludouble_3x3_1","5a/avg_poolpool",209.,-999,-999
202,203,"5a/avg_poolpool","5a/convproj",799.,821.,22.
203,204,"5a/convproj","5a/bnproj",297.,305.,8.
204,205,"5a/bnproj","5a/reluproj",194.,201.,7.
205,206,"5a/reluproj","5a/ch_concatchconcat",184.,-999,-999
206,207,"5a/ch_concatchconcat","5b/conv1x1",422.,569.,147.
207,208,"5b/conv1x1","5b/bn1x1",396.,415.,19.
208,209,"5b/bn1x1","5b/relu1x1",249.,262.,13.
209,210,"5b/relu1x1","5b/conv3x3_reduce",235.,-999,-999
210,211,"5b/conv3x3_reduce","5b/bn3x3_reduce",342.,355.,13.
211,212,"5b/bn3x3_reduce","5b/relu3x3_reduce",209.,225.,16.
212,213,"5b/relu3x3_reduce","5b/conv3x3",206.,518.,312.
213,214,"5b/conv3x3","5b/bn3x3",515.,527.,12.
214,215,"5b/bn3x3","5b/relu3x3",245.,256.,11.
215,216,"5b/relu3x3","5b/convdouble_3x3_reduce",226.,-999,-999
216,217,"5b/convdouble_3x3_reduce","5b/bndouble_3x3_reduce",338.,353.,15.
217,218,"5b/bndouble_3x3_reduce","5b/reludouble_3x3_reduce",207.,224.,17.
218,219,"5b/reludouble_3x3_reduce","5b/convdouble_3x3_0",203.,463.,260.
219,220,"5b/convdouble_3x3_0","5b/bndouble_3x3_0",459.,472.,13.
220,221,"5b/bndouble_3x3_0","5b/reludouble_3x3_0",215.,231.,16.
221,222,"5b/reludouble_3x3_0","5b/convdouble_3x3_1",211.,492.,281.
222,223,"5b/convdouble_3x3_1","5b/bndouble_3x3_1",487.,499.,12.
223,224,"5b/bndouble_3x3_1","5b/reludouble_3x3_1",217.,233.,16.
224,225,"5b/reludouble_3x3_1","5b/max_poolpool",195.,-999,-999
225,226,"5b/max_poolpool","5b/convproj",683.,687.,4.
226,227,"5b/convproj","5b/bnproj",304.,315.,11.
227,228,"5b/bnproj","5b/reluproj",196.,203.,7.
228,229,"5b/reluproj","5b/ch_concatchconcat",191.,-999,-999
229,230,"5b/ch_concatchconcat","global_pool",414.,362.,-52.
230,231,"global_pool","linear",276.,537.,261.
231,232,"linear","softmax",433.,497.,64.
