"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
57,58,"stage2_unit2/_plus_stage2_unit2","stage2_unit3/bn1",1705.,1386.,1885.,180.,499.
58,59,"stage2_unit3/bn1","stage2_unit3/relu1",1403.,1382.,1613.,210.,231.
59,60,"stage2_unit3/relu1","stage2_unit3/conv1",1370.,989.,1208.,-162.,219.
60,61,"stage2_unit3/conv1","stage2_unit3/bn2",978.,511.,1207.,229.,696.
61,62,"stage2_unit3/bn2","stage2_unit3/relu2",515.,475.,545.,30.,70.
62,63,"stage2_unit3/relu2","stage2_unit3/conv2",481.,1793.,1926.,1445.,133.
63,64,"stage2_unit3/conv2","stage2_unit3/bn3",1796.,515.,1942.,146.,1427.
64,65,"stage2_unit3/bn3","stage2_unit3/relu3",514.,480.,542.,28.,62.
65,66,"stage2_unit3/relu3","stage2_unit3/conv3",477.,1387.,1441.,964.,54.
66,67,"stage2_unit3/conv3","stage2_unit3/_plus_stage2_unit3",1861.,1808.,-999,-999,-999
67,68,"stage2_unit3/_plus_stage2_unit3","stage2_unit4/bn1",1697.,1392.,1873.,176.,481.
68,69,"stage2_unit4/bn1","stage2_unit4/relu1",1411.,1390.,1619.,208.,229.
69,70,"stage2_unit4/relu1","stage2_unit4/conv1",1370.,997.,1170.,-200.,173.
70,71,"stage2_unit4/conv1","stage2_unit4/bn2",995.,519.,1076.,81.,557.
71,72,"stage2_unit4/bn2","stage2_unit4/relu2",505.,482.,550.,45.,68.
72,73,"stage2_unit4/relu2","stage2_unit4/conv2",463.,1901.,1953.,1490.,52.
73,74,"stage2_unit4/conv2","stage2_unit4/bn3",1922.,514.,1943.,21.,1429.
74,75,"stage2_unit4/bn3","stage2_unit4/relu3",514.,472.,535.,21.,63.
75,76,"stage2_unit4/relu3","stage2_unit4/conv3",472.,1304.,1334.,862.,30.
76,77,"stage2_unit4/conv3","stage2_unit4/_plus_stage2_unit4",1302.,1795.,-999,-999,-999
77,78,"stage2_unit4/_plus_stage2_unit4","stage3_unit1/bn1",1789.,1444.,1991.,202.,547.
78,79,"stage3_unit1/bn1","stage3_unit1/relu1",1466.,1437.,1682.,216.,245.
79,80,"stage3_unit1/relu1","stage3_unit1/conv1",1451.,1314.,1410.,-41.,96.
80,81,"stage3_unit1/conv1","stage3_unit1/bn2",1297.,815.,1413.,116.,598.
81,82,"stage3_unit1/bn2","stage3_unit1/relu2",807.,795.,930.,123.,135.
82,83,"stage3_unit1/relu2","stage3_unit1/conv2",790.,1264.,1328.,538.,64.
83,84,"stage3_unit1/conv2","stage3_unit1/bn3",1267.,364.,1288.,21.,924.
84,85,"stage3_unit1/bn3","stage3_unit1/relu3",364.,345.,396.,32.,51.
85,86,"stage3_unit1/relu3","stage3_unit1/conv3",338.,884.,909.,571.,25.
86,87,"stage3_unit1/conv3","stage3_unit1/sc",882.,1331.,-999,-999,-999
87,88,"stage3_unit1/sc","stage3_unit1/_plus_stage3_unit1",1357.,951.,-999,-999,-999
88,89,"stage3_unit1/_plus_stage3_unit1","stage3_unit2/bn1",955.,824.,1045.,90.,221.
89,90,"stage3_unit2/bn1","stage3_unit2/relu1",817.,804.,944.,127.,140.
90,91,"stage3_unit2/relu1","stage3_unit2/conv1",805.,642.,711.,-94.,69.
91,92,"stage3_unit2/conv1","stage3_unit2/bn2",639.,355.,666.,27.,311.
92,93,"stage3_unit2/bn2","stage3_unit2/relu2",364.,343.,394.,30.,51.
93,94,"stage3_unit2/relu2","stage3_unit2/conv2",344.,1172.,1185.,841.,13.
94,95,"stage3_unit2/conv2","stage3_unit2/bn3",1174.,358.,1199.,25.,841.
95,96,"stage3_unit2/bn3","stage3_unit2/relu3",364.,344.,395.,31.,51.
96,97,"stage3_unit2/relu3","stage3_unit2/conv3",344.,874.,906.,562.,32.
97,98,"stage3_unit2/conv3","stage3_unit2/_plus_stage3_unit2",870.,952.,-999,-999,-999
98,99,"stage3_unit2/_plus_stage3_unit2","stage3_unit3/bn1",960.,825.,1042.,82.,217.
99,100,"stage3_unit3/bn1","stage3_unit3/relu1",817.,801.,945.,128.,144.
100,101,"stage3_unit3/relu1","stage3_unit3/conv1",805.,641.,712.,-93.,71.
101,102,"stage3_unit3/conv1","stage3_unit3/bn2",643.,356.,665.,22.,309.
102,103,"stage3_unit3/bn2","stage3_unit3/relu2",357.,346.,391.,34.,45.
103,104,"stage3_unit3/relu2","stage3_unit3/conv2",346.,1324.,1191.,845.,-133.
104,105,"stage3_unit3/conv2","stage3_unit3/bn3",1336.,372.,1356.,20.,984.
105,106,"stage3_unit3/bn3","stage3_unit3/relu3",372.,336.,374.,2.,38.
106,107,"stage3_unit3/relu3","stage3_unit3/conv3",337.,991.,1018.,681.,27.
107,108,"stage3_unit3/conv3","stage3_unit3/_plus_stage3_unit3",983.,966.,-999,-999,-999
108,109,"stage3_unit3/_plus_stage3_unit3","stage3_unit4/bn1",911.,786.,976.,65.,190.
109,110,"stage3_unit4/bn1","stage3_unit4/relu1",776.,761.,901.,125.,140.
110,111,"stage3_unit4/relu1","stage3_unit4/conv1",765.,758.,838.,73.,80.
111,112,"stage3_unit4/conv1","stage3_unit4/bn2",757.,367.,803.,46.,436.
112,113,"stage3_unit4/bn2","stage3_unit4/relu2",370.,335.,374.,4.,39.
113,114,"stage3_unit4/relu2","stage3_unit4/conv2",333.,1326.,1349.,1016.,23.
114,115,"stage3_unit4/conv2","stage3_unit4/bn3",1326.,363.,1343.,17.,980.
115,116,"stage3_unit4/bn3","stage3_unit4/relu3",361.,328.,365.,4.,37.
116,117,"stage3_unit4/relu3","stage3_unit4/conv3",328.,972.,1011.,683.,39.
117,118,"stage3_unit4/conv3","stage3_unit4/_plus_stage3_unit4",970.,903.,-999,-999,-999
118,119,"stage3_unit4/_plus_stage3_unit4","stage3_unit5/bn1",898.,770.,971.,73.,201.
119,120,"stage3_unit5/bn1","stage3_unit5/relu1",768.,745.,886.,118.,141.
120,121,"stage3_unit5/relu1","stage3_unit5/conv1",750.,749.,863.,113.,114.
121,122,"stage3_unit5/conv1","stage3_unit5/bn2",748.,518.,806.,58.,288.
122,123,"stage3_unit5/bn2","stage3_unit5/relu2",364.,328.,366.,2.,38.
123,124,"stage3_unit5/relu2","stage3_unit5/conv2",328.,1858.,1346.,1018.,-512.
124,125,"stage3_unit5/conv2","stage3_unit5/bn3",1205.,360.,1358.,153.,998.
125,126,"stage3_unit5/bn3","stage3_unit5/relu3",363.,329.,365.,2.,36.
126,127,"stage3_unit5/relu3","stage3_unit5/conv3",328.,968.,1007.,679.,39.
127,128,"stage3_unit5/conv3","stage3_unit5/_plus_stage3_unit5",962.,944.,-999,-999,-999
128,129,"stage3_unit5/_plus_stage3_unit5","stage3_unit6/bn1",890.,769.,964.,74.,195.
129,130,"stage3_unit6/bn1","stage3_unit6/relu1",762.,745.,887.,125.,142.
130,131,"stage3_unit6/relu1","stage3_unit6/conv1",753.,750.,862.,109.,112.
131,132,"stage3_unit6/conv1","stage3_unit6/bn2",693.,362.,769.,76.,407.
132,133,"stage3_unit6/bn2","stage3_unit6/relu2",363.,328.,367.,4.,39.
133,134,"stage3_unit6/relu2","stage3_unit6/conv2",324.,1323.,1887.,1563.,564.
134,135,"stage3_unit6/conv2","stage3_unit6/bn3",1865.,362.,1902.,37.,1540.
135,136,"stage3_unit6/bn3","stage3_unit6/relu3",362.,326.,367.,5.,41.
136,137,"stage3_unit6/relu3","stage3_unit6/conv3",331.,969.,1008.,677.,39.
137,138,"stage3_unit6/conv3","stage3_unit6/_plus_stage3_unit6",962.,953.,-999,-999,-999
138,139,"stage3_unit6/_plus_stage3_unit6","stage3_unit7/bn1",909.,764.,964.,55.,200.
139,140,"stage3_unit7/bn1","stage3_unit7/relu1",763.,745.,882.,119.,137.
140,141,"stage3_unit7/relu1","stage3_unit7/conv1",742.,748.,865.,123.,117.
141,142,"stage3_unit7/conv1","stage3_unit7/bn2",751.,355.,794.,43.,439.
142,143,"stage3_unit7/bn2","stage3_unit7/relu2",365.,325.,365.,0.,40.
143,144,"stage3_unit7/relu2","stage3_unit7/conv2",329.,1167.,1182.,853.,15.
144,145,"stage3_unit7/conv2","stage3_unit7/bn3",1167.,352.,1188.,21.,836.
145,146,"stage3_unit7/bn3","stage3_unit7/relu3",352.,333.,370.,18.,37.
146,147,"stage3_unit7/relu3","stage3_unit7/conv3",333.,878.,921.,588.,43.
147,148,"stage3_unit7/conv3","stage3_unit7/_plus_stage3_unit7",880.,957.,-999,-999,-999
148,149,"stage3_unit7/_plus_stage3_unit7","stage3_unit8/bn1",950.,839.,1045.,95.,206.
149,150,"stage3_unit8/bn1","stage3_unit8/relu1",826.,807.,949.,123.,142.
150,151,"stage3_unit8/relu1","stage3_unit8/conv1",811.,759.,711.,-100.,-48.
151,152,"stage3_unit8/conv1","stage3_unit8/bn2",758.,361.,797.,39.,436.
152,153,"stage3_unit8/bn2","stage3_unit8/relu2",367.,334.,372.,5.,38.
153,154,"stage3_unit8/relu2","stage3_unit8/conv2",333.,1334.,1227.,894.,-107.
154,155,"stage3_unit8/conv2","stage3_unit8/bn3",1329.,367.,1352.,23.,985.
155,156,"stage3_unit8/bn3","stage3_unit8/relu3",362.,334.,374.,12.,40.
156,157,"stage3_unit8/relu3","stage3_unit8/conv3",334.,984.,1013.,679.,29.
157,158,"stage3_unit8/conv3","stage3_unit8/_plus_stage3_unit8",969.,961.,-999,-999,-999
158,159,"stage3_unit8/_plus_stage3_unit8","stage3_unit9/bn1",907.,776.,976.,69.,200.
159,160,"stage3_unit9/bn1","stage3_unit9/relu1",773.,756.,898.,125.,142.
160,161,"stage3_unit9/relu1","stage3_unit9/conv1",760.,752.,837.,77.,85.
161,162,"stage3_unit9/conv1","stage3_unit9/bn2",759.,369.,887.,128.,518.
162,163,"stage3_unit9/bn2","stage3_unit9/relu2",371.,332.,372.,1.,40.
163,164,"stage3_unit9/relu2","stage3_unit9/conv2",332.,1810.,1345.,1013.,-465.
164,165,"stage3_unit9/conv2","stage3_unit9/bn3",1328.,370.,1912.,584.,1542.
165,166,"stage3_unit9/bn3","stage3_unit9/relu3",368.,333.,373.,5.,40.
166,167,"stage3_unit9/relu3","stage3_unit9/conv3",335.,971.,1018.,683.,47.
167,168,"stage3_unit9/conv3","stage3_unit9/_plus_stage3_unit9",969.,921.,-999,-999,-999
168,169,"stage3_unit9/_plus_stage3_unit9","stage3_unit10/bn1",913.,773.,973.,60.,200.
169,170,"stage3_unit10/bn1","stage3_unit10/relu1",779.,762.,897.,118.,135.
170,171,"stage3_unit10/relu1","stage3_unit10/conv1",768.,758.,869.,101.,111.
171,172,"stage3_unit10/conv1","stage3_unit10/bn2",758.,354.,800.,42.,446.
172,173,"stage3_unit10/bn2","stage3_unit10/relu2",361.,332.,367.,6.,35.
173,174,"stage3_unit10/relu2","stage3_unit10/conv2",333.,1166.,1185.,852.,19.
174,175,"stage3_unit10/conv2","stage3_unit10/bn3",1175.,362.,1194.,19.,832.
175,176,"stage3_unit10/bn3","stage3_unit10/relu3",362.,346.,395.,33.,49.
176,177,"stage3_unit10/relu3","stage3_unit10/conv3",343.,885.,904.,561.,19.
177,178,"stage3_unit10/conv3","stage3_unit10/_plus_stage3_unit10",984.,964.,-999,-999,-999
178,179,"stage3_unit10/_plus_stage3_unit10","stage3_unit11/bn1",921.,779.,981.,60.,202.
179,180,"stage3_unit11/bn1","stage3_unit11/relu1",778.,759.,900.,122.,141.
180,181,"stage3_unit11/relu1","stage3_unit11/conv1",759.,762.,868.,109.,106.
181,182,"stage3_unit11/conv1","stage3_unit11/bn2",761.,349.,798.,37.,449.
182,183,"stage3_unit11/bn2","stage3_unit11/relu2",355.,333.,369.,14.,36.
183,184,"stage3_unit11/relu2","stage3_unit11/conv2",334.,1176.,1166.,832.,-10.
184,185,"stage3_unit11/conv2","stage3_unit11/bn3",1174.,364.,1199.,25.,835.
185,186,"stage3_unit11/bn3","stage3_unit11/relu3",357.,336.,388.,31.,52.
186,187,"stage3_unit11/relu3","stage3_unit11/conv3",335.,1019.,994.,659.,-25.
187,188,"stage3_unit11/conv3","stage3_unit11/_plus_stage3_unit11",1019.,963.,-999,-999,-999
188,189,"stage3_unit11/_plus_stage3_unit11","stage3_unit12/bn1",927.,778.,961.,34.,183.
189,190,"stage3_unit12/bn1","stage3_unit12/relu1",773.,753.,897.,124.,144.
190,191,"stage3_unit12/relu1","stage3_unit12/conv1",760.,766.,878.,118.,112.
191,192,"stage3_unit12/conv1","stage3_unit12/bn2",763.,373.,812.,49.,439.
192,193,"stage3_unit12/bn2","stage3_unit12/relu2",376.,339.,377.,1.,38.
193,194,"stage3_unit12/relu2","stage3_unit12/conv2",341.,1186.,1202.,861.,16.
194,195,"stage3_unit12/conv2","stage3_unit12/bn3",1175.,371.,1209.,34.,838.
195,196,"stage3_unit12/bn3","stage3_unit12/relu3",370.,344.,400.,30.,56.
196,197,"stage3_unit12/relu3","stage3_unit12/conv3",347.,894.,926.,579.,32.
197,198,"stage3_unit12/conv3","stage3_unit12/_plus_stage3_unit12",889.,969.,-999,-999,-999
198,199,"stage3_unit12/_plus_stage3_unit12","stage3_unit13/bn1",1016.,819.,1060.,44.,241.
199,200,"stage3_unit13/bn1","stage3_unit13/relu1",828.,808.,947.,119.,139.
200,201,"stage3_unit13/relu1","stage3_unit13/conv1",812.,655.,727.,-85.,72.
201,202,"stage3_unit13/conv1","stage3_unit13/bn2",648.,370.,679.,31.,309.
202,203,"stage3_unit13/bn2","stage3_unit13/relu2",368.,345.,404.,36.,59.
203,204,"stage3_unit13/relu2","stage3_unit13/conv2",358.,1187.,1199.,841.,12.
204,205,"stage3_unit13/conv2","stage3_unit13/bn3",1182.,367.,1205.,23.,838.
205,206,"stage3_unit13/bn3","stage3_unit13/relu3",368.,338.,396.,28.,58.
206,207,"stage3_unit13/relu3","stage3_unit13/conv3",341.,901.,921.,580.,20.
207,208,"stage3_unit13/conv3","stage3_unit13/_plus_stage3_unit13",889.,976.,-999,-999,-999
208,209,"stage3_unit13/_plus_stage3_unit13","stage3_unit14/bn1",974.,792.,981.,7.,189.
209,210,"stage3_unit14/bn1","stage3_unit14/relu1",779.,764.,900.,121.,136.
210,211,"stage3_unit14/relu1","stage3_unit14/conv1",765.,747.,700.,-65.,-47.
211,212,"stage3_unit14/conv1","stage3_unit14/bn2",747.,348.,777.,30.,429.
212,213,"stage3_unit14/bn2","stage3_unit14/relu2",350.,332.,370.,20.,38.
213,214,"stage3_unit14/relu2","stage3_unit14/conv2",334.,1857.,1904.,1570.,47.
214,215,"stage3_unit14/conv2","stage3_unit14/bn3",1864.,366.,1904.,40.,1538.
215,216,"stage3_unit14/bn3","stage3_unit14/relu3",367.,331.,373.,6.,42.
216,217,"stage3_unit14/relu3","stage3_unit14/conv3",331.,875.,886.,555.,11.
217,218,"stage3_unit14/conv3","stage3_unit14/_plus_stage3_unit14",873.,952.,-999,-999,-999
218,219,"stage3_unit14/_plus_stage3_unit14","stage3_unit15/bn1",955.,787.,991.,36.,204.
219,220,"stage3_unit15/bn1","stage3_unit15/relu1",781.,764.,903.,122.,139.
220,221,"stage3_unit15/relu1","stage3_unit15/conv1",771.,761.,879.,108.,118.
221,222,"stage3_unit15/conv1","stage3_unit15/bn2",763.,365.,805.,42.,440.
222,223,"stage3_unit15/bn2","stage3_unit15/relu2",370.,337.,375.,5.,38.
223,224,"stage3_unit15/relu2","stage3_unit15/conv2",338.,1179.,1189.,851.,10.
224,225,"stage3_unit15/conv2","stage3_unit15/bn3",1171.,361.,1199.,28.,838.
225,226,"stage3_unit15/bn3","stage3_unit15/relu3",359.,341.,393.,34.,52.
226,227,"stage3_unit15/relu3","stage3_unit15/conv3",332.,950.,998.,666.,48.
227,228,"stage3_unit15/conv3","stage3_unit15/_plus_stage3_unit15",972.,959.,-999,-999,-999
228,229,"stage3_unit15/_plus_stage3_unit15","stage3_unit16/bn1",904.,772.,975.,71.,203.
229,230,"stage3_unit16/bn1","stage3_unit16/relu1",773.,762.,892.,119.,130.
230,231,"stage3_unit16/relu1","stage3_unit16/conv1",759.,759.,875.,116.,116.
231,232,"stage3_unit16/conv1","stage3_unit16/bn2",759.,368.,816.,57.,448.
232,233,"stage3_unit16/bn2","stage3_unit16/relu2",368.,332.,371.,3.,39.
233,234,"stage3_unit16/relu2","stage3_unit16/conv2",334.,1335.,1233.,899.,-102.
234,235,"stage3_unit16/conv2","stage3_unit16/bn3",1326.,366.,1348.,22.,982.
235,236,"stage3_unit16/bn3","stage3_unit16/relu3",366.,334.,370.,4.,36.
236,237,"stage3_unit16/relu3","stage3_unit16/conv3",334.,983.,1019.,685.,36.
237,238,"stage3_unit16/conv3","stage3_unit16/_plus_stage3_unit16",980.,968.,-999,-999,-999
238,239,"stage3_unit16/_plus_stage3_unit16","stage3_unit17/bn1",911.,782.,987.,76.,205.
239,240,"stage3_unit17/bn1","stage3_unit17/relu1",785.,770.,904.,119.,134.
240,241,"stage3_unit17/relu1","stage3_unit17/conv1",763.,748.,876.,113.,128.
241,242,"stage3_unit17/conv1","stage3_unit17/bn2",758.,369.,811.,53.,442.
242,243,"stage3_unit17/bn2","stage3_unit17/relu2",368.,331.,372.,4.,41.
243,244,"stage3_unit17/relu2","stage3_unit17/conv2",334.,1871.,1177.,843.,-694.
244,245,"stage3_unit17/conv2","stage3_unit17/bn3",1335.,514.,1357.,22.,843.
245,246,"stage3_unit17/bn3","stage3_unit17/relu3",342.,332.,369.,27.,37.
246,247,"stage3_unit17/relu3","stage3_unit17/conv3",335.,972.,1012.,677.,40.
247,248,"stage3_unit17/conv3","stage3_unit17/_plus_stage3_unit17",994.,956.,-999,-999,-999
248,249,"stage3_unit17/_plus_stage3_unit17","stage3_unit18/bn1",906.,779.,979.,73.,200.
249,250,"stage3_unit18/bn1","stage3_unit18/relu1",770.,759.,895.,125.,136.
250,251,"stage3_unit18/relu1","stage3_unit18/conv1",763.,763.,878.,115.,115.
251,252,"stage3_unit18/conv1","stage3_unit18/bn2",764.,364.,808.,44.,444.
252,253,"stage3_unit18/bn2","stage3_unit18/relu2",370.,337.,370.,0.,33.
253,254,"stage3_unit18/relu2","stage3_unit18/conv2",333.,1877.,1914.,1581.,37.
254,255,"stage3_unit18/conv2","stage3_unit18/bn3",1326.,354.,1305.,-21.,951.
255,256,"stage3_unit18/bn3","stage3_unit18/relu3",367.,336.,372.,5.,36.
256,257,"stage3_unit18/relu3","stage3_unit18/conv3",337.,978.,1015.,678.,37.
257,258,"stage3_unit18/conv3","stage3_unit18/_plus_stage3_unit18",967.,943.,-999,-999,-999
258,259,"stage3_unit18/_plus_stage3_unit18","stage3_unit19/bn1",905.,770.,970.,65.,200.
259,260,"stage3_unit19/bn1","stage3_unit19/relu1",772.,753.,889.,117.,136.
260,261,"stage3_unit19/relu1","stage3_unit19/conv1",752.,752.,866.,114.,114.
261,262,"stage3_unit19/conv1","stage3_unit19/bn2",759.,345.,812.,53.,467.
262,263,"stage3_unit19/bn2","stage3_unit19/relu2",353.,334.,371.,18.,37.
263,264,"stage3_unit19/relu2","stage3_unit19/conv2",334.,1325.,1322.,988.,-3.
264,265,"stage3_unit19/conv2","stage3_unit19/bn3",1330.,368.,1357.,27.,989.
265,266,"stage3_unit19/bn3","stage3_unit19/relu3",368.,337.,375.,7.,38.
266,267,"stage3_unit19/relu3","stage3_unit19/conv3",336.,981.,1017.,681.,36.
267,268,"stage3_unit19/conv3","stage3_unit19/_plus_stage3_unit19",977.,965.,-999,-999,-999
268,269,"stage3_unit19/_plus_stage3_unit19","stage3_unit20/bn1",909.,780.,990.,81.,210.
269,270,"stage3_unit20/bn1","stage3_unit20/relu1",777.,761.,899.,122.,138.
270,271,"stage3_unit20/relu1","stage3_unit20/conv1",761.,752.,873.,112.,121.
271,272,"stage3_unit20/conv1","stage3_unit20/bn2",760.,370.,807.,47.,437.
272,273,"stage3_unit20/bn2","stage3_unit20/relu2",370.,335.,375.,5.,40.
273,274,"stage3_unit20/relu2","stage3_unit20/conv2",335.,1349.,1351.,1016.,2.
274,275,"stage3_unit20/conv2","stage3_unit20/bn3",1323.,369.,1908.,585.,1539.
275,276,"stage3_unit20/bn3","stage3_unit20/relu3",366.,332.,373.,7.,41.
276,277,"stage3_unit20/relu3","stage3_unit20/conv3",336.,972.,1001.,665.,29.
277,278,"stage3_unit20/conv3","stage3_unit20/_plus_stage3_unit20",977.,960.,-999,-999,-999
278,279,"stage3_unit20/_plus_stage3_unit20","stage3_unit21/bn1",901.,779.,980.,79.,201.
279,280,"stage3_unit21/bn1","stage3_unit21/relu1",772.,754.,896.,124.,142.
280,281,"stage3_unit21/relu1","stage3_unit21/conv1",761.,757.,870.,109.,113.
281,282,"stage3_unit21/conv1","stage3_unit21/bn2",757.,366.,801.,44.,435.
282,283,"stage3_unit21/bn2","stage3_unit21/relu2",365.,334.,378.,13.,44.
283,284,"stage3_unit21/relu2","stage3_unit21/conv2",335.,1181.,1187.,852.,6.
284,285,"stage3_unit21/conv2","stage3_unit21/bn3",1176.,362.,1198.,22.,836.
285,286,"stage3_unit21/bn3","stage3_unit21/relu3",365.,353.,396.,31.,43.
286,287,"stage3_unit21/relu3","stage3_unit21/conv3",353.,876.,903.,550.,27.
287,288,"stage3_unit21/conv3","stage3_unit21/_plus_stage3_unit21",967.,958.,-999,-999,-999
288,289,"stage3_unit21/_plus_stage3_unit21","stage3_unit22/bn1",919.,784.,979.,60.,195.
289,290,"stage3_unit22/bn1","stage3_unit22/relu1",777.,758.,895.,118.,137.
290,291,"stage3_unit22/relu1","stage3_unit22/conv1",739.,754.,876.,137.,122.
291,292,"stage3_unit22/conv1","stage3_unit22/bn2",751.,370.,807.,56.,437.
292,293,"stage3_unit22/bn2","stage3_unit22/relu2",372.,338.,377.,5.,39.
293,294,"stage3_unit22/relu2","stage3_unit22/conv2",337.,1875.,1914.,1577.,39.
294,295,"stage3_unit22/conv2","stage3_unit22/bn3",1324.,365.,1378.,54.,1013.
295,296,"stage3_unit22/bn3","stage3_unit22/relu3",366.,335.,375.,9.,40.
296,297,"stage3_unit22/relu3","stage3_unit22/conv3",332.,1219.,1013.,681.,-206.
297,298,"stage3_unit22/conv3","stage3_unit22/_plus_stage3_unit22",979.,1297.,-999,-999,-999
298,299,"stage3_unit22/_plus_stage3_unit22","stage3_unit23/bn1",922.,780.,975.,53.,195.
299,300,"stage3_unit23/bn1","stage3_unit23/relu1",778.,763.,897.,119.,134.
