"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
112,113,"Inception5/mixed_4_tower_conv_2_relu","Inception5/mixed_4_tower_1_conv_conv2d",341.,-999,-999
113,114,"Inception5/mixed_4_tower_1_conv_conv2d","Inception5/mixed_4_tower_1_conv_batchnorm",632.,670.,38.
114,115,"Inception5/mixed_4_tower_1_conv_batchnorm","Inception5/mixed_4_tower_1_conv_relu",298.,333.,35.
115,116,"Inception5/mixed_4_tower_1_conv_relu","Inception5/mixed_4_tower_1_conv_1_conv2d",278.,1028.,750.
116,117,"Inception5/mixed_4_tower_1_conv_1_conv2d","Inception5/mixed_4_tower_1_conv_1_batchnorm",1010.,796.,-214.
117,118,"Inception5/mixed_4_tower_1_conv_1_batchnorm","Inception5/mixed_4_tower_1_conv_1_relu",298.,356.,58.
118,119,"Inception5/mixed_4_tower_1_conv_1_relu","Inception5/mixed_4_tower_1_conv_2_conv2d",297.,951.,654.
119,120,"Inception5/mixed_4_tower_1_conv_2_conv2d","Inception5/mixed_4_tower_1_conv_2_batchnorm",706.,736.,30.
120,121,"Inception5/mixed_4_tower_1_conv_2_batchnorm","Inception5/mixed_4_tower_1_conv_2_relu",306.,332.,26.
121,122,"Inception5/mixed_4_tower_1_conv_2_relu","Inception5/mixed_4_tower_1_conv_3_conv2d",290.,722.,432.
122,123,"Inception5/mixed_4_tower_1_conv_3_conv2d","Inception5/mixed_4_tower_1_conv_3_batchnorm",709.,729.,20.
123,124,"Inception5/mixed_4_tower_1_conv_3_batchnorm","Inception5/mixed_4_tower_1_conv_3_relu",305.,334.,29.
124,125,"Inception5/mixed_4_tower_1_conv_3_relu","Inception5/mixed_4_tower_1_conv_4_conv2d",284.,848.,564.
125,126,"Inception5/mixed_4_tower_1_conv_4_conv2d","Inception5/mixed_4_tower_1_conv_4_batchnorm",838.,863.,25.
126,127,"Inception5/mixed_4_tower_1_conv_4_batchnorm","Inception5/mixed_4_tower_1_conv_4_relu",367.,406.,39.
127,128,"Inception5/mixed_4_tower_1_conv_4_relu","Inception5/avg_pool_mixed_4_pool",350.,-999,-999
128,129,"Inception5/avg_pool_mixed_4_pool","Inception5/mixed_4_tower_2_conv_conv2d",2852.,2802.,-50.
129,130,"Inception5/mixed_4_tower_2_conv_conv2d","Inception5/mixed_4_tower_2_conv_batchnorm",670.,698.,28.
130,131,"Inception5/mixed_4_tower_2_conv_batchnorm","Inception5/mixed_4_tower_2_conv_relu",367.,404.,37.
131,132,"Inception5/mixed_4_tower_2_conv_relu","Inception5/ch_concat_mixed_4_chconcat",355.,-999,-999
132,133,"Inception5/ch_concat_mixed_4_chconcat","Inception6/mixed_5_conv_conv2d",907.,830.,-77.
133,134,"Inception6/mixed_5_conv_conv2d","Inception6/mixed_5_conv_batchnorm",669.,700.,31.
134,135,"Inception6/mixed_5_conv_batchnorm","Inception6/mixed_5_conv_relu",362.,406.,44.
135,136,"Inception6/mixed_5_conv_relu","Inception6/mixed_5_tower_conv_conv2d",356.,-999,-999
136,137,"Inception6/mixed_5_tower_conv_conv2d","Inception6/mixed_5_tower_conv_batchnorm",620.,648.,28.
137,138,"Inception6/mixed_5_tower_conv_batchnorm","Inception6/mixed_5_tower_conv_relu",339.,370.,31.
138,139,"Inception6/mixed_5_tower_conv_relu","Inception6/mixed_5_tower_conv_1_conv2d",324.,825.,501.
139,140,"Inception6/mixed_5_tower_conv_1_conv2d","Inception6/mixed_5_tower_conv_1_batchnorm",803.,835.,32.
140,141,"Inception6/mixed_5_tower_conv_1_batchnorm","Inception6/mixed_5_tower_conv_1_relu",340.,370.,30.
141,142,"Inception6/mixed_5_tower_conv_1_relu","Inception6/mixed_5_tower_conv_2_conv2d",321.,891.,570.
142,143,"Inception6/mixed_5_tower_conv_2_conv2d","Inception6/mixed_5_tower_conv_2_batchnorm",883.,1321.,438.
143,144,"Inception6/mixed_5_tower_conv_2_batchnorm","Inception6/mixed_5_tower_conv_2_relu",373.,448.,75.
144,145,"Inception6/mixed_5_tower_conv_2_relu","Inception6/mixed_5_tower_1_conv_conv2d",341.,-999,-999
145,146,"Inception6/mixed_5_tower_1_conv_conv2d","Inception6/mixed_5_tower_1_conv_batchnorm",715.,752.,37.
146,147,"Inception6/mixed_5_tower_1_conv_batchnorm","Inception6/mixed_5_tower_1_conv_relu",336.,366.,30.
147,148,"Inception6/mixed_5_tower_1_conv_relu","Inception6/mixed_5_tower_1_conv_1_conv2d",329.,818.,489.
148,149,"Inception6/mixed_5_tower_1_conv_1_conv2d","Inception6/mixed_5_tower_1_conv_1_batchnorm",788.,851.,63.
149,150,"Inception6/mixed_5_tower_1_conv_1_batchnorm","Inception6/mixed_5_tower_1_conv_1_relu",340.,371.,31.
150,151,"Inception6/mixed_5_tower_1_conv_1_relu","Inception6/mixed_5_tower_1_conv_2_conv2d",327.,822.,495.
151,152,"Inception6/mixed_5_tower_1_conv_2_conv2d","Inception6/mixed_5_tower_1_conv_2_batchnorm",796.,858.,62.
152,153,"Inception6/mixed_5_tower_1_conv_2_batchnorm","Inception6/mixed_5_tower_1_conv_2_relu",340.,369.,29.
153,154,"Inception6/mixed_5_tower_1_conv_2_relu","Inception6/mixed_5_tower_1_conv_3_conv2d",323.,818.,495.
154,155,"Inception6/mixed_5_tower_1_conv_3_conv2d","Inception6/mixed_5_tower_1_conv_3_batchnorm",789.,830.,41.
155,156,"Inception6/mixed_5_tower_1_conv_3_batchnorm","Inception6/mixed_5_tower_1_conv_3_relu",332.,363.,31.
156,157,"Inception6/mixed_5_tower_1_conv_3_relu","Inception6/mixed_5_tower_1_conv_4_conv2d",309.,893.,584.
157,158,"Inception6/mixed_5_tower_1_conv_4_conv2d","Inception6/mixed_5_tower_1_conv_4_batchnorm",851.,915.,64.
158,159,"Inception6/mixed_5_tower_1_conv_4_batchnorm","Inception6/mixed_5_tower_1_conv_4_relu",361.,397.,36.
159,160,"Inception6/mixed_5_tower_1_conv_4_relu","Inception6/avg_pool_mixed_5_pool",358.,-999,-999
160,161,"Inception6/avg_pool_mixed_5_pool","Inception6/mixed_5_tower_2_conv_conv2d",2844.,2801.,-43.
161,162,"Inception6/mixed_5_tower_2_conv_conv2d","Inception6/mixed_5_tower_2_conv_batchnorm",670.,699.,29.
162,163,"Inception6/mixed_5_tower_2_conv_batchnorm","Inception6/mixed_5_tower_2_conv_relu",366.,405.,39.
163,164,"Inception6/mixed_5_tower_2_conv_relu","Inception6/ch_concat_mixed_5_chconcat",356.,-999,-999
164,165,"Inception6/ch_concat_mixed_5_chconcat","Inception7/mixed_6_conv_conv2d",912.,831.,-81.
165,166,"Inception7/mixed_6_conv_conv2d","Inception7/mixed_6_conv_batchnorm",671.,700.,29.
166,167,"Inception7/mixed_6_conv_batchnorm","Inception7/mixed_6_conv_relu",368.,402.,34.
167,168,"Inception7/mixed_6_conv_relu","Inception7/mixed_6_tower_conv_conv2d",356.,-999,-999
168,169,"Inception7/mixed_6_tower_conv_conv2d","Inception7/mixed_6_tower_conv_batchnorm",744.,787.,43.
169,170,"Inception7/mixed_6_tower_conv_batchnorm","Inception7/mixed_6_tower_conv_relu",334.,405.,71.
170,171,"Inception7/mixed_6_tower_conv_relu","Inception7/mixed_6_tower_conv_1_conv2d",311.,1006.,695.
171,172,"Inception7/mixed_6_tower_conv_1_conv2d","Inception7/mixed_6_tower_conv_1_batchnorm",1207.,1017.,-190.
172,173,"Inception7/mixed_6_tower_conv_1_batchnorm","Inception7/mixed_6_tower_conv_1_relu",334.,404.,70.
173,174,"Inception7/mixed_6_tower_conv_1_relu","Inception7/mixed_6_tower_conv_2_conv2d",308.,1194.,886.
174,175,"Inception7/mixed_6_tower_conv_2_conv2d","Inception7/mixed_6_tower_conv_2_batchnorm",922.,1078.,156.
175,176,"Inception7/mixed_6_tower_conv_2_batchnorm","Inception7/mixed_6_tower_conv_2_relu",369.,448.,79.
176,177,"Inception7/mixed_6_tower_conv_2_relu","Inception7/mixed_6_tower_1_conv_conv2d",338.,-999,-999
177,178,"Inception7/mixed_6_tower_1_conv_conv2d","Inception7/mixed_6_tower_1_conv_batchnorm",709.,753.,44.
178,179,"Inception7/mixed_6_tower_1_conv_batchnorm","Inception7/mixed_6_tower_1_conv_relu",338.,401.,63.
179,180,"Inception7/mixed_6_tower_1_conv_relu","Inception7/mixed_6_tower_1_conv_1_conv2d",312.,1216.,904.
180,181,"Inception7/mixed_6_tower_1_conv_1_conv2d","Inception7/mixed_6_tower_1_conv_1_batchnorm",1184.,830.,-354.
181,182,"Inception7/mixed_6_tower_1_conv_1_batchnorm","Inception7/mixed_6_tower_1_conv_1_relu",336.,365.,29.
182,183,"Inception7/mixed_6_tower_1_conv_1_relu","Inception7/mixed_6_tower_1_conv_2_conv2d",323.,818.,495.
183,184,"Inception7/mixed_6_tower_1_conv_2_conv2d","Inception7/mixed_6_tower_1_conv_2_batchnorm",791.,833.,42.
184,185,"Inception7/mixed_6_tower_1_conv_2_batchnorm","Inception7/mixed_6_tower_1_conv_2_relu",339.,369.,30.
185,186,"Inception7/mixed_6_tower_1_conv_2_relu","Inception7/mixed_6_tower_1_conv_3_conv2d",328.,817.,489.
186,187,"Inception7/mixed_6_tower_1_conv_3_conv2d","Inception7/mixed_6_tower_1_conv_3_batchnorm",790.,827.,37.
187,188,"Inception7/mixed_6_tower_1_conv_3_batchnorm","Inception7/mixed_6_tower_1_conv_3_relu",332.,399.,67.
188,189,"Inception7/mixed_6_tower_1_conv_3_relu","Inception7/mixed_6_tower_1_conv_4_conv2d",308.,1000.,692.
189,190,"Inception7/mixed_6_tower_1_conv_4_conv2d","Inception7/mixed_6_tower_1_conv_4_batchnorm",1055.,1085.,30.
190,191,"Inception7/mixed_6_tower_1_conv_4_batchnorm","Inception7/mixed_6_tower_1_conv_4_relu",366.,450.,84.
191,192,"Inception7/mixed_6_tower_1_conv_4_relu","Inception7/avg_pool_mixed_6_pool",341.,-999,-999
192,193,"Inception7/avg_pool_mixed_6_pool","Inception7/mixed_6_tower_2_conv_conv2d",2800.,2984.,184.
193,194,"Inception7/mixed_6_tower_2_conv_conv2d","Inception7/mixed_6_tower_2_conv_batchnorm",787.,835.,48.
194,195,"Inception7/mixed_6_tower_2_conv_batchnorm","Inception7/mixed_6_tower_2_conv_relu",369.,415.,46.
195,196,"Inception7/mixed_6_tower_2_conv_relu","Inception7/ch_concat_mixed_6_chconcat",337.,-999,-999
196,197,"Inception7/ch_concat_mixed_6_chconcat","Inception8/mixed_7_conv_conv2d",871.,807.,-64.
197,198,"Inception8/mixed_7_conv_conv2d","Inception8/mixed_7_conv_batchnorm",670.,698.,28.
198,199,"Inception8/mixed_7_conv_batchnorm","Inception8/mixed_7_conv_relu",367.,400.,33.
199,200,"Inception8/mixed_7_conv_relu","Inception8/mixed_7_tower_conv_conv2d",339.,-999,-999
200,201,"Inception8/mixed_7_tower_conv_conv2d","Inception8/mixed_7_tower_conv_batchnorm",827.,839.,12.
201,202,"Inception8/mixed_7_tower_conv_batchnorm","Inception8/mixed_7_tower_conv_relu",371.,449.,78.
202,203,"Inception8/mixed_7_tower_conv_relu","Inception8/mixed_7_tower_conv_1_conv2d",341.,1163.,822.
203,204,"Inception8/mixed_7_tower_conv_1_conv2d","Inception8/mixed_7_tower_conv_1_batchnorm",1148.,1171.,23.
204,205,"Inception8/mixed_7_tower_conv_1_batchnorm","Inception8/mixed_7_tower_conv_1_relu",373.,448.,75.
205,206,"Inception8/mixed_7_tower_conv_1_relu","Inception8/mixed_7_tower_conv_2_conv2d",340.,1485.,1145.
206,207,"Inception8/mixed_7_tower_conv_2_conv2d","Inception8/mixed_7_tower_conv_2_batchnorm",1021.,1164.,143.
207,208,"Inception8/mixed_7_tower_conv_2_batchnorm","Inception8/mixed_7_tower_conv_2_relu",360.,398.,38.
208,209,"Inception8/mixed_7_tower_conv_2_relu","Inception8/mixed_7_tower_1_conv_conv2d",350.,-999,-999
209,210,"Inception8/mixed_7_tower_1_conv_conv2d","Inception8/mixed_7_tower_1_conv_batchnorm",661.,701.,40.
210,211,"Inception8/mixed_7_tower_1_conv_batchnorm","Inception8/mixed_7_tower_1_conv_relu",361.,397.,36.
211,212,"Inception8/mixed_7_tower_1_conv_relu","Inception8/mixed_7_tower_1_conv_1_conv2d",337.,995.,658.
212,213,"Inception8/mixed_7_tower_1_conv_1_conv2d","Inception8/mixed_7_tower_1_conv_1_batchnorm",975.,1007.,32.
213,214,"Inception8/mixed_7_tower_1_conv_1_batchnorm","Inception8/mixed_7_tower_1_conv_1_relu",372.,407.,35.
214,215,"Inception8/mixed_7_tower_1_conv_1_relu","Inception8/mixed_7_tower_1_conv_2_conv2d",360.,998.,638.
215,216,"Inception8/mixed_7_tower_1_conv_2_conv2d","Inception8/mixed_7_tower_1_conv_2_batchnorm",980.,1010.,30.
216,217,"Inception8/mixed_7_tower_1_conv_2_batchnorm","Inception8/mixed_7_tower_1_conv_2_relu",371.,408.,37.
217,218,"Inception8/mixed_7_tower_1_conv_2_relu","Inception8/mixed_7_tower_1_conv_3_conv2d",360.,1012.,652.
218,219,"Inception8/mixed_7_tower_1_conv_3_conv2d","Inception8/mixed_7_tower_1_conv_3_batchnorm",1447.,1499.,52.
219,220,"Inception8/mixed_7_tower_1_conv_3_batchnorm","Inception8/mixed_7_tower_1_conv_3_relu",375.,444.,69.
220,221,"Inception8/mixed_7_tower_1_conv_3_relu","Inception8/mixed_7_tower_1_conv_4_conv2d",338.,993.,655.
221,222,"Inception8/mixed_7_tower_1_conv_4_conv2d","Inception8/mixed_7_tower_1_conv_4_batchnorm",983.,1009.,26.
222,223,"Inception8/mixed_7_tower_1_conv_4_batchnorm","Inception8/mixed_7_tower_1_conv_4_relu",372.,409.,37.
223,224,"Inception8/mixed_7_tower_1_conv_4_relu","Inception8/avg_pool_mixed_7_pool",361.,-999,-999
224,225,"Inception8/avg_pool_mixed_7_pool","Inception8/mixed_7_tower_2_conv_conv2d",2860.,2807.,-53.
225,226,"Inception8/mixed_7_tower_2_conv_conv2d","Inception8/mixed_7_tower_2_conv_batchnorm",679.,708.,29.
226,227,"Inception8/mixed_7_tower_2_conv_batchnorm","Inception8/mixed_7_tower_2_conv_relu",376.,408.,32.
227,228,"Inception8/mixed_7_tower_2_conv_relu","Inception8/ch_concat_mixed_7_chconcat",361.,-999,-999
228,229,"Inception8/ch_concat_mixed_7_chconcat","Inception9/mixed_8_tower_conv_conv2d",918.,833.,-85.
229,230,"Inception9/mixed_8_tower_conv_conv2d","Inception9/mixed_8_tower_conv_batchnorm",676.,707.,31.
230,231,"Inception9/mixed_8_tower_conv_batchnorm","Inception9/mixed_8_tower_conv_relu",368.,403.,35.
231,232,"Inception9/mixed_8_tower_conv_relu","Inception9/mixed_8_tower_conv_1_conv2d",366.,596.,230.
232,233,"Inception9/mixed_8_tower_conv_1_conv2d","Inception9/mixed_8_tower_conv_1_batchnorm",574.,592.,18.
233,234,"Inception9/mixed_8_tower_conv_1_batchnorm","Inception9/mixed_8_tower_conv_1_relu",262.,272.,10.
234,235,"Inception9/mixed_8_tower_conv_1_relu","Inception9/mixed_8_tower_1_conv_conv2d",244.,-999,-999
235,236,"Inception9/mixed_8_tower_1_conv_conv2d","Inception9/mixed_8_tower_1_conv_batchnorm",680.,706.,26.
236,237,"Inception9/mixed_8_tower_1_conv_batchnorm","Inception9/mixed_8_tower_1_conv_relu",374.,412.,38.
237,238,"Inception9/mixed_8_tower_1_conv_relu","Inception9/mixed_8_tower_1_conv_1_conv2d",366.,1002.,636.
