"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
34,35,"stage0_block2/conv_branch2c","stage0_block2/bn_branch2c",1525.,1767.,242.
35,36,"stage0_block2/bn_branch2c","stage0_block2/eltwise_stage0_block2",1492.,-999,-999
36,37,"stage0_block2/eltwise_stage0_block2","stage0_block2/relu_stage0_block2",1773.,2013.,240.
37,38,"stage0_block2/relu_stage0_block2","stage1_block0/conv_proj_shortcut",1383.,1521.,138.
38,39,"stage1_block0/conv_proj_shortcut","stage1_block0/bn_proj_shortcut",1327.,1427.,100.
39,40,"stage1_block0/bn_proj_shortcut","stage1_block0/conv_branch2a",854.,-999,-999
40,41,"stage1_block0/conv_branch2a","stage1_block0/bn_branch2a",801.,767.,-34.
41,42,"stage1_block0/bn_branch2a","stage1_block0/relu_branch2a",343.,431.,88.
42,43,"stage1_block0/relu_branch2a","stage1_block0/conv_branch2b",326.,919.,593.
43,44,"stage1_block0/conv_branch2b","stage1_block0/bn_branch2b",869.,891.,22.
44,45,"stage1_block0/bn_branch2b","stage1_block0/relu_branch2b",349.,389.,40.
45,46,"stage1_block0/relu_branch2b","stage1_block0/conv_branch2c",346.,853.,507.
46,47,"stage1_block0/conv_branch2c","stage1_block0/bn_branch2c",850.,918.,68.
47,48,"stage1_block0/bn_branch2c","stage1_block0/eltwise_stage1_block0",841.,-999,-999
48,49,"stage1_block0/eltwise_stage1_block0","stage1_block0/relu_stage1_block0",1013.,1116.,103.
49,50,"stage1_block0/relu_stage1_block0","stage1_block1/conv_branch2a",830.,593.,-237.
50,51,"stage1_block1/conv_branch2a","stage1_block1/bn_branch2a",525.,547.,22.
51,52,"stage1_block1/bn_branch2a","stage1_block1/relu_branch2a",352.,387.,35.
52,53,"stage1_block1/relu_branch2a","stage1_block1/conv_branch2b",346.,886.,540.
53,54,"stage1_block1/conv_branch2b","stage1_block1/bn_branch2b",878.,896.,18.
54,55,"stage1_block1/bn_branch2b","stage1_block1/relu_branch2b",356.,396.,40.
55,56,"stage1_block1/relu_branch2b","stage1_block1/conv_branch2c",349.,876.,527.
56,57,"stage1_block1/conv_branch2c","stage1_block1/bn_branch2c",852.,926.,74.
57,58,"stage1_block1/bn_branch2c","stage1_block1/eltwise_stage1_block1",846.,-999,-999
58,59,"stage1_block1/eltwise_stage1_block1","stage1_block1/relu_stage1_block1",1023.,1138.,115.
59,60,"stage1_block1/relu_stage1_block1","stage1_block2/conv_branch2a",829.,602.,-227.
60,61,"stage1_block2/conv_branch2a","stage1_block2/bn_branch2a",539.,559.,20.
61,62,"stage1_block2/bn_branch2a","stage1_block2/relu_branch2a",359.,396.,37.
62,63,"stage1_block2/relu_branch2a","stage1_block2/conv_branch2b",347.,882.,535.
63,64,"stage1_block2/conv_branch2b","stage1_block2/bn_branch2b",871.,889.,18.
64,65,"stage1_block2/bn_branch2b","stage1_block2/relu_branch2b",354.,396.,42.
65,66,"stage1_block2/relu_branch2b","stage1_block2/conv_branch2c",352.,877.,525.
66,67,"stage1_block2/conv_branch2c","stage1_block2/bn_branch2c",853.,927.,74.
67,68,"stage1_block2/bn_branch2c","stage1_block2/eltwise_stage1_block2",855.,-999,-999
68,69,"stage1_block2/eltwise_stage1_block2","stage1_block2/relu_stage1_block2",1022.,1142.,120.
69,70,"stage1_block2/relu_stage1_block2","stage1_block3/conv_branch2a",829.,598.,-231.
70,71,"stage1_block3/conv_branch2a","stage1_block3/bn_branch2a",542.,560.,18.
71,72,"stage1_block3/bn_branch2a","stage1_block3/relu_branch2a",520.,388.,-132.
72,73,"stage1_block3/relu_branch2a","stage1_block3/conv_branch2b",351.,891.,540.
73,74,"stage1_block3/conv_branch2b","stage1_block3/bn_branch2b",874.,890.,16.
74,75,"stage1_block3/bn_branch2b","stage1_block3/relu_branch2b",359.,395.,36.
75,76,"stage1_block3/relu_branch2b","stage1_block3/conv_branch2c",353.,877.,524.
76,77,"stage1_block3/conv_branch2c","stage1_block3/bn_branch2c",858.,931.,73.
77,78,"stage1_block3/bn_branch2c","stage1_block3/eltwise_stage1_block3",843.,-999,-999
78,79,"stage1_block3/eltwise_stage1_block3","stage1_block3/relu_stage1_block3",1034.,1134.,100.
79,80,"stage1_block3/relu_stage1_block3","stage2_block0/conv_proj_shortcut",825.,850.,25.
80,81,"stage2_block0/conv_proj_shortcut","stage2_block0/bn_proj_shortcut",753.,839.,86.
81,82,"stage2_block0/bn_proj_shortcut","stage2_block0/conv_branch2a",524.,-999,-999
82,83,"stage2_block0/conv_branch2a","stage2_block0/bn_branch2a",506.,523.,17.
83,84,"stage2_block0/bn_branch2a","stage2_block0/relu_branch2a",268.,296.,28.
84,85,"stage2_block0/relu_branch2a","stage2_block0/conv_branch2b",265.,629.,364.
85,86,"stage2_block0/conv_branch2b","stage2_block0/bn_branch2b",620.,630.,10.
86,87,"stage2_block0/bn_branch2b","stage2_block0/relu_branch2b",267.,299.,32.
87,88,"stage2_block0/relu_branch2b","stage2_block0/conv_branch2c",267.,546.,279.
88,89,"stage2_block0/conv_branch2c","stage2_block0/bn_branch2c",535.,581.,46.
89,90,"stage2_block0/bn_branch2c","stage2_block0/eltwise_stage2_block0",526.,-999,-999
90,91,"stage2_block0/eltwise_stage2_block0","stage2_block0/relu_stage2_block0",613.,632.,19.
91,92,"stage2_block0/relu_stage2_block0","stage2_block1/conv_branch2a",490.,509.,19.
92,93,"stage2_block1/conv_branch2a","stage2_block1/bn_branch2a",442.,460.,18.
93,94,"stage2_block1/bn_branch2a","stage2_block1/relu_branch2a",263.,313.,50.
94,95,"stage2_block1/relu_branch2a","stage2_block1/conv_branch2b",268.,903.,635.
95,96,"stage2_block1/conv_branch2b","stage2_block1/bn_branch2b",813.,792.,-21.
96,97,"stage2_block1/bn_branch2b","stage2_block1/relu_branch2b",269.,311.,42.
97,98,"stage2_block1/relu_branch2b","stage2_block1/conv_branch2c",265.,581.,316.
98,99,"stage2_block1/conv_branch2c","stage2_block1/bn_branch2c",564.,747.,183.
99,100,"stage2_block1/bn_branch2c","stage2_block1/eltwise_stage2_block1",536.,-999,-999
100,101,"stage2_block1/eltwise_stage2_block1","stage2_block1/relu_stage2_block1",623.,632.,9.
101,102,"stage2_block1/relu_stage2_block1","stage2_block2/conv_branch2a",488.,505.,17.
102,103,"stage2_block2/conv_branch2a","stage2_block2/bn_branch2a",448.,471.,23.
103,104,"stage2_block2/bn_branch2a","stage2_block2/relu_branch2a",274.,312.,38.
104,105,"stage2_block2/relu_branch2a","stage2_block2/conv_branch2b",266.,900.,634.
105,106,"stage2_block2/conv_branch2b","stage2_block2/bn_branch2b",882.,896.,14.
106,107,"stage2_block2/bn_branch2b","stage2_block2/relu_branch2b",274.,311.,37.
107,108,"stage2_block2/relu_branch2b","stage2_block2/conv_branch2c",266.,582.,316.
108,109,"stage2_block2/conv_branch2c","stage2_block2/bn_branch2c",563.,649.,86.
109,110,"stage2_block2/bn_branch2c","stage2_block2/eltwise_stage2_block2",542.,-999,-999
110,111,"stage2_block2/eltwise_stage2_block2","stage2_block2/relu_stage2_block2",624.,635.,11.
111,112,"stage2_block2/relu_stage2_block2","stage2_block3/conv_branch2a",490.,486.,-4.
112,113,"stage2_block3/conv_branch2a","stage2_block3/bn_branch2a",450.,475.,25.
113,114,"stage2_block3/bn_branch2a","stage2_block3/relu_branch2a",276.,311.,35.
114,115,"stage2_block3/relu_branch2a","stage2_block3/conv_branch2b",270.,894.,624.
115,116,"stage2_block3/conv_branch2b","stage2_block3/bn_branch2b",752.,898.,146.
116,117,"stage2_block3/bn_branch2b","stage2_block3/relu_branch2b",273.,311.,38.
117,118,"stage2_block3/relu_branch2b","stage2_block3/conv_branch2c",264.,581.,317.
118,119,"stage2_block3/conv_branch2c","stage2_block3/bn_branch2c",562.,643.,81.
119,120,"stage2_block3/bn_branch2c","stage2_block3/eltwise_stage2_block3",537.,-999,-999
120,121,"stage2_block3/eltwise_stage2_block3","stage2_block3/relu_stage2_block3",622.,630.,8.
121,122,"stage2_block3/relu_stage2_block3","stage2_block4/conv_branch2a",488.,504.,16.
122,123,"stage2_block4/conv_branch2a","stage2_block4/bn_branch2a",448.,471.,23.
123,124,"stage2_block4/bn_branch2a","stage2_block4/relu_branch2a",272.,310.,38.
124,125,"stage2_block4/relu_branch2a","stage2_block4/conv_branch2b",266.,894.,628.
125,126,"stage2_block4/conv_branch2b","stage2_block4/bn_branch2b",877.,765.,-112.
126,127,"stage2_block4/bn_branch2b","stage2_block4/relu_branch2b",271.,313.,42.
127,128,"stage2_block4/relu_branch2b","stage2_block4/conv_branch2c",265.,579.,314.
128,129,"stage2_block4/conv_branch2c","stage2_block4/bn_branch2c",564.,640.,76.
129,130,"stage2_block4/bn_branch2c","stage2_block4/eltwise_stage2_block4",514.,-999,-999
130,131,"stage2_block4/eltwise_stage2_block4","stage2_block4/relu_stage2_block4",592.,637.,45.
131,132,"stage2_block4/relu_stage2_block4","stage2_block5/conv_branch2a",488.,504.,16.
132,133,"stage2_block5/conv_branch2a","stage2_block5/bn_branch2a",447.,473.,26.
133,134,"stage2_block5/bn_branch2a","stage2_block5/relu_branch2a",273.,311.,38.
134,135,"stage2_block5/relu_branch2a","stage2_block5/conv_branch2b",265.,755.,490.
135,136,"stage2_block5/conv_branch2b","stage2_block5/bn_branch2b",761.,810.,49.
136,137,"stage2_block5/bn_branch2b","stage2_block5/relu_branch2b",285.,312.,27.
137,138,"stage2_block5/relu_branch2b","stage2_block5/conv_branch2c",268.,582.,314.
138,139,"stage2_block5/conv_branch2c","stage2_block5/bn_branch2c",561.,647.,86.
139,140,"stage2_block5/bn_branch2c","stage2_block5/eltwise_stage2_block5",536.,-999,-999
140,141,"stage2_block5/eltwise_stage2_block5","stage2_block5/relu_stage2_block5",632.,633.,1.
141,142,"stage2_block5/relu_stage2_block5","stage3_block0/conv_proj_shortcut",485.,777.,292.
142,143,"stage3_block0/conv_proj_shortcut","stage3_block0/bn_proj_shortcut",720.,803.,83.
143,144,"stage3_block0/bn_proj_shortcut","stage3_block0/conv_branch2a",405.,-999,-999
144,145,"stage3_block0/conv_branch2a","stage3_block0/bn_branch2a",424.,410.,-14.
145,146,"stage3_block0/bn_branch2a","stage3_block0/relu_branch2a",220.,245.,25.
146,147,"stage3_block0/relu_branch2a","stage3_block0/conv_branch2b",221.,559.,338.
147,148,"stage3_block0/conv_branch2b","stage3_block0/bn_branch2b",553.,564.,11.
148,149,"stage3_block0/bn_branch2b","stage3_block0/relu_branch2b",226.,248.,22.
149,150,"stage3_block0/relu_branch2b","stage3_block0/conv_branch2c",208.,498.,290.
150,151,"stage3_block0/conv_branch2c","stage3_block0/bn_branch2c",487.,563.,76.
151,152,"stage3_block0/bn_branch2c","stage3_block0/eltwise_stage3_block0",400.,-999,-999
152,153,"stage3_block0/eltwise_stage3_block0","stage3_block0/relu_stage3_block0",426.,429.,3.
153,154,"stage3_block0/relu_stage3_block0","stage3_block1/conv_branch2a",338.,424.,86.
154,155,"stage3_block1/conv_branch2a","stage3_block1/bn_branch2a",400.,414.,14.
155,156,"stage3_block1/bn_branch2a","stage3_block1/relu_branch2a",231.,238.,7.
156,157,"stage3_block1/relu_branch2a","stage3_block1/conv_branch2b",215.,552.,337.
157,158,"stage3_block1/conv_branch2b","stage3_block1/bn_branch2b",549.,664.,115.
158,159,"stage3_block1/bn_branch2b","stage3_block1/relu_branch2b",228.,243.,15.
159,160,"stage3_block1/relu_branch2b","stage3_block1/conv_branch2c",219.,448.,229.
160,161,"stage3_block1/conv_branch2c","stage3_block1/bn_branch2c",442.,481.,39.
161,162,"stage3_block1/bn_branch2c","stage3_block1/eltwise_stage3_block1",380.,-999,-999
162,163,"stage3_block1/eltwise_stage3_block1","stage3_block1/relu_stage3_block1",418.,447.,29.
163,164,"stage3_block1/relu_stage3_block1","stage3_block2/conv_branch2a",351.,397.,46.
164,165,"stage3_block2/conv_branch2a","stage3_block2/bn_branch2a",372.,386.,14.
165,166,"stage3_block2/bn_branch2a","stage3_block2/relu_branch2a",223.,243.,20.
166,167,"stage3_block2/relu_branch2a","stage3_block2/conv_branch2b",219.,557.,338.
167,168,"stage3_block2/conv_branch2b","stage3_block2/bn_branch2b",553.,565.,12.
168,169,"stage3_block2/bn_branch2b","stage3_block2/relu_branch2b",225.,245.,20.
169,170,"stage3_block2/relu_branch2b","stage3_block2/conv_branch2c",220.,449.,229.
170,171,"stage3_block2/conv_branch2c","stage3_block2/bn_branch2c",441.,480.,39.
171,172,"stage3_block2/bn_branch2c","stage3_block2/eltwise_stage3_block2",380.,-999,-999
172,173,"stage3_block2/eltwise_stage3_block2","stage3_block2/relu_stage3_block2",420.,444.,24.
173,174,"stage3_block2/relu_stage3_block2","pool",341.,305.,-36.
174,175,"pool","flatten_0",282.,283.,1.
175,176,"flatten_0","fc_nsfw",175.,182.,7.
176,177,"fc_nsfw","prob",173.,173.,0.
