"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
41,42,"3a/bn3a_branch2a","3a/res3a_branch2a_relu",515.,573.,58.
42,43,"3a/res3a_branch2a_relu","3a/res3a_branch2b",510.,1706.,1196.
43,44,"3a/res3a_branch2b","3a/bn3a_branch2b",1685.,1740.,55.
44,45,"3a/bn3a_branch2b","3a/res3a_branch2b_relu",521.,575.,54.
45,46,"3a/res3a_branch2b_relu","3a/res3a_branch2c",511.,1335.,824.
46,47,"3a/res3a_branch2c","3a/bn3a_branch2c",1288.,1456.,168.
47,48,"3a/bn3a_branch2c","3a/res3a",1401.,-999,-999
48,49,"3a/res3a","3a/res3a_relu",1783.,1984.,201.
49,50,"3a/res3a_relu","3b1/res3b1_branch2a",1360.,1059.,-301.
50,51,"3b1/res3b1_branch2a","3b1/bn3b1_branch2a",887.,958.,71.
51,52,"3b1/bn3b1_branch2a","3b1/res3b1_branch2a_relu",510.,595.,85.
52,53,"3b1/res3b1_branch2a_relu","3b1/res3b1_branch2b",488.,1714.,1226.
53,54,"3b1/res3b1_branch2b","3b1/bn3b1_branch2b",1687.,1734.,47.
54,55,"3b1/bn3b1_branch2b","3b1/res3b1_branch2b_relu",522.,583.,61.
55,56,"3b1/res3b1_branch2b_relu","3b1/res3b1_branch2c",515.,1336.,821.
56,57,"3b1/res3b1_branch2c","3b1/bn3b1_branch2c",1291.,1477.,186.
57,58,"3b1/bn3b1_branch2c","3b1/res3b1",1403.,-999,-999
58,59,"3b1/res3b1","3b1/res3b1_relu",1699.,1915.,216.
59,60,"3b1/res3b1_relu","3b2/res3b2_branch2a",1317.,1271.,-46.
60,61,"3b2/res3b2_branch2a","3b2/bn3b2_branch2a",1003.,1104.,101.
61,62,"3b2/bn3b2_branch2a","3b2/res3b2_branch2a_relu",521.,551.,30.
62,63,"3b2/res3b2_branch2a_relu","3b2/res3b2_branch2b",490.,2399.,1909.
63,64,"3b2/res3b2_branch2b","3b2/bn3b2_branch2b",1958.,1975.,17.
64,65,"3b2/bn3b2_branch2b","3b2/res3b2_branch2b_relu",734.,544.,-190.
65,66,"3b2/res3b2_branch2b_relu","3b2/res3b2_branch2c",485.,1448.,963.
66,67,"3b2/res3b2_branch2c","3b2/bn3b2_branch2c",1382.,1645.,263.
67,68,"3b2/bn3b2_branch2c","3b2/res3b2",1466.,-999,-999
68,69,"3b2/res3b2","3b2/res3b2_relu",1692.,1911.,219.
69,70,"3b2/res3b2_relu","3b3/res3b3_branch2a",1336.,1259.,-77.
70,71,"3b3/res3b3_branch2a","3b3/bn3b3_branch2a",1001.,1099.,98.
71,72,"3b3/bn3b3_branch2a","3b3/res3b3_branch2a_relu",501.,607.,106.
72,73,"3b3/res3b3_branch2a_relu","3b3/res3b3_branch2b",488.,1971.,1483.
73,74,"3b3/res3b3_branch2b","3b3/bn3b3_branch2b",1964.,1963.,-1.
74,75,"3b3/bn3b3_branch2b","3b3/res3b3_branch2b_relu",527.,663.,136.
75,76,"3b3/res3b3_branch2b_relu","3b3/res3b3_branch2c",487.,1452.,965.
76,77,"3b3/res3b3_branch2c","3b3/bn3b3_branch2c",1391.,1660.,269.
77,78,"3b3/bn3b3_branch2c","3b3/res3b3",1460.,-999,-999
78,79,"3b3/res3b3","3b3/res3b3_relu",1721.,1926.,205.
79,80,"3b3/res3b3_relu","4a/res4a_branch1",1323.,1459.,136.
80,81,"4a/res4a_branch1","4a/bn4a_branch1",1452.,1786.,334.
81,82,"4a/bn4a_branch1","4a/res4a_branch2a",850.,-999,-999
82,83,"4a/res4a_branch2a","4a/bn4a_branch2a",903.,938.,35.
83,84,"4a/bn4a_branch2a","4a/res4a_branch2a_relu",374.,444.,70.
84,85,"4a/res4a_branch2a_relu","4a/res4a_branch2b",340.,1360.,1020.
85,86,"4a/res4a_branch2b","4a/bn4a_branch2b",1339.,1359.,20.
86,87,"4a/bn4a_branch2b","4a/res4a_branch2b_relu",370.,440.,70.
87,88,"4a/res4a_branch2b_relu","4a/res4a_branch2c",339.,1020.,681.
88,89,"4a/res4a_branch2c","4a/bn4a_branch2c",978.,1140.,162.
89,90,"4a/bn4a_branch2c","4a/res4a",858.,-999,-999
90,91,"4a/res4a","4a/res4a_relu",913.,1025.,112.
91,92,"4a/res4a_relu","4b1/res4b1_branch2a",767.,697.,-70.
92,93,"4b1/res4b1_branch2a","4b1/bn4b1_branch2a",641.,796.,155.
93,94,"4b1/bn4b1_branch2a","4b1/res4b1_branch2a_relu",366.,433.,67.
94,95,"4b1/res4b1_branch2a_relu","4b1/res4b1_branch2b",331.,1354.,1023.
95,96,"4b1/res4b1_branch2b","4b1/bn4b1_branch2b",1322.,1355.,33.
96,97,"4b1/bn4b1_branch2b","4b1/res4b1_branch2b_relu",363.,388.,25.
97,98,"4b1/res4b1_branch2b_relu","4b1/res4b1_branch2c",348.,913.,565.
98,99,"4b1/res4b1_branch2c","4b1/bn4b1_branch2c",879.,975.,96.
99,100,"4b1/bn4b1_branch2c","4b1/res4b1",824.,-999,-999
100,101,"4b1/res4b1","4b1/res4b1_relu",969.,1077.,108.
101,102,"4b1/res4b1_relu","4b2/res4b2_branch2a",803.,713.,-90.
102,103,"4b2/res4b2_branch2a","4b2/bn4b2_branch2a",653.,678.,25.
103,104,"4b2/bn4b2_branch2a","4b2/res4b2_branch2a_relu",363.,435.,72.
104,105,"4b2/res4b2_branch2a_relu","4b2/res4b2_branch2b",335.,1351.,1016.
105,106,"4b2/res4b2_branch2b","4b2/bn4b2_branch2b",1327.,1351.,24.
106,107,"4b2/bn4b2_branch2b","4b2/res4b2_branch2b_relu",370.,441.,71.
107,108,"4b2/res4b2_branch2b_relu","4b2/res4b2_branch2c",337.,1038.,701.
108,109,"4b2/res4b2_branch2c","4b2/bn4b2_branch2c",1194.,1129.,-65.
109,110,"4b2/bn4b2_branch2c","4b2/res4b2",871.,-999,-999
110,111,"4b2/res4b2","4b2/res4b2_relu",927.,1030.,103.
111,112,"4b2/res4b2_relu","4b3/res4b3_branch2a",769.,743.,-26.
112,113,"4b3/res4b3_branch2a","4b3/bn4b3_branch2a",754.,797.,43.
113,114,"4b3/bn4b3_branch2a","4b3/res4b3_branch2a_relu",369.,440.,71.
114,115,"4b3/res4b3_branch2a_relu","4b3/res4b3_branch2b",332.,1365.,1033.
115,116,"4b3/res4b3_branch2b","4b3/bn4b3_branch2b",1346.,1341.,-5.
116,117,"4b3/bn4b3_branch2b","4b3/res4b3_branch2b_relu",369.,438.,69.
117,118,"4b3/res4b3_branch2b_relu","4b3/res4b3_branch2c",342.,1050.,708.
118,119,"4b3/res4b3_branch2c","4b3/bn4b3_branch2c",980.,1158.,178.
119,120,"4b3/bn4b3_branch2c","4b3/res4b3",837.,-999,-999
120,121,"4b3/res4b3","4b3/res4b3_relu",989.,1092.,103.
121,122,"4b3/res4b3_relu","4b4/res4b4_branch2a",772.,708.,-64.
122,123,"4b4/res4b4_branch2a","4b4/bn4b4_branch2a",644.,669.,25.
123,124,"4b4/bn4b4_branch2a","4b4/res4b4_branch2a_relu",358.,395.,37.
124,125,"4b4/res4b4_branch2a_relu","4b4/res4b4_branch2b",344.,1185.,841.
125,126,"4b4/res4b4_branch2b","4b4/bn4b4_branch2b",1160.,1197.,37.
126,127,"4b4/bn4b4_branch2b","4b4/res4b4_branch2b_relu",362.,388.,26.
127,128,"4b4/res4b4_branch2b_relu","4b4/res4b4_branch2c",334.,897.,563.
128,129,"4b4/res4b4_branch2c","4b4/bn4b4_branch2c",871.,969.,98.
129,130,"4b4/bn4b4_branch2c","4b4/res4b4",815.,-999,-999
130,131,"4b4/res4b4","4b4/res4b4_relu",964.,1078.,114.
131,132,"4b4/res4b4_relu","4b5/res4b5_branch2a",804.,703.,-101.
132,133,"4b5/res4b5_branch2a","4b5/bn4b5_branch2a",644.,666.,22.
133,134,"4b5/bn4b5_branch2a","4b5/res4b5_branch2a_relu",361.,394.,33.
134,135,"4b5/res4b5_branch2a_relu","4b5/res4b5_branch2b",346.,1195.,849.
135,136,"4b5/res4b5_branch2b","4b5/bn4b5_branch2b",1178.,1198.,20.
136,137,"4b5/bn4b5_branch2b","4b5/res4b5_branch2b_relu",365.,391.,26.
137,138,"4b5/res4b5_branch2b_relu","4b5/res4b5_branch2c",349.,912.,563.
138,139,"4b5/res4b5_branch2c","4b5/bn4b5_branch2c",872.,977.,105.
139,140,"4b5/bn4b5_branch2c","4b5/res4b5",820.,-999,-999
140,141,"4b5/res4b5","4b5/res4b5_relu",953.,1070.,117.
141,142,"4b5/res4b5_relu","4b6/res4b6_branch2a",803.,703.,-100.
142,143,"4b6/res4b6_branch2a","4b6/bn4b6_branch2a",646.,665.,19.
143,144,"4b6/bn4b6_branch2a","4b6/res4b6_branch2a_relu",359.,395.,36.
144,145,"4b6/res4b6_branch2a_relu","4b6/res4b6_branch2b",340.,1184.,844.
145,146,"4b6/res4b6_branch2b","4b6/bn4b6_branch2b",1173.,1196.,23.
146,147,"4b6/bn4b6_branch2b","4b6/res4b6_branch2b_relu",361.,388.,27.
147,148,"4b6/res4b6_branch2b_relu","4b6/res4b6_branch2c",343.,902.,559.
148,149,"4b6/res4b6_branch2c","4b6/bn4b6_branch2c",879.,971.,92.
149,150,"4b6/bn4b6_branch2c","4b6/res4b6",814.,-999,-999
150,151,"4b6/res4b6","4b6/res4b6_relu",1001.,1076.,75.
151,152,"4b6/res4b6_relu","4b7/res4b7_branch2a",801.,705.,-96.
152,153,"4b7/res4b7_branch2a","4b7/bn4b7_branch2a",644.,669.,25.
153,154,"4b7/bn4b7_branch2a","4b7/res4b7_branch2a_relu",357.,394.,37.
154,155,"4b7/res4b7_branch2a_relu","4b7/res4b7_branch2b",329.,1185.,856.
155,156,"4b7/res4b7_branch2b","4b7/bn4b7_branch2b",1175.,1194.,19.
156,157,"4b7/bn4b7_branch2b","4b7/res4b7_branch2b_relu",361.,438.,77.
157,158,"4b7/res4b7_branch2b_relu","4b7/res4b7_branch2c",332.,980.,648.
158,159,"4b7/res4b7_branch2c","4b7/bn4b7_branch2c",957.,1168.,211.
159,160,"4b7/bn4b7_branch2c","4b7/res4b7",850.,-999,-999
160,161,"4b7/res4b7","4b7/res4b7_relu",928.,1038.,110.
161,162,"4b7/res4b7_relu","4b8/res4b8_branch2a",757.,868.,111.
162,163,"4b8/res4b8_branch2a","4b8/bn4b8_branch2a",751.,802.,51.
163,164,"4b8/bn4b8_branch2a","4b8/res4b8_branch2a_relu",359.,435.,76.
164,165,"4b8/res4b8_branch2a_relu","4b8/res4b8_branch2b",330.,1907.,1577.
165,166,"4b8/res4b8_branch2b","4b8/bn4b8_branch2b",1857.,1743.,-114.
166,167,"4b8/bn4b8_branch2b","4b8/res4b8_branch2b_relu",352.,435.,83.
167,168,"4b8/res4b8_branch2b_relu","4b8/res4b8_branch2c",332.,1011.,679.
168,169,"4b8/res4b8_branch2c","4b8/bn4b8_branch2c",966.,1132.,166.
169,170,"4b8/bn4b8_branch2c","4b8/res4b8",846.,-999,-999
170,171,"4b8/res4b8","4b8/res4b8_relu",912.,1029.,117.
171,172,"4b8/res4b8_relu","4b9/res4b9_branch2a",755.,861.,106.
172,173,"4b9/res4b9_branch2a","4b9/bn4b9_branch2a",746.,794.,48.
173,174,"4b9/bn4b9_branch2a","4b9/res4b9_branch2a_relu",363.,432.,69.
174,175,"4b9/res4b9_branch2a_relu","4b9/res4b9_branch2b",336.,1179.,843.
175,176,"4b9/res4b9_branch2b","4b9/bn4b9_branch2b",1176.,1194.,18.
176,177,"4b9/bn4b9_branch2b","4b9/res4b9_branch2b_relu",361.,396.,35.
177,178,"4b9/res4b9_branch2b_relu","4b9/res4b9_branch2c",325.,1166.,841.
178,179,"4b9/res4b9_branch2c","4b9/bn4b9_branch2c",970.,1012.,42.
179,180,"4b9/bn4b9_branch2c","4b9/res4b9",862.,-999,-999
180,181,"4b9/res4b9","4b9/res4b9_relu",928.,1025.,97.
181,182,"4b9/res4b9_relu","4b10/res4b10_branch2a",761.,877.,116.
182,183,"4b10/res4b10_branch2a","4b10/bn4b10_branch2a",759.,808.,49.
183,184,"4b10/bn4b10_branch2a","4b10/res4b10_branch2a_relu",374.,447.,73.
184,185,"4b10/res4b10_branch2a_relu","4b10/res4b10_branch2b",334.,1915.,1581.
185,186,"4b10/res4b10_branch2b","4b10/bn4b10_branch2b",1332.,1377.,45.
186,187,"4b10/bn4b10_branch2b","4b10/res4b10_branch2b_relu",365.,405.,40.
187,188,"4b10/res4b10_branch2b_relu","4b10/res4b10_branch2c",333.,1006.,673.
188,189,"4b10/res4b10_branch2c","4b10/bn4b10_branch2c",872.,962.,90.
189,190,"4b10/bn4b10_branch2c","4b10/res4b10",813.,-999,-999
190,191,"4b10/res4b10","4b10/res4b10_relu",908.,1019.,111.
191,192,"4b10/res4b10_relu","4b11/res4b11_branch2a",763.,867.,104.
192,193,"4b11/res4b11_branch2a","4b11/bn4b11_branch2a",848.,800.,-48.
193,194,"4b11/bn4b11_branch2a","4b11/res4b11_branch2a_relu",367.,441.,74.
194,195,"4b11/res4b11_branch2a_relu","4b11/res4b11_branch2b",332.,1192.,860.
195,196,"4b11/res4b11_branch2b","4b11/bn4b11_branch2b",1167.,1195.,28.
196,197,"4b11/bn4b11_branch2b","4b11/res4b11_branch2b_relu",361.,395.,34.
197,198,"4b11/res4b11_branch2b_relu","4b11/res4b11_branch2c",350.,902.,552.
198,199,"4b11/res4b11_branch2c","4b11/bn4b11_branch2c",882.,971.,89.
199,200,"4b11/bn4b11_branch2c","4b11/res4b11",824.,-999,-999
200,201,"4b11/res4b11","4b11/res4b11_relu",971.,1078.,107.
201,202,"4b11/res4b11_relu","4b12/res4b12_branch2a",804.,712.,-92.
202,203,"4b12/res4b12_branch2a","4b12/bn4b12_branch2a",649.,674.,25.
203,204,"4b12/bn4b12_branch2a","4b12/res4b12_branch2a_relu",366.,398.,32.
204,205,"4b12/res4b12_branch2a_relu","4b12/res4b12_branch2b",354.,1190.,836.
205,206,"4b12/res4b12_branch2b","4b12/bn4b12_branch2b",1180.,1199.,19.
206,207,"4b12/bn4b12_branch2b","4b12/res4b12_branch2b_relu",365.,399.,34.
207,208,"4b12/res4b12_branch2b_relu","4b12/res4b12_branch2c",342.,899.,557.
208,209,"4b12/res4b12_branch2c","4b12/bn4b12_branch2c",879.,976.,97.
209,210,"4b12/bn4b12_branch2c","4b12/res4b12",825.,-999,-999
210,211,"4b12/res4b12","4b12/res4b12_relu",969.,1080.,111.
211,212,"4b12/res4b12_relu","4b13/res4b13_branch2a",806.,708.,-98.
212,213,"4b13/res4b13_branch2a","4b13/bn4b13_branch2a",648.,671.,23.
213,214,"4b13/bn4b13_branch2a","4b13/res4b13_branch2a_relu",362.,396.,34.
214,215,"4b13/res4b13_branch2a_relu","4b13/res4b13_branch2b",354.,1187.,833.
215,216,"4b13/res4b13_branch2b","4b13/bn4b13_branch2b",1167.,1193.,26.
216,217,"4b13/bn4b13_branch2b","4b13/res4b13_branch2b_relu",360.,394.,34.
217,218,"4b13/res4b13_branch2b_relu","4b13/res4b13_branch2c",345.,907.,562.
218,219,"4b13/res4b13_branch2c","4b13/bn4b13_branch2c",869.,977.,108.
219,220,"4b13/bn4b13_branch2c","4b13/res4b13",822.,-999,-999
220,221,"4b13/res4b13","4b13/res4b13_relu",918.,1018.,100.
221,222,"4b13/res4b13_relu","4b14/res4b14_branch2a",757.,859.,102.
222,223,"4b14/res4b14_branch2a","4b14/bn4b14_branch2a",637.,660.,23.
223,224,"4b14/bn4b14_branch2a","4b14/res4b14_branch2a_relu",355.,434.,79.
224,225,"4b14/res4b14_branch2a_relu","4b14/res4b14_branch2b",337.,1912.,1575.
225,226,"4b14/res4b14_branch2b","4b14/bn4b14_branch2b",1877.,1915.,38.
226,227,"4b14/bn4b14_branch2b","4b14/res4b14_branch2b_relu",363.,439.,76.
227,228,"4b14/res4b14_branch2b_relu","4b14/res4b14_branch2c",329.,1015.,686.
228,229,"4b14/res4b14_branch2c","4b14/bn4b14_branch2c",967.,1134.,167.
229,230,"4b14/bn4b14_branch2c","4b14/res4b14",855.,-999,-999
230,231,"4b14/res4b14","4b14/res4b14_relu",917.,1025.,108.
231,232,"4b14/res4b14_relu","4b15/res4b15_branch2a",765.,832.,67.
232,233,"4b15/res4b15_branch2a","4b15/bn4b15_branch2a",756.,803.,47.
233,234,"4b15/bn4b15_branch2a","4b15/res4b15_branch2a_relu",369.,435.,66.
234,235,"4b15/res4b15_branch2a_relu","4b15/res4b15_branch2b",333.,1896.,1563.
235,236,"4b15/res4b15_branch2b","4b15/bn4b15_branch2b",1339.,1354.,15.
236,237,"4b15/bn4b15_branch2b","4b15/res4b15_branch2b_relu",368.,438.,70.
237,238,"4b15/res4b15_branch2b_relu","4b15/res4b15_branch2c",334.,1019.,685.
238,239,"4b15/res4b15_branch2c","4b15/bn4b15_branch2c",882.,964.,82.
239,240,"4b15/bn4b15_branch2c","4b15/res4b15",817.,-999,-999
240,241,"4b15/res4b15","4b15/res4b15_relu",965.,1076.,111.
241,242,"4b15/res4b15_relu","4b16/res4b16_branch2a",800.,707.,-93.
242,243,"4b16/res4b16_branch2a","4b16/bn4b16_branch2a",647.,668.,21.
243,244,"4b16/bn4b16_branch2a","4b16/res4b16_branch2a_relu",361.,395.,34.
244,245,"4b16/res4b16_branch2a_relu","4b16/res4b16_branch2b",344.,1183.,839.
245,246,"4b16/res4b16_branch2b","4b16/bn4b16_branch2b",1169.,1191.,22.
246,247,"4b16/bn4b16_branch2b","4b16/res4b16_branch2b_relu",363.,393.,30.
247,248,"4b16/res4b16_branch2b_relu","4b16/res4b16_branch2c",341.,910.,569.
248,249,"4b16/res4b16_branch2c","4b16/bn4b16_branch2c",878.,973.,95.
249,250,"4b16/bn4b16_branch2c","4b16/res4b16",822.,-999,-999
250,251,"4b16/res4b16","4b16/res4b16_relu",912.,1026.,114.
251,252,"4b16/res4b16_relu","4b17/res4b17_branch2a",768.,700.,-68.
252,253,"4b17/res4b17_branch2a","4b17/bn4b17_branch2a",647.,669.,22.
253,254,"4b17/bn4b17_branch2a","4b17/res4b17_branch2a_relu",364.,394.,30.
254,255,"4b17/res4b17_branch2a_relu","4b17/res4b17_branch2b",345.,1186.,841.
255,256,"4b17/res4b17_branch2b","4b17/bn4b17_branch2b",1173.,1200.,27.
256,257,"4b17/bn4b17_branch2b","4b17/res4b17_branch2b_relu",367.,400.,33.
257,258,"4b17/res4b17_branch2b_relu","4b17/res4b17_branch2c",344.,899.,555.
258,259,"4b17/res4b17_branch2c","4b17/bn4b17_branch2c",876.,974.,98.
259,260,"4b17/bn4b17_branch2c","4b17/res4b17",817.,-999,-999
260,261,"4b17/res4b17","4b17/res4b17_relu",973.,1084.,111.
261,262,"4b17/res4b17_relu","4b18/res4b18_branch2a",805.,713.,-92.
262,263,"4b18/res4b18_branch2a","4b18/bn4b18_branch2a",647.,674.,27.
263,264,"4b18/bn4b18_branch2a","4b18/res4b18_branch2a_relu",366.,404.,38.
264,265,"4b18/res4b18_branch2a_relu","4b18/res4b18_branch2b",326.,1174.,848.
265,266,"4b18/res4b18_branch2b","4b18/bn4b18_branch2b",1173.,1189.,16.
266,267,"4b18/bn4b18_branch2b","4b18/res4b18_branch2b_relu",357.,391.,34.
267,268,"4b18/res4b18_branch2b_relu","4b18/res4b18_branch2c",339.,892.,553.
268,269,"4b18/res4b18_branch2c","4b18/bn4b18_branch2c",870.,965.,95.
269,270,"4b18/bn4b18_branch2c","4b18/res4b18",814.,-999,-999
270,271,"4b18/res4b18","4b18/res4b18_relu",955.,1068.,113.
271,272,"4b18/res4b18_relu","4b19/res4b19_branch2a",794.,700.,-94.
272,273,"4b19/res4b19_branch2a","4b19/bn4b19_branch2a",641.,794.,153.
273,274,"4b19/bn4b19_branch2a","4b19/res4b19_branch2a_relu",363.,433.,70.
274,275,"4b19/res4b19_branch2a_relu","4b19/res4b19_branch2b",327.,1181.,854.
275,276,"4b19/res4b19_branch2b","4b19/bn4b19_branch2b",1166.,1184.,18.
276,277,"4b19/bn4b19_branch2b","4b19/res4b19_branch2b_relu",361.,391.,30.
277,278,"4b19/res4b19_branch2b_relu","4b19/res4b19_branch2c",330.,892.,562.
278,279,"4b19/res4b19_branch2c","4b19/bn4b19_branch2c",874.,962.,88.
279,280,"4b19/bn4b19_branch2c","4b19/res4b19",846.,-999,-999
280,281,"4b19/res4b19","4b19/res4b19_relu",908.,1012.,104.
281,282,"4b19/res4b19_relu","4b20/res4b20_branch2a",752.,690.,-62.
282,283,"4b20/res4b20_branch2a","4b20/bn4b20_branch2a",639.,662.,23.
283,284,"4b20/bn4b20_branch2a","4b20/res4b20_branch2a_relu",357.,390.,33.
284,285,"4b20/res4b20_branch2a_relu","4b20/res4b20_branch2b",343.,1178.,835.
285,286,"4b20/res4b20_branch2b","4b20/bn4b20_branch2b",1168.,1184.,16.
286,287,"4b20/bn4b20_branch2b","4b20/res4b20_branch2b_relu",361.,389.,28.
287,288,"4b20/res4b20_branch2b_relu","4b20/res4b20_branch2c",348.,903.,555.
288,289,"4b20/res4b20_branch2c","4b20/bn4b20_branch2c",868.,965.,97.
289,290,"4b20/bn4b20_branch2c","4b20/res4b20",812.,-999,-999
290,291,"4b20/res4b20","4b20/res4b20_relu",956.,1055.,99.
291,292,"4b20/res4b20_relu","4b21/res4b21_branch2a",793.,699.,-94.
292,293,"4b21/res4b21_branch2a","4b21/bn4b21_branch2a",637.,661.,24.
293,294,"4b21/bn4b21_branch2a","4b21/res4b21_branch2a_relu",357.,391.,34.
294,295,"4b21/res4b21_branch2a_relu","4b21/res4b21_branch2b",348.,1182.,834.
295,296,"4b21/res4b21_branch2b","4b21/bn4b21_branch2b",1161.,1189.,28.
296,297,"4b21/bn4b21_branch2b","4b21/res4b21_branch2b_relu",360.,391.,31.
297,298,"4b21/res4b21_branch2b_relu","4b21/res4b21_branch2c",345.,901.,556.
298,299,"4b21/res4b21_branch2c","4b21/bn4b21_branch2c",876.,1109.,233.
299,300,"4b21/bn4b21_branch2c","4b21/res4b21",847.,-999,-999
300,301,"4b21/res4b21","4b21/res4b21_relu",908.,1017.,109.
301,302,"4b21/res4b21_relu","4b22/res4b22_branch2a",749.,701.,-48.
302,303,"4b22/res4b22_branch2a","4b22/bn4b22_branch2a",643.,662.,19.
303,304,"4b22/bn4b22_branch2a","4b22/res4b22_branch2a_relu",358.,393.,35.
304,305,"4b22/res4b22_branch2a_relu","4b22/res4b22_branch2b",342.,1179.,837.
305,306,"4b22/res4b22_branch2b","4b22/bn4b22_branch2b",1163.,1185.,22.
306,307,"4b22/bn4b22_branch2b","4b22/res4b22_branch2b_relu",356.,390.,34.
307,308,"4b22/res4b22_branch2b_relu","4b22/res4b22_branch2c",339.,893.,554.
308,309,"4b22/res4b22_branch2c","4b22/bn4b22_branch2c",869.,965.,96.
309,310,"4b22/bn4b22_branch2c","4b22/res4b22",811.,-999,-999
310,311,"4b22/res4b22","4b22/res4b22_relu",949.,1065.,116.
311,312,"4b22/res4b22_relu","5a/res5a_branch1",793.,1272.,479.
312,313,"5a/res5a_branch1","5a/bn5a_branch1",1170.,1255.,85.
313,314,"5a/bn5a_branch1","5a/res5a_branch2a",533.,-999,-999
314,315,"5a/res5a_branch2a","5a/bn5a_branch2a",581.,600.,19.
315,316,"5a/bn5a_branch2a","5a/res5a_branch2a_relu",277.,295.,18.
316,317,"5a/res5a_branch2a_relu","5a/res5a_branch2b",261.,1096.,835.
317,318,"5a/res5a_branch2b","5a/bn5a_branch2b",1087.,1104.,17.
318,319,"5a/bn5a_branch2b","5a/res5a_branch2b_relu",287.,320.,33.
319,320,"5a/res5a_branch2b_relu","5a/res5a_branch2c",265.,953.,688.
320,321,"5a/res5a_branch2c","5a/bn5a_branch2c",916.,1069.,153.
321,322,"5a/bn5a_branch2c","5a/res5a",583.,-999,-999
322,323,"5a/res5a","5a/res5a_relu",568.,623.,55.
323,324,"5a/res5a_relu","5b/res5b_branch2a",480.,776.,296.
324,325,"5b/res5b_branch2a","5b/bn5b_branch2a",816.,857.,41.
325,326,"5b/bn5b_branch2a","5b/res5b_branch2a_relu",282.,319.,37.
326,327,"5b/res5b_branch2a_relu","5b/res5b_branch2b",262.,1281.,1019.
327,328,"5b/res5b_branch2b","5b/bn5b_branch2b",1260.,1099.,-161.
328,329,"5b/bn5b_branch2b","5b/res5b_branch2b_relu",280.,297.,17.
329,330,"5b/res5b_branch2b_relu","5b/res5b_branch2c",258.,708.,450.
330,331,"5b/res5b_branch2c","5b/bn5b_branch2c",701.,768.,67.
331,332,"5b/bn5b_branch2c","5b/res5b",534.,-999,-999
