"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
100,101,"3b6/res3b6_branch2a","3b6/bn3b6_branch2a",1001.,1109.,108.
101,102,"3b6/bn3b6_branch2a","3b6/res3b6_branch2a_relu",541.,679.,138.
102,103,"3b6/res3b6_branch2a_relu","3b6/res3b6_branch2b",527.,1736.,1209.
103,104,"3b6/res3b6_branch2b","3b6/bn3b6_branch2b",1706.,1747.,41.
104,105,"3b6/bn3b6_branch2b","3b6/res3b6_branch2b_relu",528.,589.,61.
105,106,"3b6/res3b6_branch2b_relu","3b6/res3b6_branch2c",521.,1364.,843.
106,107,"3b6/res3b6_branch2c","3b6/bn3b6_branch2c",1329.,1488.,159.
107,108,"3b6/bn3b6_branch2c","3b6/res3b6",1425.,-999,-999
108,109,"3b6/res3b6","3b6/res3b6_relu",1788.,2019.,231.
109,110,"3b6/res3b6_relu","3b7/res3b7_branch2a",1415.,1076.,-339.
110,111,"3b7/res3b7_branch2a","3b7/bn3b7_branch2a",1011.,1112.,101.
111,112,"3b7/bn3b7_branch2a","3b7/res3b7_branch2a_relu",519.,619.,100.
112,113,"3b7/res3b7_branch2a_relu","3b7/res3b7_branch2b",504.,2408.,1904.
113,114,"3b7/res3b7_branch2b","3b7/bn3b7_branch2b",1700.,1735.,35.
114,115,"3b7/bn3b7_branch2b","3b7/res3b7_branch2b_relu",527.,587.,60.
115,116,"3b7/res3b7_branch2b_relu","3b7/res3b7_branch2c",517.,1350.,833.
116,117,"3b7/res3b7_branch2c","3b7/bn3b7_branch2c",1319.,1487.,168.
117,118,"3b7/bn3b7_branch2c","3b7/res3b7",1427.,-999,-999
118,119,"3b7/res3b7","3b7/res3b7_relu",1822.,2018.,196.
119,120,"3b7/res3b7_relu","4a/res4a_branch1",1408.,1487.,79.
120,121,"4a/res4a_branch1","4a/bn4a_branch1",1346.,1439.,93.
121,122,"4a/bn4a_branch1","4a/res4a_branch2a",829.,-999,-999
122,123,"4a/res4a_branch2a","4a/bn4a_branch2a",799.,817.,18.
123,124,"4a/bn4a_branch2a","4a/res4a_branch2a_relu",370.,400.,30.
124,125,"4a/res4a_branch2a_relu","4a/res4a_branch2b",342.,1235.,893.
125,126,"4a/res4a_branch2b","4a/bn4a_branch2b",1335.,1210.,-125.
126,127,"4a/bn4a_branch2b","4a/res4a_branch2b_relu",364.,440.,76.
127,128,"4a/res4a_branch2b_relu","4a/res4a_branch2c",361.,1039.,678.
128,129,"4a/res4a_branch2c","4a/bn4a_branch2c",982.,1145.,163.
129,130,"4a/bn4a_branch2c","4a/res4a",874.,-999,-999
130,131,"4a/res4a","4a/res4a_relu",989.,1022.,33.
131,132,"4a/res4a_relu","4b1/res4b1_branch2a",778.,704.,-74.
132,133,"4b1/res4b1_branch2a","4b1/bn4b1_branch2a",639.,664.,25.
133,134,"4b1/bn4b1_branch2a","4b1/res4b1_branch2a_relu",359.,390.,31.
134,135,"4b1/res4b1_branch2a_relu","4b1/res4b1_branch2b",342.,1187.,845.
135,136,"4b1/res4b1_branch2b","4b1/bn4b1_branch2b",1171.,1202.,31.
136,137,"4b1/bn4b1_branch2b","4b1/res4b1_branch2b_relu",355.,389.,34.
137,138,"4b1/res4b1_branch2b_relu","4b1/res4b1_branch2c",340.,893.,553.
138,139,"4b1/res4b1_branch2c","4b1/bn4b1_branch2c",872.,962.,90.
139,140,"4b1/bn4b1_branch2c","4b1/res4b1",824.,-999,-999
140,141,"4b1/res4b1","4b1/res4b1_relu",974.,1079.,105.
141,142,"4b1/res4b1_relu","4b2/res4b2_branch2a",804.,711.,-93.
142,143,"4b2/res4b2_branch2a","4b2/bn4b2_branch2a",639.,672.,33.
143,144,"4b2/bn4b2_branch2a","4b2/res4b2_branch2a_relu",361.,393.,32.
144,145,"4b2/res4b2_branch2a_relu","4b2/res4b2_branch2b",351.,1188.,837.
145,146,"4b2/res4b2_branch2b","4b2/bn4b2_branch2b",1172.,1196.,24.
146,147,"4b2/bn4b2_branch2b","4b2/res4b2_branch2b_relu",363.,433.,70.
147,148,"4b2/res4b2_branch2b_relu","4b2/res4b2_branch2c",350.,1007.,657.
148,149,"4b2/res4b2_branch2c","4b2/bn4b2_branch2c",872.,965.,93.
149,150,"4b2/bn4b2_branch2c","4b2/res4b2",831.,-999,-999
150,151,"4b2/res4b2","4b2/res4b2_relu",960.,1068.,108.
151,152,"4b2/res4b2_relu","4b3/res4b3_branch2a",809.,712.,-97.
152,153,"4b3/res4b3_branch2a","4b3/bn4b3_branch2a",643.,676.,33.
153,154,"4b3/bn4b3_branch2a","4b3/res4b3_branch2a_relu",350.,429.,79.
154,155,"4b3/res4b3_branch2a_relu","4b3/res4b3_branch2b",348.,1352.,1004.
155,156,"4b3/res4b3_branch2b","4b3/bn4b3_branch2b",1330.,1911.,581.
156,157,"4b3/bn4b3_branch2b","4b3/res4b3_branch2b_relu",362.,433.,71.
157,158,"4b3/res4b3_branch2b_relu","4b3/res4b3_branch2c",348.,1021.,673.
158,159,"4b3/res4b3_branch2c","4b3/bn4b3_branch2c",967.,959.,-8.
159,160,"4b3/bn4b3_branch2c","4b3/res4b3",822.,-999,-999
160,161,"4b3/res4b3","4b3/res4b3_relu",1011.,1040.,29.
161,162,"4b3/res4b3_relu","4b4/res4b4_branch2a",776.,864.,88.
162,163,"4b4/res4b4_branch2a","4b4/bn4b4_branch2a",754.,808.,54.
163,164,"4b4/bn4b4_branch2a","4b4/res4b4_branch2a_relu",360.,432.,72.
164,165,"4b4/res4b4_branch2a_relu","4b4/res4b4_branch2b",351.,1349.,998.
165,166,"4b4/res4b4_branch2b","4b4/bn4b4_branch2b",1315.,1743.,428.
166,167,"4b4/bn4b4_branch2b","4b4/res4b4_branch2b_relu",354.,405.,51.
167,168,"4b4/res4b4_branch2b_relu","4b4/res4b4_branch2c",340.,999.,659.
168,169,"4b4/res4b4_branch2c","4b4/bn4b4_branch2c",980.,1283.,303.
169,170,"4b4/bn4b4_branch2c","4b4/res4b4",857.,-999,-999
170,171,"4b4/res4b4","4b4/res4b4_relu",1005.,1031.,26.
171,172,"4b4/res4b4_relu","4b5/res4b5_branch2a",770.,865.,95.
172,173,"4b5/res4b5_branch2a","4b5/bn4b5_branch2a",754.,892.,138.
173,174,"4b5/bn4b5_branch2a","4b5/res4b5_branch2a_relu",502.,429.,-73.
174,175,"4b5/res4b5_branch2a_relu","4b5/res4b5_branch2b",351.,1894.,1543.
175,176,"4b5/res4b5_branch2b","4b5/bn4b5_branch2b",1334.,1359.,25.
176,177,"4b5/bn4b5_branch2b","4b5/res4b5_branch2b_relu",365.,437.,72.
177,178,"4b5/res4b5_branch2b_relu","4b5/res4b5_branch2c",349.,1010.,661.
178,179,"4b5/res4b5_branch2c","4b5/bn4b5_branch2c",963.,1134.,171.
179,180,"4b5/bn4b5_branch2c","4b5/res4b5",877.,-999,-999
180,181,"4b5/res4b5","4b5/res4b5_relu",954.,1039.,85.
181,182,"4b5/res4b5_relu","4b6/res4b6_branch2a",765.,866.,101.
182,183,"4b6/res4b6_branch2a","4b6/bn4b6_branch2a",759.,803.,44.
183,184,"4b6/bn4b6_branch2a","4b6/res4b6_branch2a_relu",364.,438.,74.
184,185,"4b6/res4b6_branch2a_relu","4b6/res4b6_branch2b",356.,1346.,990.
185,186,"4b6/res4b6_branch2b","4b6/bn4b6_branch2b",1337.,1346.,9.
186,187,"4b6/bn4b6_branch2b","4b6/res4b6_branch2b_relu",362.,437.,75.
187,188,"4b6/res4b6_branch2b_relu","4b6/res4b6_branch2c",354.,1013.,659.
188,189,"4b6/res4b6_branch2c","4b6/bn4b6_branch2c",969.,1137.,168.
189,190,"4b6/bn4b6_branch2c","4b6/res4b6",866.,-999,-999
190,191,"4b6/res4b6","4b6/res4b6_relu",1005.,1030.,25.
191,192,"4b6/res4b6_relu","4b7/res4b7_branch2a",767.,871.,104.
192,193,"4b7/res4b7_branch2a","4b7/bn4b7_branch2a",769.,784.,15.
193,194,"4b7/bn4b7_branch2a","4b7/res4b7_branch2a_relu",351.,402.,51.
194,195,"4b7/res4b7_branch2a_relu","4b7/res4b7_branch2b",340.,1345.,1005.
195,196,"4b7/res4b7_branch2b","4b7/bn4b7_branch2b",1325.,1356.,31.
196,197,"4b7/bn4b7_branch2b","4b7/res4b7_branch2b_relu",363.,434.,71.
197,198,"4b7/res4b7_branch2b_relu","4b7/res4b7_branch2c",355.,1006.,651.
198,199,"4b7/res4b7_branch2c","4b7/bn4b7_branch2c",969.,1129.,160.
199,200,"4b7/bn4b7_branch2c","4b7/res4b7",854.,-999,-999
200,201,"4b7/res4b7","4b7/res4b7_relu",921.,1036.,115.
201,202,"4b7/res4b7_relu","4b8/res4b8_branch2a",776.,870.,94.
202,203,"4b8/res4b8_branch2a","4b8/bn4b8_branch2a",754.,802.,48.
203,204,"4b8/bn4b8_branch2a","4b8/res4b8_branch2a_relu",352.,392.,40.
204,205,"4b8/res4b8_branch2a_relu","4b8/res4b8_branch2b",336.,1194.,858.
205,206,"4b8/res4b8_branch2b","4b8/bn4b8_branch2b",1177.,1194.,17.
206,207,"4b8/bn4b8_branch2b","4b8/res4b8_branch2b_relu",360.,397.,37.
207,208,"4b8/res4b8_branch2b_relu","4b8/res4b8_branch2c",350.,897.,547.
208,209,"4b8/res4b8_branch2c","4b8/bn4b8_branch2c",868.,968.,100.
209,210,"4b8/bn4b8_branch2c","4b8/res4b8",825.,-999,-999
210,211,"4b8/res4b8","4b8/res4b8_relu",977.,1085.,108.
211,212,"4b8/res4b8_relu","4b9/res4b9_branch2a",807.,706.,-101.
212,213,"4b9/res4b9_branch2a","4b9/bn4b9_branch2a",647.,671.,24.
213,214,"4b9/bn4b9_branch2a","4b9/res4b9_branch2a_relu",358.,391.,33.
214,215,"4b9/res4b9_branch2a_relu","4b9/res4b9_branch2b",349.,1190.,841.
215,216,"4b9/res4b9_branch2b","4b9/bn4b9_branch2b",1178.,1196.,18.
216,217,"4b9/bn4b9_branch2b","4b9/res4b9_branch2b_relu",361.,398.,37.
217,218,"4b9/res4b9_branch2b_relu","4b9/res4b9_branch2c",352.,903.,551.
218,219,"4b9/res4b9_branch2c","4b9/bn4b9_branch2c",880.,973.,93.
219,220,"4b9/bn4b9_branch2c","4b9/res4b9",827.,-999,-999
220,221,"4b9/res4b9","4b9/res4b9_relu",977.,1086.,109.
221,222,"4b9/res4b9_relu","4b10/res4b10_branch2a",784.,877.,93.
222,223,"4b10/res4b10_branch2a","4b10/bn4b10_branch2a",758.,793.,35.
223,224,"4b10/bn4b10_branch2a","4b10/res4b10_branch2a_relu",371.,441.,70.
224,225,"4b10/res4b10_branch2a_relu","4b10/res4b10_branch2b",357.,1201.,844.
225,226,"4b10/res4b10_branch2b","4b10/bn4b10_branch2b",1182.,1206.,24.
226,227,"4b10/bn4b10_branch2b","4b10/res4b10_branch2b_relu",366.,400.,34.
227,228,"4b10/res4b10_branch2b_relu","4b10/res4b10_branch2c",356.,918.,562.
228,229,"4b10/res4b10_branch2c","4b10/bn4b10_branch2c",889.,971.,82.
229,230,"4b10/bn4b10_branch2c","4b10/res4b10",832.,-999,-999
230,231,"4b10/res4b10","4b10/res4b10_relu",989.,1095.,106.
231,232,"4b10/res4b10_relu","4b11/res4b11_branch2a",817.,719.,-98.
232,233,"4b11/res4b11_branch2a","4b11/bn4b11_branch2a",662.,686.,24.
233,234,"4b11/bn4b11_branch2a","4b11/res4b11_branch2a_relu",362.,396.,34.
234,235,"4b11/res4b11_branch2a_relu","4b11/res4b11_branch2b",348.,1203.,855.
235,236,"4b11/res4b11_branch2b","4b11/bn4b11_branch2b",1184.,1206.,22.
236,237,"4b11/bn4b11_branch2b","4b11/res4b11_branch2b_relu",363.,395.,32.
237,238,"4b11/res4b11_branch2b_relu","4b11/res4b11_branch2c",351.,917.,566.
238,239,"4b11/res4b11_branch2c","4b11/bn4b11_branch2c",889.,977.,88.
239,240,"4b11/bn4b11_branch2c","4b11/res4b11",831.,-999,-999
240,241,"4b11/res4b11","4b11/res4b11_relu",990.,1112.,122.
241,242,"4b11/res4b11_relu","4b12/res4b12_branch2a",818.,717.,-101.
242,243,"4b12/res4b12_branch2a","4b12/bn4b12_branch2a",659.,680.,21.
243,244,"4b12/bn4b12_branch2a","4b12/res4b12_branch2a_relu",362.,396.,34.
244,245,"4b12/res4b12_branch2a_relu","4b12/res4b12_branch2b",354.,1200.,846.
245,246,"4b12/res4b12_branch2b","4b12/bn4b12_branch2b",1179.,1204.,25.
246,247,"4b12/bn4b12_branch2b","4b12/res4b12_branch2b_relu",362.,398.,36.
247,248,"4b12/res4b12_branch2b_relu","4b12/res4b12_branch2c",351.,914.,563.
248,249,"4b12/res4b12_branch2c","4b12/bn4b12_branch2c",885.,978.,93.
249,250,"4b12/bn4b12_branch2c","4b12/res4b12",833.,-999,-999
250,251,"4b12/res4b12","4b12/res4b12_relu",985.,1105.,120.
251,252,"4b12/res4b12_relu","4b13/res4b13_branch2a",824.,727.,-97.
252,253,"4b13/res4b13_branch2a","4b13/bn4b13_branch2a",661.,686.,25.
253,254,"4b13/bn4b13_branch2a","4b13/res4b13_branch2a_relu",365.,397.,32.
254,255,"4b13/res4b13_branch2a_relu","4b13/res4b13_branch2b",352.,1202.,850.
255,256,"4b13/res4b13_branch2b","4b13/bn4b13_branch2b",1183.,1204.,21.
256,257,"4b13/bn4b13_branch2b","4b13/res4b13_branch2b_relu",362.,396.,34.
257,258,"4b13/res4b13_branch2b_relu","4b13/res4b13_branch2c",347.,916.,569.
258,259,"4b13/res4b13_branch2c","4b13/bn4b13_branch2c",884.,976.,92.
259,260,"4b13/bn4b13_branch2c","4b13/res4b13",833.,-999,-999
260,261,"4b13/res4b13","4b13/res4b13_relu",980.,1099.,119.
261,262,"4b13/res4b13_relu","4b14/res4b14_branch2a",820.,727.,-93.
262,263,"4b14/res4b14_branch2a","4b14/bn4b14_branch2a",659.,686.,27.
263,264,"4b14/bn4b14_branch2a","4b14/res4b14_branch2a_relu",364.,397.,33.
264,265,"4b14/res4b14_branch2a_relu","4b14/res4b14_branch2b",353.,1198.,845.
265,266,"4b14/res4b14_branch2b","4b14/bn4b14_branch2b",1172.,1206.,34.
266,267,"4b14/bn4b14_branch2b","4b14/res4b14_branch2b_relu",365.,398.,33.
267,268,"4b14/res4b14_branch2b_relu","4b14/res4b14_branch2c",355.,903.,548.
268,269,"4b14/res4b14_branch2c","4b14/bn4b14_branch2c",880.,979.,99.
269,270,"4b14/bn4b14_branch2c","4b14/res4b14",830.,-999,-999
270,271,"4b14/res4b14","4b14/res4b14_relu",983.,1108.,125.
271,272,"4b14/res4b14_relu","4b15/res4b15_branch2a",818.,722.,-96.
272,273,"4b15/res4b15_branch2a","4b15/bn4b15_branch2a",665.,690.,25.
273,274,"4b15/bn4b15_branch2a","4b15/res4b15_branch2a_relu",365.,399.,34.
274,275,"4b15/res4b15_branch2a_relu","4b15/res4b15_branch2b",356.,1195.,839.
275,276,"4b15/res4b15_branch2b","4b15/bn4b15_branch2b",1178.,1197.,19.
276,277,"4b15/bn4b15_branch2b","4b15/res4b15_branch2b_relu",367.,433.,66.
277,278,"4b15/res4b15_branch2b_relu","4b15/res4b15_branch2c",351.,1027.,676.
278,279,"4b15/res4b15_branch2c","4b15/bn4b15_branch2c",881.,981.,100.
279,280,"4b15/bn4b15_branch2c","4b15/res4b15",838.,-999,-999
280,281,"4b15/res4b15","4b15/res4b15_relu",996.,1099.,103.
281,282,"4b15/res4b15_relu","4b16/res4b16_branch2a",782.,709.,-73.
282,283,"4b16/res4b16_branch2a","4b16/bn4b16_branch2a",645.,669.,24.
283,284,"4b16/bn4b16_branch2a","4b16/res4b16_branch2a_relu",361.,393.,32.
284,285,"4b16/res4b16_branch2a_relu","4b16/res4b16_branch2b",351.,1183.,832.
285,286,"4b16/res4b16_branch2b","4b16/bn4b16_branch2b",1173.,1197.,24.
286,287,"4b16/bn4b16_branch2b","4b16/res4b16_branch2b_relu",359.,391.,32.
287,288,"4b16/res4b16_branch2b_relu","4b16/res4b16_branch2c",348.,895.,547.
288,289,"4b16/res4b16_branch2c","4b16/bn4b16_branch2c",871.,965.,94.
289,290,"4b16/bn4b16_branch2c","4b16/res4b16",825.,-999,-999
290,291,"4b16/res4b16","4b16/res4b16_relu",974.,1083.,109.
291,292,"4b16/res4b16_relu","4b17/res4b17_branch2a",807.,709.,-98.
292,293,"4b17/res4b17_branch2a","4b17/bn4b17_branch2a",642.,667.,25.
293,294,"4b17/bn4b17_branch2a","4b17/res4b17_branch2a_relu",358.,390.,32.
294,295,"4b17/res4b17_branch2a_relu","4b17/res4b17_branch2b",353.,1191.,838.
295,296,"4b17/res4b17_branch2b","4b17/bn4b17_branch2b",1175.,1196.,21.
296,297,"4b17/bn4b17_branch2b","4b17/res4b17_branch2b_relu",361.,387.,26.
297,298,"4b17/res4b17_branch2b_relu","4b17/res4b17_branch2c",348.,888.,540.
298,299,"4b17/res4b17_branch2c","4b17/bn4b17_branch2c",876.,962.,86.
299,300,"4b17/bn4b17_branch2c","4b17/res4b17",824.,-999,-999
300,301,"4b17/res4b17","4b17/res4b17_relu",979.,1025.,46.
301,302,"4b17/res4b17_relu","4b18/res4b18_branch2a",762.,859.,97.
302,303,"4b18/res4b18_branch2a","4b18/bn4b18_branch2a",752.,800.,48.
303,304,"4b18/bn4b18_branch2a","4b18/res4b18_branch2a_relu",364.,431.,67.
304,305,"4b18/res4b18_branch2a_relu","4b18/res4b18_branch2b",349.,1896.,1547.
305,306,"4b18/res4b18_branch2b","4b18/bn4b18_branch2b",1164.,1188.,24.
306,307,"4b18/bn4b18_branch2b","4b18/res4b18_branch2b_relu",361.,428.,67.
307,308,"4b18/res4b18_branch2b_relu","4b18/res4b18_branch2c",349.,1011.,662.
308,309,"4b18/res4b18_branch2c","4b18/bn4b18_branch2c",971.,1134.,163.
309,310,"4b18/bn4b18_branch2c","4b18/res4b18",861.,-999,-999
310,311,"4b18/res4b18","4b18/res4b18_relu",1015.,1027.,12.
311,312,"4b18/res4b18_relu","4b19/res4b19_branch2a",773.,834.,61.
312,313,"4b19/res4b19_branch2a","4b19/bn4b19_branch2a",636.,663.,27.
313,314,"4b19/bn4b19_branch2a","4b19/res4b19_branch2a_relu",358.,387.,29.
314,315,"4b19/res4b19_branch2a_relu","4b19/res4b19_branch2b",349.,1190.,841.
315,316,"4b19/res4b19_branch2b","4b19/bn4b19_branch2b",1170.,1195.,25.
316,317,"4b19/bn4b19_branch2b","4b19/res4b19_branch2b_relu",360.,385.,25.
317,318,"4b19/res4b19_branch2b_relu","4b19/res4b19_branch2c",349.,1002.,653.
318,319,"4b19/res4b19_branch2c","4b19/bn4b19_branch2c",878.,961.,83.
319,320,"4b19/bn4b19_branch2c","4b19/res4b19",822.,-999,-999
320,321,"4b19/res4b19","4b19/res4b19_relu",976.,1082.,106.
321,322,"4b19/res4b19_relu","4b20/res4b20_branch2a",810.,706.,-104.
322,323,"4b20/res4b20_branch2a","4b20/bn4b20_branch2a",636.,663.,27.
323,324,"4b20/bn4b20_branch2a","4b20/res4b20_branch2a_relu",358.,392.,34.
324,325,"4b20/res4b20_branch2a_relu","4b20/res4b20_branch2b",352.,1185.,833.
325,326,"4b20/res4b20_branch2b","4b20/bn4b20_branch2b",1169.,1197.,28.
326,327,"4b20/bn4b20_branch2b","4b20/res4b20_branch2b_relu",360.,393.,33.
327,328,"4b20/res4b20_branch2b_relu","4b20/res4b20_branch2c",376.,996.,620.
328,329,"4b20/res4b20_branch2c","4b20/bn4b20_branch2c",1178.,961.,-217.
