"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
59,60,"4b1/res4b1_branch2a","4b1/bn4b1_branch2b1",22829.,3032.,23427.,598.,20395.
60,61,"4b1/bn4b1_branch2b1","4b1/res4b1_branch2b1_relu",3041.,3000.,3555.,514.,555.
61,62,"4b1/res4b1_branch2b1_relu","4b1/res4b1_branch2b1",2984.,22828.,23428.,20444.,600.
62,63,"4b1/res4b1_branch2b1","4b1/_plus4b1",22880.,4054.,-999,-999,-999
63,64,"4b1/_plus4b1","4b2/bn4b2_branch2a",4069.,3028.,4648.,579.,1620.
64,65,"4b2/bn4b2_branch2a","4b2/res4b2_branch2a_relu",3023.,2972.,3525.,502.,553.
65,66,"4b2/res4b2_branch2a_relu","4b2/res4b2_branch2a",3027.,22857.,23422.,20395.,565.
66,67,"4b2/res4b2_branch2a","4b2/bn4b2_branch2b1",22826.,3030.,23409.,583.,20379.
67,68,"4b2/bn4b2_branch2b1","4b2/res4b2_branch2b1_relu",3045.,2971.,3505.,460.,534.
68,69,"4b2/res4b2_branch2b1_relu","4b2/res4b2_branch2b1",2995.,22870.,23461.,20466.,591.
69,70,"4b2/res4b2_branch2b1","4b2/_plus4b2",22854.,4058.,-999,-999,-999
70,71,"4b2/_plus4b2","4b3/bn4b3_branch2a",4051.,3028.,4654.,603.,1626.
71,72,"4b3/bn4b3_branch2a","4b3/res4b3_branch2a_relu",3046.,3030.,3502.,456.,472.
72,73,"4b3/res4b3_branch2a_relu","4b3/res4b3_branch2a",2998.,22827.,23417.,20419.,590.
73,74,"4b3/res4b3_branch2a","4b3/bn4b3_branch2b1",22855.,3057.,23383.,528.,20326.
74,75,"4b3/bn4b3_branch2b1","4b3/res4b3_branch2b1_relu",3028.,3007.,3535.,507.,528.
75,76,"4b3/res4b3_branch2b1_relu","4b3/res4b3_branch2b1",3012.,22809.,23429.,20417.,620.
76,77,"4b3/res4b3_branch2b1","4b3/_plus4b3",22850.,4072.,-999,-999,-999
77,78,"4b3/_plus4b3","4b4/bn4b4_branch2a",4051.,3032.,4658.,607.,1626.
78,79,"4b4/bn4b4_branch2a","4b4/res4b4_branch2a_relu",3035.,2978.,3558.,523.,580.
79,80,"4b4/res4b4_branch2a_relu","4b4/res4b4_branch2a",3004.,22875.,23436.,20432.,561.
80,81,"4b4/res4b4_branch2a","4b4/bn4b4_branch2b1",22869.,3019.,23417.,548.,20398.
81,82,"4b4/bn4b4_branch2b1","4b4/res4b4_branch2b1_relu",3028.,3009.,3526.,498.,517.
82,83,"4b4/res4b4_branch2b1_relu","4b4/res4b4_branch2b1",2988.,22865.,23458.,20470.,593.
83,84,"4b4/res4b4_branch2b1","4b4/_plus4b4",22874.,4053.,-999,-999,-999
84,85,"4b4/_plus4b4","4b5/bn4b5_branch2a",4071.,3023.,4640.,569.,1617.
85,86,"4b5/bn4b5_branch2a","4b5/res4b5_branch2a_relu",3047.,2994.,3525.,478.,531.
86,87,"4b5/res4b5_branch2a_relu","4b5/res4b5_branch2a",3031.,22855.,23400.,20369.,545.
87,88,"4b5/res4b5_branch2a","4b5/bn4b5_branch2b1",22838.,3060.,23430.,592.,20370.
88,89,"4b5/bn4b5_branch2b1","4b5/res4b5_branch2b1_relu",3028.,2937.,3522.,494.,585.
89,90,"4b5/res4b5_branch2b1_relu","4b5/res4b5_branch2b1",2931.,22830.,23433.,20502.,603.
90,91,"4b5/res4b5_branch2b1","4b5/_plus4b5",22870.,4029.,-999,-999,-999
91,92,"4b5/_plus4b5","pool4",4070.,2556.,3860.,-210.,1304.
92,93,"pool4","5a/bn5a_branch2a",2556.,768.,2641.,85.,1873.
93,94,"5a/bn5a_branch2a","5a/res5a_branch2a_relu",768.,755.,888.,120.,133.
94,95,"5a/res5a_branch2a_relu","5a/res5a_branch1",757.,2361.,2470.,1713.,109.
95,96,"5a/res5a_branch1","5a/res5a_branch2a",2353.,7276.,-999,-999,-999
96,97,"5a/res5a_branch2a","5a/bn5a_branch2b1",7272.,827.,7142.,-130.,6315.
97,98,"5a/bn5a_branch2b1","5a/res5a_branch2b1_relu",764.,751.,885.,121.,134.
98,99,"5a/res5a_branch2b1_relu","5a/res5a_branch2b1",753.,11824.,11915.,11162.,91.
99,100,"5a/res5a_branch2b1","5a/_plus5a",11813.,1781.,-999,-999,-999
100,101,"5a/_plus5a","5b1/bn5b1_branch2a",1670.,1360.,1833.,163.,473.
101,102,"5b1/bn5b1_branch2a","5b1/res5b1_branch2a_relu",1354.,1327.,1607.,253.,280.
102,103,"5b1/res5b1_branch2a_relu","5b1/res5b1_branch2a",1350.,14050.,14175.,12825.,125.
103,104,"5b1/res5b1_branch2a","5b1/bn5b1_branch2b1",14030.,803.,13896.,-134.,13093.
104,105,"5b1/bn5b1_branch2b1","5b1/res5b1_branch2b1_relu",813.,738.,934.,121.,196.
105,106,"5b1/res5b1_branch2b1_relu","5b1/res5b1_branch2b1",745.,12016.,12633.,11888.,617.
106,107,"5b1/res5b1_branch2b1","5b1/_plus5b1",12269.,1798.,-999,-999,-999
107,108,"5b1/_plus5b1","5b2/bn5b2_branch2a",1663.,1359.,1870.,207.,511.
108,109,"5b2/bn5b2_branch2a","5b2/res5b2_branch2a_relu",1348.,1328.,1600.,252.,272.
109,110,"5b2/res5b2_branch2a_relu","5b2/res5b2_branch2a",1337.,13757.,14074.,12737.,317.
110,111,"5b2/res5b2_branch2a","5b2/bn5b2_branch2b1",13745.,811.,13883.,138.,13072.
111,112,"5b2/bn5b2_branch2b1","5b2/res5b2_branch2b1_relu",813.,791.,934.,121.,143.
112,113,"5b2/res5b2_branch2b1_relu","5b2/res5b2_branch2b1",757.,11878.,12008.,11251.,130.
113,114,"5b2/res5b2_branch2b1","5b2/_plus5b2",11878.,1780.,-999,-999,-999
114,115,"5b2/_plus5b2","pool5",1764.,1376.,1807.,43.,431.
115,116,"pool5","6a/bn6a_branch2a",1381.,532.,1434.,53.,902.
116,117,"6a/bn6a_branch2a","6a/res6a_branch2a_relu",535.,490.,594.,59.,104.
117,118,"6a/res6a_branch2a_relu","6a/res6a_branch1",493.,1757.,1635.,1142.,-122.
118,119,"6a/res6a_branch1","6a/res6a_branch2a",1912.,743.,-999,-999,-999
119,120,"6a/res6a_branch2a","6a/bn6a_branch2b1",748.,375.,801.,53.,426.
120,121,"6a/bn6a_branch2b1","6a/res6a_branch2b1_relu",370.,333.,367.,-3.,34.
121,122,"6a/res6a_branch2b1_relu","6a/res6a_branch2b1",329.,3124.,2982.,2653.,-142.
122,123,"6a/res6a_branch2b1","6a/bn6a_branch2b2",3121.,540.,3215.,94.,2675.
123,124,"6a/bn6a_branch2b2","6a/res6a_branch2b2_relu",545.,480.,553.,8.,73.
124,125,"6a/res6a_branch2b2_relu","6a/res6a_branch2b2",480.,2315.,1947.,1467.,-368.
125,126,"6a/res6a_branch2b2","6a/_plus6a",2311.,949.,-999,-999,-999
126,127,"6a/_plus6a","7a/bn7a_branch2a",891.,784.,979.,88.,195.
127,128,"7a/bn7a_branch2a","7a/res7a_branch2a_relu",784.,758.,907.,123.,149.
128,129,"7a/res7a_branch2a_relu","7a/res7a_branch1",753.,5640.,6054.,5301.,414.
129,130,"7a/res7a_branch1","7a/res7a_branch2a",5614.,1658.,-999,-999,-999
130,131,"7a/res7a_branch2a","7a/bn7a_branch2b1",1657.,547.,1534.,-123.,987.
131,132,"7a/bn7a_branch2b1","7a/res7a_branch2b1_relu",546.,479.,554.,8.,75.
132,133,"7a/res7a_branch2b1_relu","7a/res7a_branch2b1",476.,10514.,10663.,10187.,149.
133,134,"7a/res7a_branch2b1","7a/bn7a_branch2b2",10398.,889.,10656.,258.,9767.
134,135,"7a/bn7a_branch2b2","7a/res7a_branch2b2_relu",785.,751.,904.,119.,153.
135,136,"7a/res7a_branch2b2_relu","7a/res7a_branch2b2",755.,5908.,5568.,4813.,-340.
136,137,"7a/res7a_branch2b2","7a/_plus7a",5911.,1742.,-999,-999,-999
137,138,"7a/_plus7a","bn7",1724.,1450.,2001.,277.,551.
138,139,"bn7","relu7",1487.,1376.,1691.,204.,315.
139,140,"relu7","pool7",1377.,7894.,8022.,6645.,128.
140,141,"pool7","linear1000",7889.,391.,8225.,336.,7834.
141,142,"linear1000","softmax",391.,179.,407.,16.,228.
