"start_index","end_index","start_name","end_name","own_time","path_time","diff_time"
30,31,"inception_3b/relu_3x3_reduce","inception_3b/3x3",488.,2792.,2304.
31,32,"inception_3b/3x3","inception_3b/relu_3x3",2010.,2359.,349.
32,33,"inception_3b/relu_3x3","inception_3b/5x5_reduce",662.,-999,-999
33,34,"inception_3b/5x5_reduce","inception_3b/relu_5x5_reduce",468.,486.,18.
34,35,"inception_3b/relu_5x5_reduce","inception_3b/5x5",265.,1152.,887.
35,36,"inception_3b/5x5","inception_3b/relu_5x5",1155.,1199.,44.
36,37,"inception_3b/relu_5x5","inception_3b/pool",442.,-999,-999
37,38,"inception_3b/pool","inception_3b/pool_proj",2217.,2106.,-111.
38,39,"inception_3b/pool_proj","inception_3b/relu_pool_proj",535.,570.,35.
39,40,"inception_3b/relu_pool_proj","inception_3b/output",334.,-999,-999
40,41,"inception_3b/output","pool3_3x3_s2_pad",1403.,1990.,587.
41,42,"pool3_3x3_s2_pad","pool3_3x3_s2",1667.,1793.,126.
42,43,"pool3_3x3_s2","inception_4a/1x1",1382.,1449.,67.
43,44,"inception_4a/1x1","inception_4a/relu_1x1",497.,523.,26.
44,45,"inception_4a/relu_1x1","inception_4a/3x3_reduce",302.,-999,-999
45,46,"inception_4a/3x3_reduce","inception_4a/relu_3x3_reduce",380.,409.,29.
46,47,"inception_4a/relu_3x3_reduce","inception_4a/3x3",245.,638.,393.
47,48,"inception_4a/3x3","inception_4a/relu_3x3",757.,650.,-107.
48,49,"inception_4a/relu_3x3","inception_4a/5x5_reduce",309.,-999,-999
49,50,"inception_4a/5x5_reduce","inception_4a/relu_5x5_reduce",299.,294.,-5.
50,51,"inception_4a/relu_5x5_reduce","inception_4a/5x5",177.,347.,170.
51,52,"inception_4a/5x5","inception_4a/relu_5x5",347.,357.,10.
52,53,"inception_4a/relu_5x5","inception_4a/pool",205.,-999,-999
53,54,"inception_4a/pool","inception_4a/pool_proj",1196.,1150.,-46.
54,55,"inception_4a/pool_proj","inception_4a/relu_pool_proj",352.,361.,9.
55,56,"inception_4a/relu_pool_proj","inception_4a/output",215.,-999,-999
56,57,"inception_4a/output","inception_4b/1x1",561.,574.,13.
57,58,"inception_4b/1x1","inception_4b/relu_1x1",466.,492.,26.
58,59,"inception_4b/relu_1x1","inception_4b/3x3_reduce",281.,-999,-999
59,60,"inception_4b/3x3_reduce","inception_4b/relu_3x3_reduce",430.,457.,27.
60,61,"inception_4b/relu_3x3_reduce","inception_4b/3x3",251.,1005.,754.
61,62,"inception_4b/3x3","inception_4b/relu_3x3",988.,1055.,67.
62,63,"inception_4b/relu_3x3","inception_4b/5x5_reduce",331.,-999,-999
63,64,"inception_4b/5x5_reduce","inception_4b/relu_5x5_reduce",293.,311.,18.
64,65,"inception_4b/relu_5x5_reduce","inception_4b/5x5",173.,464.,291.
65,66,"inception_4b/5x5","inception_4b/relu_5x5",461.,478.,17.
66,67,"inception_4b/relu_5x5","inception_4b/pool",203.,-999,-999
67,68,"inception_4b/pool","inception_4b/pool_proj",2043.,1217.,-826.
68,69,"inception_4b/pool_proj","inception_4b/relu_pool_proj",366.,378.,12.
69,70,"inception_4b/relu_pool_proj","inception_4b/output",218.,-999,-999
70,71,"inception_4b/output","inception_4c/1x1",551.,522.,-29.
71,72,"inception_4c/1x1","inception_4c/relu_1x1",439.,458.,19.
72,73,"inception_4c/relu_1x1","inception_4c/3x3_reduce",264.,-999,-999
73,74,"inception_4c/3x3_reduce","inception_4c/relu_3x3_reduce",441.,460.,19.
74,75,"inception_4c/relu_3x3_reduce","inception_4c/3x3",265.,780.,515.
75,76,"inception_4c/3x3","inception_4c/relu_3x3",772.,801.,29.
76,77,"inception_4c/relu_3x3","inception_4c/5x5_reduce",345.,-999,-999
77,78,"inception_4c/5x5_reduce","inception_4c/relu_5x5_reduce",303.,309.,6.
78,79,"inception_4c/relu_5x5_reduce","inception_4c/5x5",174.,415.,241.
79,80,"inception_4c/5x5","inception_4c/relu_5x5",421.,423.,2.
80,81,"inception_4c/relu_5x5","inception_4c/pool",216.,-999,-999
81,82,"inception_4c/pool","inception_4c/pool_proj",1254.,1214.,-40.
82,83,"inception_4c/pool_proj","inception_4c/relu_pool_proj",353.,369.,16.
83,84,"inception_4c/relu_pool_proj","inception_4c/output",208.,-999,-999
84,85,"inception_4c/output","inception_4d/1x1",555.,507.,-48.
85,86,"inception_4d/1x1","inception_4d/relu_1x1",419.,430.,11.
86,87,"inception_4d/relu_1x1","inception_4d/3x3_reduce",234.,-999,-999
87,88,"inception_4d/3x3_reduce","inception_4d/relu_3x3_reduce",467.,513.,46.
88,89,"inception_4d/relu_3x3_reduce","inception_4d/3x3",278.,908.,630.
89,90,"inception_4d/3x3","inception_4d/relu_3x3",869.,920.,51.
90,91,"inception_4d/relu_3x3","inception_4d/5x5_reduce",370.,-999,-999
91,92,"inception_4d/5x5_reduce","inception_4d/relu_5x5_reduce",335.,344.,9.
92,93,"inception_4d/relu_5x5_reduce","inception_4d/5x5",189.,476.,287.
93,94,"inception_4d/5x5","inception_4d/relu_5x5",555.,562.,7.
94,95,"inception_4d/relu_5x5","inception_4d/pool",320.,-999,-999
95,96,"inception_4d/pool","inception_4d/pool_proj",1254.,1220.,-34.
96,97,"inception_4d/pool_proj","inception_4d/relu_pool_proj",368.,383.,15.
97,98,"inception_4d/relu_pool_proj","inception_4d/output",203.,-999,-999
98,99,"inception_4d/output","inception_4e/1x1",587.,706.,119.
99,100,"inception_4e/1x1","inception_4e/relu_1x1",566.,649.,83.
100,101,"inception_4e/relu_1x1","inception_4e/3x3_reduce",344.,-999,-999
101,102,"inception_4e/3x3_reduce","inception_4e/relu_3x3_reduce",487.,545.,58.
102,103,"inception_4e/relu_3x3_reduce","inception_4e/3x3",289.,1008.,719.
103,104,"inception_4e/3x3","inception_4e/relu_3x3",992.,1038.,46.
104,105,"inception_4e/relu_3x3","inception_4e/5x5_reduce",384.,-999,-999
105,106,"inception_4e/5x5_reduce","inception_4e/relu_5x5_reduce",323.,336.,13.
106,107,"inception_4e/relu_5x5_reduce","inception_4e/5x5",190.,562.,372.
107,108,"inception_4e/5x5","inception_4e/relu_5x5",557.,576.,19.
108,109,"inception_4e/relu_5x5","inception_4e/pool",262.,-999,-999
109,110,"inception_4e/pool","inception_4e/pool_proj",1290.,1312.,22.
110,111,"inception_4e/pool_proj","inception_4e/relu_pool_proj",438.,463.,25.
111,112,"inception_4e/relu_pool_proj","inception_4e/output",261.,-999,-999
112,113,"inception_4e/output","pool4_3x3_s2_pad",757.,1019.,262.
113,114,"pool4_3x3_s2_pad","pool4_3x3_s2",908.,927.,19.
114,115,"pool4_3x3_s2","inception_5a/1x1",728.,811.,83.
115,116,"inception_5a/1x1","inception_5a/relu_1x1",339.,348.,9.
116,117,"inception_5a/relu_1x1","inception_5a/3x3_reduce",215.,-999,-999
117,118,"inception_5a/3x3_reduce","inception_5a/relu_3x3_reduce",297.,307.,10.
118,119,"inception_5a/relu_3x3_reduce","inception_5a/3x3",195.,449.,254.
119,120,"inception_5a/3x3","inception_5a/relu_3x3",451.,460.,9.
120,121,"inception_5a/relu_3x3","inception_5a/5x5_reduce",233.,-999,-999
121,122,"inception_5a/5x5_reduce","inception_5a/relu_5x5_reduce",256.,257.,1.
122,123,"inception_5a/relu_5x5_reduce","inception_5a/5x5",174.,308.,134.
123,124,"inception_5a/5x5","inception_5a/relu_5x5",307.,312.,5.
124,125,"inception_5a/relu_5x5","inception_5a/pool",189.,-999,-999
125,126,"inception_5a/pool","inception_5a/pool_proj",597.,592.,-5.
126,127,"inception_5a/pool_proj","inception_5a/relu_pool_proj",288.,298.,10.
127,128,"inception_5a/relu_pool_proj","inception_5a/output",189.,-999,-999
128,129,"inception_5a/output","inception_5b/1x1",384.,451.,67.
129,130,"inception_5b/1x1","inception_5b/relu_1x1",381.,403.,22.
130,131,"inception_5b/relu_1x1","inception_5b/3x3_reduce",255.,-999,-999
131,132,"inception_5b/3x3_reduce","inception_5b/relu_3x3_reduce",422.,309.,-113.
132,133,"inception_5b/relu_3x3_reduce","inception_5b/3x3",190.,621.,431.
133,134,"inception_5b/3x3","inception_5b/relu_3x3",613.,629.,16.
134,135,"inception_5b/relu_3x3","inception_5b/5x5_reduce",243.,-999,-999
135,136,"inception_5b/5x5_reduce","inception_5b/relu_5x5_reduce",234.,240.,6.
136,137,"inception_5b/relu_5x5_reduce","inception_5b/5x5",169.,353.,184.
137,138,"inception_5b/5x5","inception_5b/relu_5x5",349.,355.,6.
138,139,"inception_5b/relu_5x5","inception_5b/pool",179.,-999,-999
139,140,"inception_5b/pool","inception_5b/pool_proj",738.,734.,-4.
140,141,"inception_5b/pool_proj","inception_5b/relu_pool_proj",276.,291.,15.
141,142,"inception_5b/relu_pool_proj","inception_5b/output",179.,-999,-999
142,143,"inception_5b/output","pool5_7x7_s1",450.,430.,-20.
143,144,"pool5_7x7_s1","pool5_drop_7x7_s1",310.,255.,-55.
144,145,"pool5_drop_7x7_s1","flatten_0",160.,159.,-1.
145,146,"flatten_0","loss3_classifier",159.,194.,35.
146,147,"loss3_classifier","prob",183.,194.,11.
