82,"Pooling","Inception3/avg_pool_mixed_2_pool",4369.,3175200,0,0,0,0,288,35,35,288,35,35,"Mean",3,3,1,1,"","",4122.,4124.,0.
224,"Pooling","Inception8/avg_pool_mixed_7_pool",2804.,1997568,0,0,0,0,768,17,17,768,17,17,"Mean",3,3,1,1,"","",2622.,2621.,0.
128,"Pooling","Inception5/avg_pool_mixed_4_pool",2808.,1997568,0,0,0,0,768,17,17,768,17,17,"Mean",3,3,1,1,"","",2626.,2613.,0.
160,"Pooling","Inception6/avg_pool_mixed_5_pool",2819.,1997568,0,0,0,0,768,17,17,768,17,17,"Mean",3,3,1,1,"","",2618.,2615.,0.
192,"Pooling","Inception7/avg_pool_mixed_6_pool",2850.,1997568,0,0,0,0,768,17,17,768,17,17,"Mean",3,3,1,1,"","",2614.,2622.,0.
273,"Pooling","Inception10/avg_pool_mixed_9_pool",1142.,737280,0,0,0,0,1280,8,8,1280,8,8,"Mean",3,3,1,1,"","",1012.,1013.,0.
302,"Pooling","Inception11/max_pool_mixed_10_pool",1397.,0,0,1179648,0,0,2048,8,8,2048,8,8,"Max",3,3,1,1,"","",1580.,1578.,0.
10,"Pooling","pool",4432.,0,0,3069504,0,0,64,147,147,64,73,73,"Max",3,3,2,2,"","",16951.,4121.,0.
17,"Pooling","pool1",3001.,0,0,2116800,0,0,192,71,71,192,35,35,"Max",3,3,2,2,"","",12225.,3035.,0.
99,"Pooling","Inception4/max_pool_mixed_3_pool",1223.,0,0,749088,0,0,288,35,35,288,17,17,"Max",3,3,2,2,"","",4118.,1031.,0.
247,"Pooling","Inception9/max_pool_mixed_8_pool",820.,0,0,442368,0,0,768,17,17,768,8,8,"Max",3,3,2,2,"","",2626.,630.,0.
307,"Pooling","global_pool",416.,131072,0,0,0,0,2048,8,8,2048,1,1,"Mean",8,8,1,1,"","",1580.,92.,0.
3,"Pooling",3,290.,0,0,11520,0,0,20,24,24,20,12,12,"Max",2,2,2,2,"","",345.,178.,0.
6,"Pooling",6,274.,0,0,3200,0,0,50,8,8,50,4,4,"Max",2,2,2,2,"","",182.,135.,0.
150,"Pooling","pool6",351.,87808,0,0,0,0,1792,7,7,1792,1,1,"Mean",7,7,1,1,"","",1083.,92.,0.
5,"Pooling","pool1",2521.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9542.,2371.,0.
344,"Pooling","pool5",357.,100352,0,0,0,0,2048,7,7,2048,1,1,"Mean",7,7,1,1,"","",1228.,95.,0.
5,"Pooling","pooling0",2511.,0,0,1806336,0,0,64,112,112,64,56,56,"Max",3,3,2,2,"","",10099.,2625.,0.
5,"Pooling","pool1",2502.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9471.,2375.,0.
514,"Pooling","pool5",343.,100352,0,0,0,0,2048,7,7,2048,1,1,"Mean",7,7,1,1,"","",1230.,92.,0.
5,"Pooling","pool1",2503.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9529.,2423.,0.
174,"Pooling","pool5",379.,100352,0,0,0,0,2048,7,7,2048,1,1,"Mean",7,7,1,1,"","",1233.,93.,0.
3,"Pooling","pool1",2589.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9469.,2371.,0.
19,"Pooling","pool3",1389.,0,0,903168,0,0,128,57,57,128,28,28,"Max",3,3,2,2,"","",4833.,1227.,0.
35,"Pooling","pool5",819.,0,0,451584,0,0,256,29,29,256,14,14,"Max",3,3,2,2,"","",2541.,641.,0.
5,"Pooling","pool1",9292.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39595.,9615.,0.
10,"Pooling","pool2",4158.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19283.,4673.,0.
17,"Pooling","pool3",2000.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9296.,2378.,0.
31,"Pooling","pool5",563.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1231.,352.,0.
24,"Pooling","pool4",1048.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4674.,1232.,0.
5,"Pooling","pool1",9216.,0,0,3211264,0,0,64,224,224,64,112,112,"Max",2,2,2,2,"","",39587.,9308.,0.
10,"Pooling","pool2",4099.,0,0,1605632,0,0,128,112,112,128,56,56,"Max",2,2,2,2,"","",19328.,4674.,0.
19,"Pooling","pool3",1976.,0,0,802816,0,0,256,56,56,256,28,28,"Max",2,2,2,2,"","",9297.,2382.,0.
37,"Pooling","pool5",445.,0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1230.,354.,0.
28,"Pooling","pool4",1092.,0,0,401408,0,0,512,28,28,512,14,14,"Max",2,2,2,2,"","",4680.,1234.,0.
4,"Pooling",4,2514.,0,0,1806336,0,0,64,112,112,64,56,56,"Max",3,3,2,2,"","",9333.,2378.,0.
173,"Pooling",21,381.,100352,0,0,0,0,2048,7,7,2048,1,1,"Mean",7,7,1,1,"","",1263.,100.,0.
30,"Pooling","3a/avg_poolpool",1893.,1259712,0,0,0,0,192,27,27,192,27,27,"Mean",3,3,1,1,"","",1677.,1675.,0.
53,"Pooling","3b/avg_poolpool",2443.,1679616,0,0,0,0,256,27,27,256,27,27,"Mean",3,3,1,1,"","",2202.,2202.,0.
93,"Pooling","4a/avg_poolpool",1529.,1016064,0,0,0,0,576,14,14,576,14,14,"Mean",3,3,1,1,"","",1368.,1369.,0.
116,"Pooling","4b/avg_poolpool",1583.,1016064,0,0,0,0,576,14,14,576,14,14,"Mean",3,3,1,1,"","",1369.,1372.,0.
139,"Pooling","4c/avg_poolpool",1598.,1016064,0,0,0,0,576,14,14,576,14,14,"Mean",3,3,1,1,"","",1367.,1368.,0.
162,"Pooling","4d/avg_poolpool",1663.,1072512,0,0,0,0,608,14,14,608,14,14,"Mean",3,3,1,1,"","",1438.,1440.,0.
225,"Pooling","5b/max_poolpool",831.,0,0,451584,0,0,1024,7,7,1024,7,7,"Max",3,3,1,1,"","",642.,641.,0.
202,"Pooling","5a/avg_poolpool",861.,465696,0,0,0,0,1056,7,7,1056,7,7,"Mean",3,3,1,1,"","",659.,658.,0.
4,"Pooling","pool_1",2496.,0,0,1742400,0,0,64,112,112,64,55,55,"Max",3,3,2,2,"","",9305.,2284.,0.
11,"Pooling","pool_2",1887.,0,0,1259712,0,0,192,55,55,192,27,27,"Max",3,3,2,2,"","",6720.,1677.,0.
73,"Pooling","3c/max_poolpool",970.,0,0,564480,0,0,320,27,27,320,14,14,"Max",3,3,2,2,"","",2736.,787.,0.
182,"Pooling","4e/max_poolpool",796.,0,0,268128,0,0,608,14,14,608,7,7,"Max",3,3,2,2,"","",1438.,407.,0.
230,"Pooling","global_pool",313.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",642.,81.,0.
5,"Pooling","pool1",2506.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",9476.,2368.,0.
174,"Pooling","pool",261.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",639.,81.,0.
