"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
121,"Convolution","inception_5a/5x5_reduce",231.,0,0,0,0,1304576,832,7,7,32,7,7,"",1,1,1,1,1,1,5647.515151515152
135,"Convolution","inception_5b/5x5_reduce",236.,0,0,0,0,1956864,832,7,7,48,7,7,"",1,1,1,1,1,1,8291.796610169491
126,"Convolution","inception_5a/pool_proj",272.,0,0,0,0,5218304,832,7,7,128,7,7,"",1,1,1,1,1,1,19184.941176470587
140,"Convolution","inception_5b/pool_proj",275.,0,0,0,0,5218304,832,7,7,128,7,7,"",1,1,1,1,1,1,18975.65090909091
117,"Convolution","inception_5a/3x3_reduce",293.,0,0,0,0,6522880,832,7,7,160,7,7,"",1,1,1,1,1,1,22262.389078498294
131,"Convolution","inception_5b/3x3_reduce",307.,0,0,0,0,7827456,832,7,7,192,7,7,"",1,1,1,1,1,1,25496.599348534204
115,"Convolution","inception_5a/1x1",333.,0,0,0,0,10436608,832,7,7,256,7,7,"",1,1,1,1,1,1,31341.165165165166
129,"Convolution","inception_5b/1x1",416.,0,0,0,0,15654912,832,7,7,384,7,7,"",1,1,1,1,1,1,37632.
8,"Convolution","conv2_3x3",5159.,0,0,0,0,346816512,64,56,56,192,56,56,"",3,3,1,1,1,1,67225.53052917232
47,"Convolution","inception_4a/3x3",854.,0,0,0,0,35223552,96,14,14,208,14,14,"",3,3,1,1,1,1,41245.37704918033
17,"Convolution","inception_3a/3x3",1639.,0,0,0,0,86704128,96,28,28,128,28,28,"",3,3,1,1,1,1,52900.627211714454
61,"Convolution","inception_4b/3x3",998.,0,0,0,0,44255232,112,14,14,224,14,14,"",3,3,1,1,1,1,44343.91983967936
75,"Convolution","inception_4c/3x3",1003.,0,0,0,0,57802752,128,14,14,256,14,14,"",3,3,1,1,1,1,57629.86241276171
31,"Convolution","inception_3b/3x3",2312.,0,0,0,0,173408256,128,28,28,192,28,28,"",3,3,1,1,1,1,75003.57093425606
89,"Convolution","inception_4d/3x3",1320.,0,0,0,0,73156608,144,14,14,288,14,14,"",3,3,1,1,1,1,55421.67272727273
119,"Convolution","inception_5a/3x3",540.,0,0,0,0,22579200,160,7,7,320,7,7,"",3,3,1,1,1,1,41813.333333333336
103,"Convolution","inception_4e/3x3",1491.,0,0,0,0,90316800,160,14,14,320,14,14,"",3,3,1,1,1,1,60574.64788732394
133,"Convolution","inception_5b/3x3",663.,0,0,0,0,32514048,192,7,7,384,7,7,"",3,3,1,1,1,1,49040.7963800905
51,"Convolution","inception_4a/5x5",362.,0,0,0,0,3763200,16,14,14,48,14,14,"",5,5,1,1,1,1,10395.580110497238
21,"Convolution","inception_3a/5x5",751.,0,0,0,0,10035200,16,28,28,32,28,28,"",5,5,1,1,1,1,13362.450066577898
79,"Convolution","inception_4c/5x5",458.,0,0,0,0,7526400,24,14,14,64,14,14,"",5,5,1,1,1,1,16433.187772925765
65,"Convolution","inception_4b/5x5",459.,0,0,0,0,7526400,24,14,14,64,14,14,"",5,5,1,1,1,1,16397.385620915033
123,"Convolution","inception_5a/5x5",296.,0,0,0,0,5017600,32,7,7,128,7,7,"",5,5,1,1,1,1,16951.351351351354
93,"Convolution","inception_4d/5x5",552.,0,0,0,0,10035200,32,14,14,64,14,14,"",5,5,1,1,1,1,18179.710144927536
107,"Convolution","inception_4e/5x5",716.,0,0,0,0,20070400,32,14,14,128,14,14,"",5,5,1,1,1,1,28031.28491620112
35,"Convolution","inception_3b/5x5",1789.,0,0,0,0,60211200,32,28,28,96,28,28,"",5,5,1,1,1,1,33656.34432643935
137,"Convolution","inception_5b/5x5",354.,0,0,0,0,7526400,48,7,7,128,7,7,"",5,5,1,1,1,1,21261.01694915254
1,"Convolution","conv1_7x7_s2",5673.,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,20802.741406663143
144,"Dropout","pool5_drop_7x7_s1",168.,0,0,0,0,1024,1024,1,1,1024,1,1,"","","","","","","",6.095238095238095
50,"Elementwise","inception_4a/relu_5x5_reduce",171.,0,0,3136,0,3136,16,14,14,16,14,14,"Ramp","","","","","","",18.339181286549707
20,"Elementwise","inception_3a/relu_5x5_reduce",205.,0,0,12544,0,12544,16,28,28,16,28,28,"Ramp","","","","","","",61.19024390243902
78,"Elementwise","inception_4c/relu_5x5_reduce",173.,0,0,4704,0,4704,24,14,14,24,14,14,"Ramp","","","","","","",27.190751445086704
64,"Elementwise","inception_4b/relu_5x5_reduce",176.,0,0,4704,0,4704,24,14,14,24,14,14,"Ramp","","","","","","",26.727272727272727
122,"Elementwise","inception_5a/relu_5x5_reduce",167.,0,0,1568,0,1568,32,7,7,32,7,7,"Ramp","","","","","","",9.389221556886229
92,"Elementwise","inception_4d/relu_5x5_reduce",181.,0,0,6272,0,6272,32,14,14,32,14,14,"Ramp","","","","","","",34.651933701657455
106,"Elementwise","inception_4e/relu_5x5_reduce",182.,0,0,6272,0,6272,32,14,14,32,14,14,"Ramp","","","","","","",34.46153846153847
25,"Elementwise","inception_3a/relu_pool_proj",267.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",93.9625468164794
34,"Elementwise","inception_3b/relu_5x5_reduce",269.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",93.2639405204461
22,"Elementwise","inception_3a/relu_5x5",399.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",62.87719298245614
136,"Elementwise","inception_5b/relu_5x5_reduce",167.,0,0,2352,0,2352,48,7,7,48,7,7,"Ramp","","","","","","",14.083832335329342
52,"Elementwise","inception_4a/relu_5x5",194.,0,0,9408,0,9408,48,14,14,48,14,14,"Ramp","","","","","","",48.49484536082474
55,"Elementwise","inception_4a/relu_pool_proj",201.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",62.407960199004975
69,"Elementwise","inception_4b/relu_pool_proj",201.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",62.407960199004975
97,"Elementwise","inception_4d/relu_pool_proj",201.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",62.407960199004975
80,"Elementwise","inception_4c/relu_5x5",202.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",62.0990099009901
66,"Elementwise","inception_4b/relu_5x5",204.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",61.490196078431374
83,"Elementwise","inception_4c/relu_pool_proj",204.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",61.490196078431374
94,"Elementwise","inception_4d/relu_5x5",207.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",60.59903381642512
14,"Elementwise","inception_3a/relu_1x1",348.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",144.183908045977
39,"Elementwise","inception_3b/relu_pool_proj",362.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",138.60773480662982
7,"Elementwise","conv2_relu_3x3_reduce",791.,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",253.7345132743363
2,"Elementwise","conv1_relu_7x7",3067.,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",261.759373981089
46,"Elementwise","inception_4a/relu_3x3_reduce",244.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",77.11475409836066
16,"Elementwise","inception_3a/relu_3x3_reduce",430.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",175.03255813953487
36,"Elementwise","inception_3b/relu_5x5",435.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",173.02068965517242
86,"Elementwise","inception_4d/relu_1x1",242.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",90.7107438016529
60,"Elementwise","inception_4b/relu_3x3_reduce",257.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",85.41634241245136
124,"Elementwise","inception_5a/relu_5x5",181.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.651933701657455
138,"Elementwise","inception_5b/relu_5x5",181.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.651933701657455
127,"Elementwise","inception_5a/relu_pool_proj",182.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.46153846153847
141,"Elementwise","inception_5b/relu_pool_proj",183.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.27322404371585
72,"Elementwise","inception_4c/relu_1x1",265.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",94.67169811320755
74,"Elementwise","inception_4c/relu_3x3_reduce",265.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",94.67169811320755
108,"Elementwise","inception_4e/relu_5x5",266.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",94.3157894736842
111,"Elementwise","inception_4e/relu_pool_proj",269.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",93.2639405204461
30,"Elementwise","inception_3b/relu_3x3_reduce",491.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",204.38289205702645
28,"Elementwise","inception_3b/relu_1x1",503.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",199.506958250497
18,"Elementwise","inception_3a/relu_3x3",504.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",199.1111111111111
88,"Elementwise","inception_4d/relu_3x3_reduce",279.,0,0,28224,0,28224,144,14,14,144,14,14,"Ramp","","","","","","",101.16129032258064
118,"Elementwise","inception_5a/relu_3x3_reduce",189.,0,0,7840,0,7840,160,7,7,160,7,7,"Ramp","","","","","","",41.48148148148148
102,"Elementwise","inception_4e/relu_3x3_reduce",286.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",109.65034965034965
58,"Elementwise","inception_4b/relu_1x1",291.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",107.76632302405498
132,"Elementwise","inception_5b/relu_3x3_reduce",192.,0,0,9408,0,9408,192,7,7,192,7,7,"Ramp","","","","","","",49.
44,"Elementwise","inception_4a/relu_1x1",309.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",121.7864077669903
32,"Elementwise","inception_3b/relu_3x3",668.,0,0,150528,0,150528,192,28,28,192,28,28,"Ramp","","","","","","",225.34131736526948
9,"Elementwise","conv2_relu_3x3",2169.,0,0,602112,0,602112,192,56,56,192,56,56,"Ramp","","","","","","",277.5988934993084
48,"Elementwise","inception_4a/relu_3x3",318.,0,0,40768,0,40768,208,14,14,208,14,14,"Ramp","","","","","","",128.2012578616352
62,"Elementwise","inception_4b/relu_3x3",329.,0,0,43904,0,43904,224,14,14,224,14,14,"Ramp","","","","","","",133.4468085106383
116,"Elementwise","inception_5a/relu_1x1",201.,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",62.407960199004975
100,"Elementwise","inception_4e/relu_1x1",352.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",142.54545454545456
76,"Elementwise","inception_4c/relu_3x3",354.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",141.74011299435028
90,"Elementwise","inception_4d/relu_3x3",374.,0,0,56448,0,56448,288,14,14,288,14,14,"Ramp","","","","","","",150.93048128342244
120,"Elementwise","inception_5a/relu_3x3",219.,0,0,15680,0,15680,320,7,7,320,7,7,"Ramp","","","","","","",71.59817351598173
104,"Elementwise","inception_4e/relu_3x3",394.,0,0,62720,0,62720,320,14,14,320,14,14,"Ramp","","","","","","",159.18781725888323
130,"Elementwise","inception_5b/relu_1x1",240.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",78.4
134,"Elementwise","inception_5b/relu_3x3",242.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",77.75206611570248
145,"Flatten","flatten_0",168.,0,0,0,0,0,1024,1,1,1024,"","","","","","","","","",0.
146,"Linear","loss3_classifier",179.,0,0,0,0,373760,1024,"","",365,"","","","","","","","","",2088.04469273743
5,"LocalResponseNormalization","pool1_norm1",4132.,401408,0,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
10,"LocalResponseNormalization","conv2_norm2",12138.,1204224,0,0,0,0,192,56,56,192,56,56,"","","","","","","",0.
3,"Padding","pool1_3x3_s2_pad",3432.,0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",0.
11,"Padding","pool2_3x3_s2_pad",2548.,0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",0.
41,"Padding","pool3_3x3_s2_pad",1597.,0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",0.
113,"Padding","pool4_3x3_s2_pad",856.,0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",0.
23,"Pooling","inception_3a/pool",1706.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",0.
37,"Pooling","inception_3b/pool",2198.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",0.
53,"Pooling","inception_4a/pool",1556.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",0.
95,"Pooling","inception_4d/pool",1479.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
81,"Pooling","inception_4c/pool",1482.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
67,"Pooling","inception_4b/pool",2048.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
109,"Pooling","inception_4e/pool",2116.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",0.
139,"Pooling","inception_5b/pool",896.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",0.
125,"Pooling","inception_5a/pool",917.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",0.
4,"Pooling","pool1_3x3_s2",2490.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",0.
12,"Pooling","pool2_3x3_s2",1944.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",0.
42,"Pooling","pool3_3x3_s2",1332.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",0.
114,"Pooling","pool4_3x3_s2",689.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",0.
143,"Pooling","pool5_7x7_s1",313.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",0.
147,"Softmax","prob",166.,365,365,0,365,0,365,"","",365,"","","","","","","","","",0.
