"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
35,"BatchNormalization","2c/bn2c_branch2c",3187.83,802816,802816,0,0,0,256,56,56,256,56,56,"","","","","","","",0.
148,"BatchNormalization","5a/bn5a_branch2b",285.2,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
168,"BatchNormalization","5c/bn5c_branch2b",289.87,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
158,"BatchNormalization","5b/bn5b_branch2b",293.8,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
145,"BatchNormalization","5a/bn5a_branch2a",296.6,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
155,"BatchNormalization","5b/bn5b_branch2a",297.47,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
165,"BatchNormalization","5c/bn5c_branch2a",350.87,25088,25088,0,0,0,512,7,7,512,7,7,"","","","","","","",0.
47,"BatchNormalization","3a/bn3a_branch2c",1465.57,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
67,"BatchNormalization","3c/bn3c_branch2c",1483.93,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
57,"BatchNormalization","3b/bn3b_branch2c",1501.6000000000001,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
39,"BatchNormalization","3a/bn3a_branch1",1507.03,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
77,"BatchNormalization","3d/bn3d_branch2c",1515.67,401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
109,"BatchNormalization","4c/bn4c_branch2c",825.53,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
89,"BatchNormalization","4a/bn4a_branch2c",867.77,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
81,"BatchNormalization","4a/bn4a_branch1",869.9300000000001,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
129,"BatchNormalization","4e/bn4e_branch2c",871.4,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
139,"BatchNormalization","4f/bn4f_branch2c",872.7,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
99,"BatchNormalization","4b/bn4b_branch2c",873.23,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
119,"BatchNormalization","4d/bn4d_branch2c",997.23,200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
171,"BatchNormalization","5c/bn5c_branch2c",552.5,100352,100352,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
161,"BatchNormalization","5b/bn5b_branch2c",599.1,100352,100352,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
143,"BatchNormalization","5a/bn5a_branch1",600.23,100352,100352,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
151,"BatchNormalization","5a/bn5a_branch2c",605.13,100352,100352,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
8,"Convolution","2a/res2a_branch2a",1168.8,0,0,0,0,12845056,64,56,56,64,56,56,"",1,1,1,1,1,1,10989.952087611226
34,"Convolution","2c/res2c_branch2c",2467.27,0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,20824.726924900802
24,"Convolution","2b/res2b_branch2c",2476.03,0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,20751.050673860977
6,"Convolution","2a/res2a_branch1",2544.83,0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,20190.04177096309
14,"Convolution","2a/res2a_branch2c",2699.7000000000003,0,0,0,0,51380224,64,56,56,256,56,56,"",1,1,1,1,1,1,19031.82724006371
66,"Convolution","3c/res3c_branch2c",1436.73,0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,35761.92047218336
76,"Convolution","3d/res3d_branch2c",1437.53,0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,35742.01860135093
46,"Convolution","3a/res3a_branch2c",1442.17,0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,35627.02316647829
56,"Convolution","3b/res3b_branch2c",1447.47,0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,35496.57264053832
108,"Convolution","4c/res4c_branch2c",899.9,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,57095.48172019113
88,"Convolution","4a/res4a_branch2c",1000.5,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,51354.54672663668
118,"Convolution","4d/res4d_branch2c",1002.73,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,51240.33787759417
98,"Convolution","4b/res4b_branch2c",1006.87,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,51029.650302422364
128,"Convolution","4e/res4e_branch2c",1057.93,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,48566.75205353851
138,"Convolution","4f/res4f_branch2c",1122.3700000000001,0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,45778.329784295725
18,"Convolution","2b/res2b_branch2a",1406.93,0,0,0,0,51380224,256,56,56,64,56,56,"",1,1,1,1,1,1,36519.38902432956
28,"Convolution","2c/res2c_branch2a",1415.43,0,0,0,0,51380224,256,56,56,64,56,56,"",1,1,1,1,1,1,36300.08124739478
170,"Convolution","5c/res5c_branch2c",725.4300000000001,0,0,0,0,51380224,512,7,7,2048,7,7,"",1,1,1,1,1,1,70827.26658671407
150,"Convolution","5a/res5a_branch2c",947.6700000000001,0,0,0,0,51380224,512,7,7,2048,7,7,"",1,1,1,1,1,1,54217.42167632193
160,"Convolution","5b/res5b_branch2c",959.47,0,0,0,0,51380224,512,7,7,2048,7,7,"",1,1,1,1,1,1,53550.63107757407
70,"Convolution","3d/res3d_branch2a",996.8000000000001,0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,51545.16853932584
60,"Convolution","3c/res3c_branch2a",1045.13,0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,49161.56267641346
50,"Convolution","3b/res3b_branch2a",1117.47,0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,45979.06342004707
112,"Convolution","4d/res4d_branch2a",665.5,0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,77205.44552967694
102,"Convolution","4c/res4c_branch2a",770.1700000000001,0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,66712.83482867418
122,"Convolution","4e/res4e_branch2a",773.87,0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,66393.86977140864
92,"Convolution","4b/res4b_branch2a",774.77,0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,66316.744324122
132,"Convolution","4f/res4f_branch2a",774.97,0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,66299.62966308373
164,"Convolution","5c/res5c_branch2a",631.1,0,0,0,0,51380224,2048,7,7,512,7,7,"",1,1,1,1,1,1,81413.76010141023
154,"Convolution","5b/res5b_branch2a",772.73,0,0,0,0,51380224,2048,7,7,512,7,7,"",1,1,1,1,1,1,66491.81991122384
40,"Convolution","3a/res3a_branch2a",1457.7,0,0,0,0,25690112,256,56,56,128,28,28,"",1,1,2,2,1,1,17623.730534403512
38,"Convolution","3a/res3a_branch1",2579.93,0,0,0,0,102760448,256,56,56,512,28,28,"",1,1,2,2,1,1,39830.71168597598
82,"Convolution","4a/res4a_branch2a",881.9,0,0,0,0,25690112,512,28,28,256,14,14,"",1,1,2,2,1,1,29130.413879124622
80,"Convolution","4a/res4a_branch1",1710.8,0,0,0,0,102760448,512,28,28,1024,14,14,"",1,1,2,2,1,1,60065.72831423895
144,"Convolution","5a/res5a_branch2a",729.1,0,0,0,0,25690112,1024,14,14,512,7,7,"",1,1,2,2,1,1,35235.37512001097
142,"Convolution","5a/res5a_branch1",1230.1000000000001,0,0,0,0,102760448,1024,14,14,2048,7,7,"",1,1,2,2,1,1,83538.28794406957
21,"Convolution","2b/res2b_branch2b",3099.57,0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,37297.271557022425
11,"Convolution","2a/res2a_branch2b",3357.33,0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,34433.7625434497
31,"Convolution","2c/res2c_branch2b",3486.7000000000003,0,0,0,0,115605504,64,56,56,64,56,56,"",3,3,1,1,1,1,33156.13732182292
43,"Convolution","3a/res3a_branch2b",2001.53,0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,57758.566696477195
53,"Convolution","3b/res3b_branch2b",2162.13,0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,53468.34094157151
63,"Convolution","3c/res3c_branch2b",2274.43,0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,50828.341166797836
73,"Convolution","3d/res3d_branch2b",2685.4,0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,43049.640277053695
115,"Convolution","4d/res4d_branch2b",1203.2,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,96081.70212765958
105,"Convolution","4c/res4c_branch2b",1300.33,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,88904.74264225236
125,"Convolution","4e/res4e_branch2b",1378.3700000000001,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,83871.16956985425
135,"Convolution","4f/res4f_branch2b",1444.93,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,80007.68480133986
85,"Convolution","4a/res4a_branch2b",1900.17,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,60839.558565812535
95,"Convolution","4b/res4b_branch2b",1900.5,0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,60828.994475138126
147,"Convolution","5a/res5a_branch2b",1347.03,0,0,0,0,115605504,512,7,7,512,7,7,"",3,3,1,1,1,1,85822.51620231176
157,"Convolution","5b/res5b_branch2b",1389.9,0,0,0,0,115605504,512,7,7,512,7,7,"",3,3,1,1,1,1,83175.41118066048
167,"Convolution","5c/res5c_branch2b",1867.13,0,0,0,0,115605504,512,7,7,512,7,7,"",3,3,1,1,1,1,61916.15152667463
1,"Convolution","conv1",5902.400000000001,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,19994.23149905123
30,"Elementwise","2c/res2c_branch2a_relu",766.6700000000001,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",261.78668788396567
10,"Elementwise","2a/res2a_branch2a_relu",771.6,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",260.1140487299119
23,"Elementwise","2b/res2b_branch2b_relu",793.37,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",252.9765431009491
33,"Elementwise","2c/res2c_branch2b_relu",800.6,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",250.69198101423933
20,"Elementwise","2b/res2b_branch2a_relu",801.5,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",250.41048034934497
13,"Elementwise","2a/res2a_branch2b_relu",804.73,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",249.40539062791245
3,"Elementwise","conv1_relu",2937.23,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",273.32418639330257
65,"Elementwise","3c/res3c_branch2b_relu",500.90000000000003,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",200.3433819125574
62,"Elementwise","3c/res3c_branch2a_relu",518.3,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",193.6175959868802
72,"Elementwise","3d/res3d_branch2a_relu",520.53,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",192.7881198009721
55,"Elementwise","3b/res3b_branch2b_relu",521.17,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",192.5513747913349
45,"Elementwise","3a/res3a_branch2b_relu",521.6,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",192.3926380368098
75,"Elementwise","3d/res3d_branch2b_relu",523.47,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",191.70535083194832
52,"Elementwise","3b/res3b_branch2a_relu",524.53,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",191.3179417764475
42,"Elementwise","3a/res3a_branch2a_relu",526.73,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",190.5188616558768
104,"Elementwise","4c/res4c_branch2a_relu",348.13,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",144.13006635452274
127,"Elementwise","4e/res4e_branch2b_relu",350.13,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",143.30677177048526
84,"Elementwise","4a/res4a_branch2a_relu",350.77,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",143.04530033925366
107,"Elementwise","4c/res4c_branch2b_relu",355.7,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",141.06269328085466
114,"Elementwise","4d/res4d_branch2a_relu",356.47,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",140.75798804948522
117,"Elementwise","4d/res4d_branch2b_relu",356.7,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",140.6672273619288
94,"Elementwise","4b/res4b_branch2a_relu",358.97,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",139.77769730061004
97,"Elementwise","4b/res4b_branch2b_relu",360.03000000000003,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",139.36616393078353
87,"Elementwise","4a/res4a_branch2b_relu",361.07,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",138.9647436785111
124,"Elementwise","4e/res4e_branch2a_relu",362.47,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",138.42800783513118
137,"Elementwise","4f/res4f_branch2b_relu",362.67,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",138.35166956186063
134,"Elementwise","4f/res4f_branch2a_relu",513.17,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",97.77656527076797
17,"Elementwise","2a/res2a_relu",2958.37,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",271.37105906292993
27,"Elementwise","2b/res2b_relu",2973.4,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",269.99932736934153
37,"Elementwise","2c/res2c_relu",2976.4,0,0,802816,0,802816,256,56,56,256,56,56,"Ramp","","","","","","",269.7271872060207
149,"Elementwise","5a/res5a_branch2b_relu",256.83,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",97.68329245025893
166,"Elementwise","5c/res5c_branch2a_relu",264.13,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",94.9835308370878
169,"Elementwise","5c/res5c_branch2b_relu",268.6,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",93.40282948622486
146,"Elementwise","5a/res5a_branch2a_relu",273.,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",91.8974358974359
156,"Elementwise","5b/res5b_branch2a_relu",276.7,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",90.6685941452837
159,"Elementwise","5b/res5b_branch2b_relu",277.40000000000003,0,0,25088,0,25088,512,7,7,512,7,7,"Ramp","","","","","","",90.4397981254506
59,"Elementwise","3b/res3b_relu",1355.9,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",296.04543107898814
69,"Elementwise","3c/res3c_relu",1365.53,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",293.95765746633174
49,"Elementwise","3a/res3a_relu",1368.4,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",293.3411283250511
79,"Elementwise","3d/res3d_relu",1374.27,0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",292.0881631702649
91,"Elementwise","4a/res4a_relu",770.6700000000001,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",260.42793932552195
101,"Elementwise","4b/res4b_relu",772.37,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",259.85473283529916
141,"Elementwise","4f/res4f_relu",774.63,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",259.09660095787666
131,"Elementwise","4e/res4e_relu",775.27,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",258.8827118294272
121,"Elementwise","4d/res4d_relu",784.53,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",255.82705568939366
111,"Elementwise","4c/res4c_relu",806.3000000000001,0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",248.91975691429988
163,"Elementwise","5b/res5b_relu",492.87,0,0,100352,0,100352,2048,7,7,2048,7,7,"Ramp","","","","","","",203.6074421246982
153,"Elementwise","5a/res5a_relu",493.97,0,0,100352,0,100352,2048,7,7,2048,7,7,"Ramp","","","","","","",203.1540376945968
173,"Elementwise","5c/res5c_relu",512.73,0,0,100352,0,100352,2048,7,7,2048,7,7,"Ramp","","","","","","",195.72094474674782
175,"Flatten","flatten_0",167.37,0,0,0,0,0,2048,1,1,2048,"","","","","","","","","",0.
176,"Linear","fc1000",303.53000000000003,0,0,0,0,2048000,2048,"","",1000,"","","","","","","","","",6747.273745593516
4,"Padding","pool1_pad",3518.57,0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",0.
5,"Pooling","pool1",2519.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",0.
174,"Pooling","pool5",355.40000000000003,100352,0,0,0,0,2048,7,7,2048,1,1,"Mean",7,7,1,1,"","",0.
177,"Softmax","prob",184.83,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",0.
16,"Total","2a/res2a",3993.2000000000003,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",0.
26,"Total","2b/res2b",4010.33,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",0.
36,"Total","2c/res2c",4063.03,802816,0,0,0,0,256,56,56,256,56,56,"","","","","","","",0.
68,"Total","3c/res3c",1773.,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
58,"Total","3b/res3b",1789.23,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
78,"Total","3d/res3d",1808.13,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
48,"Total","3a/res3a",1808.8,401408,0,0,0,0,512,28,28,512,28,28,"","","","","","","",0.
140,"Total","4f/res4f",942.27,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
90,"Total","4a/res4a",946.6,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
120,"Total","4d/res4d",951.7,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
130,"Total","4e/res4e",951.7,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
100,"Total","4b/res4b",953.73,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
110,"Total","4c/res4c",995.1,200704,0,0,0,0,1024,14,14,1024,14,14,"","","","","","","",0.
172,"Total","5c/res5c",618.7,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
162,"Total","5b/res5b",623.4,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
152,"Total","5a/res5a",630.77,100352,0,0,0,0,2048,7,7,2048,7,7,"","","","","","","",0.
