"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
15,"BatchNormalization","stage0_block0/bn_branch2c",1473.03,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
35,"BatchNormalization","stage0_block2/bn_branch2c",1478.23,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
25,"BatchNormalization","stage0_block1/bn_branch2c",1489.33,401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
145,"BatchNormalization","stage3_block0/bn_branch2a",229.47,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
148,"BatchNormalization","stage3_block0/bn_branch2b",229.57,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
168,"BatchNormalization","stage3_block2/bn_branch2b",233.57,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
165,"BatchNormalization","stage3_block2/bn_branch2a",234.,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
158,"BatchNormalization","stage3_block1/bn_branch2b",235.47,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
155,"BatchNormalization","stage3_block1/bn_branch2a",238.20000000000002,12544,12544,0,0,0,256,7,7,256,7,7,"","","","","","","",0.
39,"BatchNormalization","stage1_block0/bn_proj_shortcut",818.03,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
77,"BatchNormalization","stage1_block3/bn_branch2c",818.03,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
67,"BatchNormalization","stage1_block2/bn_branch2c",819.77,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
47,"BatchNormalization","stage1_block0/bn_branch2c",856.8000000000001,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
57,"BatchNormalization","stage1_block1/bn_branch2c",941.57,200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
139,"BatchNormalization","stage2_block5/bn_branch2c",532.4,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
119,"BatchNormalization","stage2_block3/bn_branch2c",533.1,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
81,"BatchNormalization","stage2_block0/bn_proj_shortcut",534.,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
99,"BatchNormalization","stage2_block1/bn_branch2c",534.2,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
109,"BatchNormalization","stage2_block2/bn_branch2c",536.33,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
89,"BatchNormalization","stage2_block0/bn_branch2c",538.,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
129,"BatchNormalization","stage2_block4/bn_branch2c",548.47,100352,100352,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
143,"BatchNormalization","stage3_block0/bn_proj_shortcut",384.13,50176,50176,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
151,"BatchNormalization","stage3_block0/bn_branch2c",386.90000000000003,50176,50176,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
161,"BatchNormalization","stage3_block1/bn_branch2c",401.2,50176,50176,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
171,"BatchNormalization","stage3_block2/bn_branch2c",403.8,50176,50176,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
34,"Convolution","stage0_block2/conv_branch2c",1487.97,0,0,0,0,12845056,32,56,56,128,56,56,"",1,1,1,1,1,1,8632.60415196543
24,"Convolution","stage0_block1/conv_branch2c",1488.8700000000001,0,0,0,0,12845056,32,56,56,128,56,56,"",1,1,1,1,1,1,8627.385869820737
14,"Convolution","stage0_block0/conv_branch2c",1494.77,0,0,0,0,12845056,32,56,56,128,56,56,"",1,1,1,1,1,1,8593.332753533989
76,"Convolution","stage1_block3/conv_branch2c",868.7,0,0,0,0,12845056,64,28,28,256,28,28,"",1,1,1,1,1,1,14786.526994359387
66,"Convolution","stage1_block2/conv_branch2c",873.03,0,0,0,0,12845056,64,28,28,256,28,28,"",1,1,1,1,1,1,14713.189695657651
46,"Convolution","stage1_block0/conv_branch2c",899.83,0,0,0,0,12845056,64,28,28,256,28,28,"",1,1,1,1,1,1,14274.98082971228
56,"Convolution","stage1_block1/conv_branch2c",918.73,0,0,0,0,12845056,64,28,28,256,28,28,"",1,1,1,1,1,1,13981.31768854832
8,"Convolution","stage0_block0/conv_branch2a",651.27,0,0,0,0,6422528,64,56,56,32,56,56,"",1,1,1,1,1,1,9861.54436715955
6,"Convolution","stage0_block0/conv_proj_shortcut",1585.97,0,0,0,0,25690112,64,56,56,128,56,56,"",1,1,1,1,1,1,16198.359363670183
118,"Convolution","stage2_block3/conv_branch2c",543.17,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23648.316365042254
98,"Convolution","stage2_block1/conv_branch2c",544.37,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23596.18641732645
108,"Convolution","stage2_block2/conv_branch2c",545.7,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23538.67692871541
88,"Convolution","stage2_block0/conv_branch2c",546.9,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23487.028707259098
138,"Convolution","stage2_block5/conv_branch2c",550.8000000000001,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23320.726216412488
128,"Convolution","stage2_block4/conv_branch2c",558.23,0,0,0,0,12845056,128,14,14,512,14,14,"",1,1,1,1,1,1,23010.32907582896
18,"Convolution","stage0_block1/conv_branch2a",848.03,0,0,0,0,12845056,128,56,56,32,56,56,"",1,1,1,1,1,1,15146.93583953398
28,"Convolution","stage0_block2/conv_branch2a",856.53,0,0,0,0,12845056,128,56,56,32,56,56,"",1,1,1,1,1,1,14996.621250861033
150,"Convolution","stage3_block0/conv_branch2c",455.67,0,0,0,0,12845056,256,7,7,1024,7,7,"",1,1,1,1,1,1,28189.38266728115
160,"Convolution","stage3_block1/conv_branch2c",489.2,0,0,0,0,12845056,256,7,7,1024,7,7,"",1,1,1,1,1,1,26257.269010629596
170,"Convolution","stage3_block2/conv_branch2c",495.90000000000003,0,0,0,0,12845056,256,7,7,1024,7,7,"",1,1,1,1,1,1,25902.512603347448
70,"Convolution","stage1_block3/conv_branch2a",552.4,0,0,0,0,12845056,256,28,28,64,28,28,"",1,1,1,1,1,1,23253.178855901522
60,"Convolution","stage1_block2/conv_branch2a",582.1,0,0,0,0,12845056,256,28,28,64,28,28,"",1,1,1,1,1,1,22066.751417282256
50,"Convolution","stage1_block1/conv_branch2a",582.53,0,0,0,0,12845056,256,28,28,64,28,28,"",1,1,1,1,1,1,22050.4626371174
102,"Convolution","stage2_block2/conv_branch2a",456.1,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,28162.8064021048
112,"Convolution","stage2_block3/conv_branch2a",456.67,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,28127.654542667573
122,"Convolution","stage2_block4/conv_branch2a",456.8,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,28119.649737302978
92,"Convolution","stage2_block1/conv_branch2a",458.77,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,27998.90141029274
132,"Convolution","stage2_block5/conv_branch2a",464.97,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,27625.55863819171
154,"Convolution","stage3_block1/conv_branch2a",373.87,0,0,0,0,12845056,1024,7,7,256,7,7,"",1,1,1,1,1,1,34357.011795543905
164,"Convolution","stage3_block2/conv_branch2a",394.57,0,0,0,0,12845056,1024,7,7,256,7,7,"",1,1,1,1,1,1,32554.56826418633
40,"Convolution","stage1_block0/conv_branch2a",735.77,0,0,0,0,6422528,128,56,56,64,28,28,"",1,1,2,2,1,1,8728.988678527257
38,"Convolution","stage1_block0/conv_proj_shortcut",1321.33,0,0,0,0,25690112,128,56,56,256,28,28,"",1,1,2,2,1,1,19442.61615190755
82,"Convolution","stage2_block0/conv_branch2a",518.87,0,0,0,0,6422528,256,28,28,128,14,14,"",1,1,2,2,1,1,12377.913542891281
80,"Convolution","stage2_block0/conv_proj_shortcut",792.07,0,0,0,0,25690112,256,28,28,512,14,14,"",1,1,2,2,1,1,32434.14344691757
144,"Convolution","stage3_block0/conv_branch2a",404.6,0,0,0,0,6422528,512,14,14,256,7,7,"",1,1,2,2,1,1,15873.771626297575
142,"Convolution","stage3_block0/conv_proj_shortcut",596.77,0,0,0,0,25690112,512,14,14,1024,7,7,"",1,1,2,2,1,1,43048.59828744742
31,"Convolution","stage0_block2/conv_branch2b",1768.67,0,0,0,0,28901376,32,56,56,32,56,56,"",3,3,1,1,1,1,16340.739651828773
21,"Convolution","stage0_block1/conv_branch2b",2091.27,0,0,0,0,28901376,32,56,56,32,56,56,"",3,3,1,1,1,1,13820.011763186962
11,"Convolution","stage0_block0/conv_branch2b",2094.2,0,0,0,0,28901376,32,56,56,32,56,56,"",3,3,1,1,1,1,13800.676153184988
73,"Convolution","stage1_block3/conv_branch2b",908.47,0,0,0,0,28901376,64,28,28,64,28,28,"",3,3,1,1,1,1,31813.242044316266
43,"Convolution","stage1_block0/conv_branch2b",965.27,0,0,0,0,28901376,64,28,28,64,28,28,"",3,3,1,1,1,1,29941.23509484393
63,"Convolution","stage1_block2/conv_branch2b",1058.9,0,0,0,0,28901376,64,28,28,64,28,28,"",3,3,1,1,1,1,27293.772783076776
53,"Convolution","stage1_block1/conv_branch2b",1225.,0,0,0,0,28901376,64,28,28,64,28,28,"",3,3,1,1,1,1,23592.96
105,"Convolution","stage2_block2/conv_branch2b",635.47,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45480.31535713723
135,"Convolution","stage2_block5/conv_branch2b",635.9,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45449.56125176915
95,"Convolution","stage2_block1/conv_branch2b",635.97,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45444.558705599324
85,"Convolution","stage2_block0/conv_branch2b",636.57,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45401.72486922098
125,"Convolution","stage2_block4/conv_branch2b",637.3000000000001,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45349.71912756943
115,"Convolution","stage2_block3/conv_branch2b",638.13,0,0,0,0,28901376,128,14,14,128,14,14,"",3,3,1,1,1,1,45290.733863005975
147,"Convolution","stage3_block0/conv_branch2b",552.03,0,0,0,0,28901376,256,7,7,256,7,7,"",3,3,1,1,1,1,52354.719852181945
167,"Convolution","stage3_block2/conv_branch2b",755.5,0,0,0,0,28901376,256,7,7,256,7,7,"",3,3,1,1,1,1,38254.63401720715
157,"Convolution","stage3_block1/conv_branch2b",759.13,0,0,0,0,28901376,256,7,7,256,7,7,"",3,3,1,1,1,1,38071.70840304032
1,"Convolution","conv_1",6414.8,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,18397.136621562637
13,"Elementwise","stage0_block0/relu_branch2b",507.87,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",197.5938724476736
33,"Elementwise","stage0_block2/relu_branch2b",525.07,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",191.12118384215435
30,"Elementwise","stage0_block2/relu_branch2a",528.47,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",189.89157378848373
20,"Elementwise","stage0_block1/relu_branch2a",529.5,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",189.5221907459868
23,"Elementwise","stage0_block1/relu_branch2b",530.9300000000001,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",189.01173412690935
10,"Elementwise","stage0_block0/relu_branch2a",531.67,0,0,100352,0,100352,32,56,56,32,56,56,"Ramp","","","","","","",188.74865988301016
42,"Elementwise","stage1_block0/relu_branch2a",352.57,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",142.3150012763423
72,"Elementwise","stage1_block3/relu_branch2a",353.17,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",142.07322252739473
52,"Elementwise","stage1_block1/relu_branch2a",354.13,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",141.68808064834948
75,"Elementwise","stage1_block3/relu_branch2b",355.63,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",141.0904591851081
65,"Elementwise","stage1_block2/relu_branch2b",364.63,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",137.60798617776925
45,"Elementwise","stage1_block0/relu_branch2b",366.23,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",137.00679900608907
55,"Elementwise","stage1_block1/relu_branch2b",366.53000000000003,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",136.89466073718384
62,"Elementwise","stage1_block2/relu_branch2a",368.5,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",136.16282225237447
3,"Elementwise","relu_1",2974.1,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",269.93577889109315
107,"Elementwise","stage2_block2/relu_branch2b",276.03000000000003,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",90.88867152121146
137,"Elementwise","stage2_block5/relu_branch2b",278.27,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",90.1570417220685
87,"Elementwise","stage2_block0/relu_branch2b",278.40000000000003,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",90.11494252873563
104,"Elementwise","stage2_block2/relu_branch2a",278.40000000000003,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",90.11494252873563
127,"Elementwise","stage2_block4/relu_branch2b",279.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.92114695340501
84,"Elementwise","stage2_block0/relu_branch2a",280.3,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.50410274705672
114,"Elementwise","stage2_block3/relu_branch2a",280.47,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.44985203408564
97,"Elementwise","stage2_block1/relu_branch2b",281.37,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.16373458435511
117,"Elementwise","stage2_block3/relu_branch2b",281.87,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.00556994359101
124,"Elementwise","stage2_block4/relu_branch2a",281.87,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",89.00556994359101
94,"Elementwise","stage2_block1/relu_branch2a",283.2,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",88.58757062146893
134,"Elementwise","stage2_block5/relu_branch2a",283.87,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",88.37848310846513
37,"Elementwise","stage0_block2/relu_stage0_block2",1348.13,0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",297.75170050366063
27,"Elementwise","stage0_block1/relu_stage0_block1",1352.47,0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",296.7962320790849
17,"Elementwise","stage0_block0/relu_stage0_block0",1353.83,0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",296.4980832157657
166,"Elementwise","stage3_block2/relu_branch2a",214.93,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",58.36318801470246
169,"Elementwise","stage3_block2/relu_branch2b",215.6,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",58.18181818181819
159,"Elementwise","stage3_block1/relu_branch2b",218.17000000000002,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",57.49644772425172
156,"Elementwise","stage3_block1/relu_branch2a",219.33,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",57.19235854648247
146,"Elementwise","stage3_block0/relu_branch2a",223.53,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",56.117747058560376
149,"Elementwise","stage3_block0/relu_branch2b",225.9,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",55.528995130588754
49,"Elementwise","stage1_block0/relu_stage1_block0",766.97,0,0,200704,0,200704,256,28,28,256,28,28,"Ramp","","","","","","",261.6842901286882
59,"Elementwise","stage1_block1/relu_stage1_block1",782.27,0,0,200704,0,200704,256,28,28,256,28,28,"Ramp","","","","","","",256.56614723816585
79,"Elementwise","stage1_block3/relu_stage1_block3",806.,0,0,200704,0,200704,256,28,28,256,28,28,"Ramp","","","","","","",249.0124069478908
69,"Elementwise","stage1_block2/relu_stage1_block2",806.63,0,0,200704,0,200704,256,28,28,256,28,28,"Ramp","","","","","","",248.81792147576957
141,"Elementwise","stage2_block5/relu_stage2_block5",486.87,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",206.11662250703472
131,"Elementwise","stage2_block4/relu_stage2_block4",493.8,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",203.22397731875253
101,"Elementwise","stage2_block1/relu_stage2_block1",515.97,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",194.49192782526114
111,"Elementwise","stage2_block2/relu_stage2_block2",516.27,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",194.3789102601352
121,"Elementwise","stage2_block3/relu_stage2_block3",518.87,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",193.40489910767627
91,"Elementwise","stage2_block0/relu_stage2_block0",521.5,0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",192.42953020134226
163,"Elementwise","stage3_block1/relu_stage3_block1",340.07,0,0,50176,0,50176,1024,7,7,1024,7,7,"Ramp","","","","","","",147.54609345134827
173,"Elementwise","stage3_block2/relu_stage3_block2",340.97,0,0,50176,0,50176,1024,7,7,1024,7,7,"Ramp","","","","","","",147.15664134674603
153,"Elementwise","stage3_block0/relu_stage3_block0",353.27,0,0,50176,0,50176,1024,7,7,1024,7,7,"Ramp","","","","","","",142.0330059161548
175,"Flatten","flatten_0",172.83,0,0,0,0,0,1024,1,1,1024,"","","","","","","","","",0.
176,"Linear","fc_nsfw",160.37,0,0,0,0,2048,1024,"","",2,"","","","","","","","","",12.770468292074577
4,"Padding","pool1_pad",3520.8,0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",0.
5,"Pooling","pool1",2539.93,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",0.
174,"Pooling","pool",271.77,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",0.
177,"Softmax","prob",160.3,2,2,0,2,0,2,"","",2,"","","","","","","","","",0.
26,"Total","stage0_block1/eltwise_stage0_block1",1719.57,401408,0,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
36,"Total","stage0_block2/eltwise_stage0_block2",1763.8,401408,0,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
16,"Total","stage0_block0/eltwise_stage0_block0",1774.57,401408,0,0,0,0,128,56,56,128,56,56,"","","","","","","",0.
58,"Total","stage1_block1/eltwise_stage1_block1",931.87,200704,0,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
48,"Total","stage1_block0/eltwise_stage1_block0",934.77,200704,0,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
78,"Total","stage1_block3/eltwise_stage1_block3",971.,200704,0,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
68,"Total","stage1_block2/eltwise_stage1_block2",977.7,200704,0,0,0,0,256,28,28,256,28,28,"","","","","","","",0.
110,"Total","stage2_block2/eltwise_stage2_block2",596.83,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
140,"Total","stage2_block5/eltwise_stage2_block5",611.7,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
100,"Total","stage2_block1/eltwise_stage2_block1",613.7,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
120,"Total","stage2_block3/eltwise_stage2_block3",614.27,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
90,"Total","stage2_block0/eltwise_stage2_block0",620.73,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
130,"Total","stage2_block4/eltwise_stage2_block4",627.67,100352,0,0,0,0,512,14,14,512,14,14,"","","","","","","",0.
152,"Total","stage3_block0/eltwise_stage3_block0",418.8,50176,0,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
172,"Total","stage3_block2/eltwise_stage3_block2",423.07,50176,0,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
162,"Total","stage3_block1/eltwise_stage3_block1",424.8,50176,0,0,0,0,1024,7,7,1024,7,7,"","","","","","","",0.
