"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
96,"Convolution","inception_4d/pool_proj",356.,0,0,0,0,6422528,512,14,14,64,14,14,"",1,1,1,1,1,1,1252.,224.,18040.808988764045
68,"Convolution","inception_4b/pool_proj",370.,0,0,0,0,6422528,512,14,14,64,14,14,"",1,1,1,1,1,1,1252.,224.,17358.183783783785
59,"Convolution","inception_4b/3x3_reduce",417.,0,0,0,0,11239424,512,14,14,112,14,14,"",1,1,1,1,1,1,1249.,335.,26953.0551558753
85,"Convolution","inception_4d/1x1",426.,0,0,0,0,11239424,512,14,14,112,14,14,"",1,1,1,1,1,1,1252.,334.,26383.62441314554
71,"Convolution","inception_4c/1x1",434.,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,1254.,376.,29596.90322580645
73,"Convolution","inception_4c/3x3_reduce",434.,0,0,0,0,12845056,512,14,14,128,14,14,"",1,1,1,1,1,1,1252.,373.,29596.90322580645
87,"Convolution","inception_4d/3x3_reduce",467.,0,0,0,0,14450688,512,14,14,144,14,14,"",1,1,1,1,1,1,1256.,412.,30943.6573875803
57,"Convolution","inception_4b/1x1",467.,0,0,0,0,16056320,512,14,14,160,14,14,"",1,1,1,1,1,1,1252.,451.,34381.84154175589
105,"Convolution","inception_4e/5x5_reduce",324.,0,0,0,0,3311616,528,14,14,32,14,14,"",1,1,1,1,1,1,1289.,150.,10221.037037037036
110,"Convolution","inception_4e/pool_proj",434.,0,0,0,0,13246464,528,14,14,128,14,14,"",1,1,1,1,1,1,1291.,373.,30521.8064516129
101,"Convolution","inception_4e/3x3_reduce",467.,0,0,0,0,16558080,528,14,14,160,14,14,"",1,1,1,1,1,1,1289.,452.,35456.27408993576
99,"Convolution","inception_4e/1x1",517.,0,0,0,0,26492928,528,14,14,256,14,14,"",1,1,1,1,1,1,1286.,672.,51243.574468085106
135,"Convolution","inception_5b/5x5_reduce",261.,0,0,0,0,1956864,832,7,7,48,7,7,"",1,1,1,1,1,1,564.,106.,7497.563218390805
121,"Convolution","inception_5a/5x5_reduce",271.,0,0,0,0,1304576,832,7,7,32,7,7,"",1,1,1,1,1,1,564.,97.,4813.933579335793
126,"Convolution","inception_5a/pool_proj",274.,0,0,0,0,5218304,832,7,7,128,7,7,"",1,1,1,1,1,1,565.,153.,19044.90510948905
140,"Convolution","inception_5b/pool_proj",289.,0,0,0,0,5218304,832,7,7,128,7,7,"",1,1,1,1,1,1,533.,142.,18056.415224913497
117,"Convolution","inception_5a/3x3_reduce",304.,0,0,0,0,6522880,832,7,7,160,7,7,"",1,1,1,1,1,1,565.,172.,21456.842105263157
131,"Convolution","inception_5b/3x3_reduce",306.,0,0,0,0,7827456,832,7,7,192,7,7,"",1,1,1,1,1,1,562.,190.,25579.92156862745
115,"Convolution","inception_5a/1x1",334.,0,0,0,0,10436608,832,7,7,256,7,7,"",1,1,1,1,1,1,566.,228.,31247.329341317367
129,"Convolution","inception_5b/1x1",414.,0,0,0,0,15654912,832,7,7,384,7,7,"",1,1,1,1,1,1,564.,300.,37813.79710144927
8,"Convolution","conv2_3x3",5224.,0,0,0,0,346816512,64,56,56,192,56,56,"",3,3,1,1,1,1,2408.,7008.,66389.0719754977
47,"Convolution","inception_4a/3x3",624.,0,0,0,0,35223552,96,14,14,208,14,14,"",3,3,1,1,1,1,354.,623.,56448.
17,"Convolution","inception_3a/3x3",2106.,0,0,0,0,86704128,96,28,28,128,28,28,"",3,3,1,1,1,1,972.,1260.,41170.05128205128
61,"Convolution","inception_4b/3x3",687.,0,0,0,0,44255232,112,14,14,224,14,14,"",3,3,1,1,1,1,337.,599.,64418.096069868996
75,"Convolution","inception_4c/3x3",770.,0,0,0,0,57802752,128,14,14,256,14,14,"",3,3,1,1,1,1,373.,671.,75068.5090909091
31,"Convolution","inception_3b/3x3",2134.,0,0,0,0,173408256,128,28,28,192,28,28,"",3,3,1,1,1,1,1260.,1835.,81259.72633552016
89,"Convolution","inception_4d/3x3",1093.,0,0,0,0,73156608,144,14,14,288,14,14,"",3,3,1,1,1,1,410.,746.,66931.93778591034
119,"Convolution","inception_5a/3x3",442.,0,0,0,0,22579200,160,7,7,320,7,7,"",3,3,1,1,1,1,172.,263.,51084.162895927606
103,"Convolution","inception_4e/3x3",991.,0,0,0,0,90316800,160,14,14,320,14,14,"",3,3,1,1,1,1,450.,819.,91137.03329969727
133,"Convolution","inception_5b/3x3",507.,0,0,0,0,32514048,192,7,7,384,7,7,"",3,3,1,1,1,1,189.,299.,64130.27218934912
51,"Convolution","inception_4a/5x5",351.,0,0,0,0,3763200,16,14,14,48,14,14,"",5,5,1,1,1,1,116.,188.,10721.367521367521
21,"Convolution","inception_3a/5x5",717.,0,0,0,0,10035200,16,28,28,32,28,28,"",5,5,1,1,1,1,223.,377.,13996.094839609483
65,"Convolution","inception_4b/5x5",410.,0,0,0,0,7526400,24,14,14,64,14,14,"",5,5,1,1,1,1,135.,226.,18357.073170731706
79,"Convolution","inception_4c/5x5",417.,0,0,0,0,7526400,24,14,14,64,14,14,"",5,5,1,1,1,1,132.,222.,18048.92086330935
123,"Convolution","inception_5a/5x5",390.,0,0,0,0,5017600,32,7,7,128,7,7,"",5,5,1,1,1,1,97.,152.,12865.641025641025
93,"Convolution","inception_4d/5x5",469.,0,0,0,0,10035200,32,14,14,64,14,14,"",5,5,1,1,1,1,151.,223.,21397.014925373132
107,"Convolution","inception_4e/5x5",559.,0,0,0,0,20070400,32,14,14,128,14,14,"",5,5,1,1,1,1,151.,377.,35904.114490161
35,"Convolution","inception_3b/5x5",1368.,0,0,0,0,60211200,32,28,28,96,28,28,"",5,5,1,1,1,1,376.,969.,44014.0350877193
137,"Convolution","inception_5b/5x5",345.,0,0,0,0,7526400,48,7,7,128,7,7,"",5,5,1,1,1,1,107.,143.,21815.652173913044
1,"Convolution","conv1_7x7_s2",5243.,0,0,0,0,118013952,3,224,224,64,112,112,"",7,7,2,2,1,1,2760.,10139.,22508.859813084113
144,"Dropout","pool5_drop_7x7_s1",175.,0,0,0,0,1024,1024,1,1,1024,1,1,"","","","","","","",84.,84.,5.851428571428571
50,"Elementwise","inception_4a/relu_5x5_reduce",179.,0,0,3136,0,3136,16,14,14,16,14,14,"Ramp","","","","","","",158.,115.,17.519553072625698
20,"Elementwise","inception_3a/relu_5x5_reduce",206.,0,0,12544,0,12544,16,28,28,16,28,28,"Ramp","","","","","","",226.,228.,60.89320388349514
64,"Elementwise","inception_4b/relu_5x5_reduce",189.,0,0,4704,0,4704,24,14,14,24,14,14,"Ramp","","","","","","",134.,135.,24.888888888888886
78,"Elementwise","inception_4c/relu_5x5_reduce",191.,0,0,4704,0,4704,24,14,14,24,14,14,"Ramp","","","","","","",134.,134.,24.628272251308903
122,"Elementwise","inception_5a/relu_5x5_reduce",281.,0,0,1568,0,1568,32,7,7,32,7,7,"Ramp","","","","","","",98.,98.,5.580071174377224
92,"Elementwise","inception_4d/relu_5x5_reduce",182.,0,0,6272,0,6272,32,14,14,32,14,14,"Ramp","","","","","","",150.,151.,34.46153846153847
106,"Elementwise","inception_4e/relu_5x5_reduce",193.,0,0,6272,0,6272,32,14,14,32,14,14,"Ramp","","","","","","",154.,153.,32.49740932642487
22,"Elementwise","inception_3a/relu_5x5",264.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,381.,95.03030303030303
34,"Elementwise","inception_3b/relu_5x5_reduce",267.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",379.,377.,93.9625468164794
25,"Elementwise","inception_3a/relu_pool_proj",273.,0,0,25088,0,25088,32,28,28,32,28,28,"Ramp","","","","","","",378.,377.,91.8974358974359
136,"Elementwise","inception_5b/relu_5x5_reduce",178.,0,0,2352,0,2352,48,7,7,48,7,7,"Ramp","","","","","","",108.,107.,13.213483146067416
52,"Elementwise","inception_4a/relu_5x5",199.,0,0,9408,0,9408,48,14,14,48,14,14,"Ramp","","","","","","",191.,189.,47.27638190954774
97,"Elementwise","inception_4d/relu_pool_proj",205.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",226.,227.,61.19024390243902
80,"Elementwise","inception_4c/relu_5x5",206.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",227.,225.,60.89320388349514
83,"Elementwise","inception_4c/relu_pool_proj",207.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",225.,224.,60.59903381642512
66,"Elementwise","inception_4b/relu_5x5",210.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",228.,224.,59.73333333333334
55,"Elementwise","inception_4a/relu_pool_proj",214.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",227.,227.,58.616822429906534
69,"Elementwise","inception_4b/relu_pool_proj",215.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",225.,227.,58.34418604651162
94,"Elementwise","inception_4d/relu_5x5",248.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",226.,226.,50.58064516129032
14,"Elementwise","inception_3a/relu_1x1",350.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",680.,679.,143.36
39,"Elementwise","inception_3b/relu_pool_proj",356.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",677.,679.,140.9438202247191
7,"Elementwise","conv2_relu_3x3_reduce",809.,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2413.,2411.,248.08899876390603
2,"Elementwise","conv1_relu_7x7",2902.,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",10082.,10099.,276.6423156443832
46,"Elementwise","inception_4a/relu_3x3_reduce",245.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",284.,286.,76.80000000000001
16,"Elementwise","inception_3a/relu_3x3_reduce",425.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",970.,969.,177.09176470588233
36,"Elementwise","inception_3b/relu_5x5",435.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",969.,969.,173.02068965517242
60,"Elementwise","inception_4b/relu_3x3_reduce",254.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",338.,337.,86.4251968503937
86,"Elementwise","inception_4d/relu_1x1",256.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",337.,336.,85.75
124,"Elementwise","inception_5a/relu_5x5",178.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",153.,153.,35.235955056179776
127,"Elementwise","inception_5a/relu_pool_proj",183.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",153.,153.,34.27322404371585
138,"Elementwise","inception_5b/relu_5x5",195.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",144.,144.,32.16410256410256
141,"Elementwise","inception_5b/relu_pool_proj",196.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",143.,142.,31.999999999999996
74,"Elementwise","inception_4c/relu_3x3_reduce",264.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",376.,376.,95.03030303030303
72,"Elementwise","inception_4c/relu_1x1",265.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",374.,375.,94.67169811320755
111,"Elementwise","inception_4e/relu_pool_proj",265.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",375.,374.,94.67169811320755
108,"Elementwise","inception_4e/relu_5x5",266.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",376.,376.,94.3157894736842
30,"Elementwise","inception_3b/relu_3x3_reduce",496.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1262.,202.32258064516128
28,"Elementwise","inception_3b/relu_1x1",510.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1262.,196.76862745098038
18,"Elementwise","inception_3a/relu_3x3",511.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1268.,1262.,196.3835616438356
88,"Elementwise","inception_4d/relu_3x3_reduce",278.,0,0,28224,0,28224,144,14,14,144,14,14,"Ramp","","","","","","",411.,412.,101.52517985611512
118,"Elementwise","inception_5a/relu_3x3_reduce",204.,0,0,7840,0,7840,160,7,7,160,7,7,"Ramp","","","","","","",171.,173.,38.431372549019606
58,"Elementwise","inception_4b/relu_1x1",284.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",452.,451.,110.42253521126761
102,"Elementwise","inception_4e/relu_3x3_reduce",286.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",450.,451.,109.65034965034965
132,"Elementwise","inception_5b/relu_3x3_reduce",208.,0,0,9408,0,9408,192,7,7,192,7,7,"Ramp","","","","","","",190.,189.,45.23076923076923
44,"Elementwise","inception_4a/relu_1x1",307.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",502.,501.,122.5798045602606
32,"Elementwise","inception_3b/relu_3x3",637.,0,0,150528,0,150528,192,28,28,192,28,28,"Ramp","","","","","","",1839.,1834.,236.30769230769232
9,"Elementwise","conv2_relu_3x3",2187.,0,0,602112,0,602112,192,56,56,192,56,56,"Ramp","","","","","","",7013.,7009.,275.3141289437586
48,"Elementwise","inception_4a/relu_3x3",306.,0,0,40768,0,40768,208,14,14,208,14,14,"Ramp","","","","","","",626.,627.,133.22875816993465
62,"Elementwise","inception_4b/relu_3x3",320.,0,0,43904,0,43904,224,14,14,224,14,14,"Ramp","","","","","","",602.,600.,137.20000000000002
116,"Elementwise","inception_5a/relu_1x1",215.,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",228.,228.,58.34418604651162
76,"Elementwise","inception_4c/relu_3x3",347.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",674.,674.,144.5994236311239
100,"Elementwise","inception_4e/relu_1x1",348.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",676.,673.,144.183908045977
90,"Elementwise","inception_4d/relu_3x3",542.,0,0,56448,0,56448,288,14,14,288,14,14,"Ramp","","","","","","",748.,747.,104.14760147601476
120,"Elementwise","inception_5a/relu_3x3",224.,0,0,15680,0,15680,320,7,7,320,7,7,"Ramp","","","","","","",264.,262.,70.
104,"Elementwise","inception_4e/relu_3x3",387.,0,0,62720,0,62720,320,14,14,320,14,14,"Ramp","","","","","","",823.,822.,162.0671834625323
130,"Elementwise","inception_5b/relu_1x1",227.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",301.,300.,82.8898678414097
134,"Elementwise","inception_5b/relu_3x3",244.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",299.,299.,77.11475409836066
145,"Flatten","flatten_0",175.,0,0,0,0,0,1024,1,1,1024,"","","","","","","","","",83.,83.,0.
146,"Linear","loss3_classifier_sos",173.,0,0,0,0,5120,1024,"","",5,"","","","","","","","","",83.,66.,29.595375722543352
5,"LocalResponseNormalization","pool1_norm1",4059.,401408,0,0,0,0,64,56,56,64,56,56,"","","","","","","",2622.,2620.,0.
10,"LocalResponseNormalization","conv2_norm2",12050.,1204224,0,0,0,0,192,56,56,192,56,56,"","","","","","","",7019.,7002.,0.
3,"Padding","pool1_3x3_s2_pad",3463.,0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",10091.,10305.,0.
11,"Padding","pool2_3x3_s2_pad",2497.,0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",7007.,7258.,0.
41,"Padding","pool3_3x3_s2_pad",1607.,0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",4423.,4734.,0.
113,"Padding","pool4_3x3_s2_pad",891.,0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",1972.,2245.,0.
23,"Pooling","inception_3a/pool",2050.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",1836.,1837.,0.
37,"Pooling","inception_3b/pool",2231.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",2410.,2407.,0.
53,"Pooling","inception_4a/pool",1199.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",1179.,1178.,0.
67,"Pooling","inception_4b/pool",1261.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1253.,1250.,0.
95,"Pooling","inception_4d/pool",1320.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1254.,1252.,0.
81,"Pooling","inception_4c/pool",2042.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",1252.,1251.,0.
109,"Pooling","inception_4e/pool",1295.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",1290.,1291.,0.
139,"Pooling","inception_5b/pool",590.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",537.,533.,0.
125,"Pooling","inception_5a/pool",896.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",565.,563.,0.
4,"Pooling","pool1_3x3_s2",2507.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10273.,2626.,0.
12,"Pooling","pool2_3x3_s2",1941.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",7273.,1835.,0.
42,"Pooling","pool3_3x3_s2",1332.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",4740.,1188.,0.
114,"Pooling","pool4_3x3_s2",728.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",2247.,565.,0.
143,"Pooling","pool5_7x7_s1",281.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",643.,83.,0.
147,"Softmax","loss3_loss3",163.,5,5,0,5,0,5,"","",5,"","","","","","","","","",65.,66.,0.
