"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
16,"Elementwise","fire3/relu_expand3x3",786.,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2403.,2406.,255.34860050890586
14,"Elementwise","fire3/relu_expand1x1",799.,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",2407.,2404.,251.19399249061328
2,"Elementwise","relu_conv1",3097.,0,0,817216,0,817216,64,113,113,64,113,113,"Ramp","","","","","","",10287.,10285.,263.8734258960284
32,"Elementwise","fire5/relu_expand3x3",510.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1257.,1257.,196.76862745098038
23,"Elementwise","fire4/relu_expand1x1",513.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1259.,195.61793372319687
25,"Elementwise","fire4/relu_expand3x3",516.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1260.,1260.,194.48062015503876
30,"Elementwise","fire5/relu_expand1x1",744.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1258.,1258.,134.88172043010755
41,"Elementwise","fire6/relu_expand3x3",305.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,529.,123.38360655737705
39,"Elementwise","fire6/relu_expand1x1",306.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,530.,122.98039215686275
48,"Elementwise","fire7/relu_expand3x3",307.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",528.,528.,122.5798045602606
46,"Elementwise","fire7/relu_expand1x1",309.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",530.,527.,121.7864077669903
62,"Elementwise","fire9/relu_expand3x3",351.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",675.,677.,142.95156695156695
53,"Elementwise","fire8/relu_expand1x1",352.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",677.,674.,142.54545454545456
60,"Elementwise","fire9/relu_expand1x1",352.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",676.,677.,142.54545454545456
55,"Elementwise","fire8/relu_expand3x3",355.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",676.,676.,141.34084507042255
66,"Elementwise","relu_conv10",785.,0,0,196000,0,196000,1000,14,14,1000,14,14,"Ramp","","","","","","",2350.,2352.,249.68152866242036
68,"Flatten","flatten",157.,0,0,0,0,0,1000,"","",1000,"","","","","","","","","",90.,92.,0.
18,"Padding","pool3_pad",1691.,0,0,0,0,0,128,56,56,128,57,57,"","","","","","","",4695.,4864.,0.
34,"Padding","pool5_pad",987.,0,0,0,0,0,256,28,28,256,29,29,"","","","","","","",2405.,2569.,0.
3,"Pooling","pool1",2505.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",10319.,2627.,0.
19,"Pooling","pool3",1409.,0,0,903168,0,0,128,57,57,128,28,28,"Max",3,3,2,2,"","",4865.,1258.,0.
35,"Pooling","pool5",842.,0,0,451584,0,0,256,29,29,256,14,14,"Max",3,3,2,2,"","",2568.,675.,0.
69,"Softmax","probabilities",170.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",92.,91.,0.
