"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time"
37,"Elementwise","DigitCaps/v/1",159.,0,0,0,0,160,10,16,"",10,16,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",67.,68.,1.0062893081761006
44,"Elementwise","Norm/3",149.,0,0,0,10,0,10,"","",10,"","","Sqrt","","","","","","",68.,68.,0.
39,"Elementwise","DigitCaps/v/3",151.,10,10,0,10,0,10,"","",10,"","","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[5], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Sqrt, NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Plus, 1., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[4] -> {Power, NeuralNetworks`Private`ScalarSymbol[3], -1.}, NeuralNetworks`Private`ScalarSymbol[5] -> {Times, NeuralNetworks`Private`ScalarSymbol[2], NeuralNetworks`Private`ScalarSymbol[4]}|>]","","","","","","",67.,67.,0.
23,"Elementwise","DynamicRouting/2/Net/capsule/v/3",153.,10,10,0,10,0,10,"","",10,"","","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[5], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Sqrt, NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Plus, 1., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[4] -> {Power, NeuralNetworks`Private`ScalarSymbol[3], -1.}, NeuralNetworks`Private`ScalarSymbol[5] -> {Times, NeuralNetworks`Private`ScalarSymbol[2], NeuralNetworks`Private`ScalarSymbol[4]}|>]","","","","","","",67.,67.,0.
2,"Elementwise","ReLUConv1/2",508.,0,0,102400,0,102400,256,20,20,256,20,20,"Ramp","","","","","","",2132.,2129.,201.57480314960628
48,"Elementwise","Reconstruct/2",151.,0,0,512,0,512,512,"","",512,"","","Ramp","","","","","","",77.,77.,3.390728476821192
52,"Elementwise","Reconstruct/6",262.,784,784,0,784,0,784,"","",784,"","","LogisticSigmoid","","","","","","",81.,81.,0.
50,"Elementwise","Reconstruct/4",264.,0,0,1024,0,1024,1024,"","",1024,"","","Ramp","","","","","","",84.,83.,3.878787878787879
6,"Elementwise","PrimaryCaps/4/1",201.,0,0,0,0,9216,1152,8,"",1152,8,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",234.,233.,45.850746268656714
8,"Elementwise","PrimaryCaps/4/3",193.,1152,1152,0,1152,0,1152,"","",1152,"","","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[5], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Sqrt, NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Plus, 1., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[4] -> {Power, NeuralNetworks`Private`ScalarSymbol[3], -1.}, NeuralNetworks`Private`ScalarSymbol[5] -> {Times, NeuralNetworks`Private`ScalarSymbol[2], NeuralNetworks`Private`ScalarSymbol[4]}|>]","","","","","","",86.,85.,0.
46,"Extract","Pick/2",202.,0,0,0,0,0,10,16,"",16,"","","","","","","","","",67.,68.,0.
29,"Flatten","DynamicRouting/2/Net/dots_flatten",199.,0,0,0,0,0,1152,10,"",11520,"","","","","","","","","",205.,202.,0.
47,"Linear","Reconstruct/1",151.,0,0,0,0,8192,16,"","",512,"","","","","","","","","",67.,75.,54.25165562913907
49,"Linear","Reconstruct/3",289.,0,0,0,0,524288,512,"","",1024,"","","","","","","","","",76.,82.,1814.1453287197232
51,"Linear","Reconstruct/5",326.,0,0,0,0,802816,1024,"","",784,"","","","","","","","","",83.,80.,2462.6257668711655
45,"Ordering","Pick/1",148.,"(10*Log[10])/Log[2]",0,0,0,0,10,"","",1,"","","","","","","","","",68.,67.,0.
26,"Replicate","DynamicRouting/2/Net/dots/1",5901.,0,0,0,0,0,10,16,"",1152,10,16,"","","","","","","",67.,2189.,0.
40,"Replicate","DigitCaps/v/4",151.,0,0,0,0,0,10,"","",10,16,"","","","","","","","",67.,67.,0.
24,"Replicate","DynamicRouting/2/Net/capsule/v/4",153.,0,0,0,0,0,10,"","",10,16,"","","","","","","","",65.,68.,0.
12,"Replicate","PrimaryPredVects/1",48863.,0,0,0,0,0,1152,8,"",1152,10,16,"","","","","","","",237.,2416.,0.
15,"Replicate","DynamicRouting/1",11618.,0,0,0,0,0,1152,10,16,2,1152,10,"","","","","","","",2412.,409.,0.
34,"Replicate","DigitCaps/s/1",5900.,0,0,0,0,0,1152,10,"",1152,10,16,"","","","","","","",206.,2189.,0.
18,"Replicate","DynamicRouting/2/Net/capsule/s/1",5930.,0,0,0,0,0,1152,10,"",1152,10,16,"","","","","","","",206.,2190.,0.
9,"Replicate","PrimaryCaps/4/4",452.,0,0,0,0,0,1152,"","",1152,8,"","","","","","","","",84.,174.,0.
5,"Reshape","PrimaryCaps/3",204.,0,0,0,0,0,6,6,256,1152,8,"","","","","","","","",303.,303.,0.
53,"Reshape","Reconstruct/7",155.,0,0,0,0,0,784,"","",1,28,28,"","","","","","","",82.,79.,0.
16,"Reshape","DynamicRouting/2/Net/capsule/c/1",190.,0,0,0,0,0,11520,"","",1152,10,"","","","","","","","",265.,265.,0.
32,"Reshape","DigitCaps/c/1",190.,0,0,0,0,0,11520,"","",1152,10,"","","","","","","","",204.,205.,0.
31,"SequenceLast","DynamicRouting/3",410.,0,0,0,0,0,2,11520,"",11520,"","","","","","","","","",331.,204.,0.
17,"Softmax","DynamicRouting/2/Net/capsule/c/2",392.,11520,11520,0,11520,0,1152,10,"",1152,10,"","","","","","","","",266.,204.,0.
33,"Softmax","DigitCaps/c/2",392.,11520,11520,0,11520,0,1152,10,"",1152,10,"","","","","","","","",203.,205.,0.
41,"Threading","DigitCaps/v/5",170.,0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",68.,68.,1.8823529411764706
25,"Threading","DynamicRouting/2/Net/capsule/v/5",173.,0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",68.,68.,1.8497109826589595
10,"Threading","PrimaryCaps/4/5",228.,0,0,0,0,18432,1152,8,"",1152,8,"","Times","","","","","","",175.,175.,80.84210526315789
35,"Threading","DigitCaps/s/2",830.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2186.,2187.,444.1445783132531
27,"Threading","DynamicRouting/2/Net/dots/2",841.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2183.,2187.,438.33531510107014
19,"Threading","DynamicRouting/2/Net/capsule/s/2",844.,0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2186.,2187.,436.77725118483414
13,"Threading","PrimaryPredVects/3",8317.,0,0,0,0,2949120,1152,10,16,1152,10,16,"Times","","","","","","",2411.,2417.,354.58939521462065
30,"Threading","DynamicRouting/2/Net/new_b",222.,23040,0,0,0,0,11520,"","",11520,"","","Plus","","","","","","",204.,203.,0.
4,"Transpose","PrimaryCaps/2",275.,0,0,0,0,0,256,6,6,6,6,256,"","","","","","","",303.,303.,0.
