"index","kind","name","time","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","mad/time"
94,"Elementwise","inception_4d/relu_5x5",207.,0,0,12544,0,12544,64,14,14,64,14,14,"Ramp","","","","","","",60.59903381642512
14,"Elementwise","inception_3a/relu_1x1",334.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",150.22754491017966
39,"Elementwise","inception_3b/relu_pool_proj",340.,0,0,50176,0,50176,64,28,28,64,28,28,"Ramp","","","","","","",147.57647058823528
7,"Elementwise","conv2_relu_3x3_reduce",787.,0,0,200704,0,200704,64,56,56,64,56,56,"Ramp","","","","","","",255.02414231257941
2,"Elementwise","conv1_relu_7x7",2945.,0,0,802816,0,802816,64,112,112,64,112,112,"Ramp","","","","","","",272.6030560271647
46,"Elementwise","inception_4a/relu_3x3_reduce",236.,0,0,18816,0,18816,96,14,14,96,14,14,"Ramp","","","","","","",79.72881355932203
36,"Elementwise","inception_3b/relu_5x5",402.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",187.22388059701493
16,"Elementwise","inception_3a/relu_3x3_reduce",414.,0,0,75264,0,75264,96,28,28,96,28,28,"Ramp","","","","","","",181.79710144927535
60,"Elementwise","inception_4b/relu_3x3_reduce",248.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",88.51612903225806
86,"Elementwise","inception_4d/relu_1x1",249.,0,0,21952,0,21952,112,14,14,112,14,14,"Ramp","","","","","","",88.16064257028111
138,"Elementwise","inception_5b/relu_5x5",177.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",35.43502824858757
127,"Elementwise","inception_5a/relu_pool_proj",179.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",35.039106145251395
124,"Elementwise","inception_5a/relu_5x5",180.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.84444444444445
141,"Elementwise","inception_5b/relu_pool_proj",180.,0,0,6272,0,6272,128,7,7,128,7,7,"Ramp","","","","","","",34.84444444444445
72,"Elementwise","inception_4c/relu_1x1",258.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",97.24031007751938
108,"Elementwise","inception_4e/relu_5x5",258.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",97.24031007751938
111,"Elementwise","inception_4e/relu_pool_proj",259.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",96.86486486486487
74,"Elementwise","inception_4c/relu_3x3_reduce",262.,0,0,25088,0,25088,128,14,14,128,14,14,"Ramp","","","","","","",95.7557251908397
18,"Elementwise","inception_3a/relu_3x3",487.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",206.06160164271049
28,"Elementwise","inception_3b/relu_1x1",493.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",203.55375253549695
30,"Elementwise","inception_3b/relu_3x3_reduce",495.,0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",202.73131313131313
88,"Elementwise","inception_4d/relu_3x3_reduce",271.,0,0,28224,0,28224,144,14,14,144,14,14,"Ramp","","","","","","",104.14760147601476
118,"Elementwise","inception_5a/relu_3x3_reduce",194.,0,0,7840,0,7840,160,7,7,160,7,7,"Ramp","","","","","","",40.41237113402062
58,"Elementwise","inception_4b/relu_1x1",276.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",113.62318840579711
102,"Elementwise","inception_4e/relu_3x3_reduce",276.,0,0,31360,0,31360,160,14,14,160,14,14,"Ramp","","","","","","",113.62318840579711
132,"Elementwise","inception_5b/relu_3x3_reduce",188.,0,0,9408,0,9408,192,7,7,192,7,7,"Ramp","","","","","","",50.04255319148936
44,"Elementwise","inception_4a/relu_1x1",301.,0,0,37632,0,37632,192,14,14,192,14,14,"Ramp","","","","","","",125.0232558139535
32,"Elementwise","inception_3b/relu_3x3",643.,0,0,150528,0,150528,192,28,28,192,28,28,"Ramp","","","","","","",234.10264385692068
9,"Elementwise","conv2_relu_3x3",2070.,0,0,602112,0,602112,192,56,56,192,56,56,"Ramp","","","","","","",290.8753623188406
48,"Elementwise","inception_4a/relu_3x3",455.,0,0,40768,0,40768,208,14,14,208,14,14,"Ramp","","","","","","",89.6
62,"Elementwise","inception_4b/relu_3x3",317.,0,0,43904,0,43904,224,14,14,224,14,14,"Ramp","","","","","","",138.49842271293375
116,"Elementwise","inception_5a/relu_1x1",206.,0,0,12544,0,12544,256,7,7,256,7,7,"Ramp","","","","","","",60.89320388349514
100,"Elementwise","inception_4e/relu_1x1",331.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",151.58912386706947
76,"Elementwise","inception_4c/relu_3x3",346.,0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",145.0173410404624
90,"Elementwise","inception_4d/relu_3x3",366.,0,0,56448,0,56448,288,14,14,288,14,14,"Ramp","","","","","","",154.2295081967213
120,"Elementwise","inception_5a/relu_3x3",218.,0,0,15680,0,15680,320,7,7,320,7,7,"Ramp","","","","","","",71.92660550458716
104,"Elementwise","inception_4e/relu_3x3",380.,0,0,62720,0,62720,320,14,14,320,14,14,"Ramp","","","","","","",165.05263157894737
130,"Elementwise","inception_5b/relu_1x1",235.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",80.06808510638298
134,"Elementwise","inception_5b/relu_3x3",364.,0,0,18816,0,18816,384,7,7,384,7,7,"Ramp","","","","","","",51.69230769230769
145,"Flatten","flatten_0",161.,0,0,0,0,0,1024,1,1,1024,"","","","","","","","","",0.
146,"Linear","loss3_classifier",245.,0,0,0,0,1024000,1024,"","",1000,"","","","","","","","","",4179.591836734694
5,"LocalResponseNormalization","pool1_norm1",4134.,401408,0,0,0,0,64,56,56,64,56,56,"","","","","","","",0.
10,"LocalResponseNormalization","conv2_norm2",12080.,1204224,0,0,0,0,192,56,56,192,56,56,"","","","","","","",0.
3,"Padding","pool1_3x3_s2_pad",3533.,0,0,0,0,0,64,112,112,64,113,113,"","","","","","","",0.
11,"Padding","pool2_3x3_s2_pad",2508.,0,0,0,0,0,192,56,56,192,57,57,"","","","","","","",0.
41,"Padding","pool3_3x3_s2_pad",1588.,0,0,0,0,0,480,28,28,480,29,29,"","","","","","","",0.
113,"Padding","pool4_3x3_s2_pad",880.,0,0,0,0,0,832,14,14,832,15,15,"","","","","","","",0.
23,"Pooling","inception_3a/pool",1961.,0,0,1354752,0,0,192,28,28,192,28,28,"Max",3,3,1,1,"","",0.
37,"Pooling","inception_3b/pool",2201.,0,0,1806336,0,0,256,28,28,256,28,28,"Max",3,3,1,1,"","",0.
53,"Pooling","inception_4a/pool",1368.,0,0,846720,0,0,480,14,14,480,14,14,"Max",3,3,1,1,"","",0.
95,"Pooling","inception_4d/pool",1240.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
67,"Pooling","inception_4b/pool",1627.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
81,"Pooling","inception_4c/pool",2018.,0,0,903168,0,0,512,14,14,512,14,14,"Max",3,3,1,1,"","",0.
109,"Pooling","inception_4e/pool",1275.,0,0,931392,0,0,528,14,14,528,14,14,"Max",3,3,1,1,"","",0.
125,"Pooling","inception_5a/pool",587.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",0.
139,"Pooling","inception_5b/pool",886.,0,0,366912,0,0,832,7,7,832,7,7,"Max",3,3,1,1,"","",0.
4,"Pooling","pool1_3x3_s2",2537.,0,0,1806336,0,0,64,113,113,64,56,56,"Max",3,3,2,2,"","",0.
12,"Pooling","pool2_3x3_s2",1975.,0,0,1354752,0,0,192,57,57,192,28,28,"Max",3,3,2,2,"","",0.
42,"Pooling","pool3_3x3_s2",1316.,0,0,846720,0,0,480,29,29,480,14,14,"Max",3,3,2,2,"","",0.
114,"Pooling","pool4_3x3_s2",713.,0,0,366912,0,0,832,15,15,832,7,7,"Max",3,3,2,2,"","",0.
143,"Pooling","pool5_7x7_s1",304.,50176,0,0,0,0,1024,7,7,1024,1,1,"Mean",7,7,1,1,"","",0.
147,"Softmax","prob",185.,1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",0.
