"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
24,"BatchNormalization","3_1/3/conv3_1_linear_bn",100352,100352,0,0,0,32,56,56,32,56,56,"","","","","","","",1229.,1228.,0.,72.1333
25,"Threading","3_1/4",200704,0,0,0,0,32,56,56,32,56,56,"Plus","","","","","","",1229.,1223.,0.,82.9667
26,"Convolution","3_2/1/conv3_2_expand",0,0,0,0,19267584,32,56,56,192,56,56,"",1,1,1,1,1,1,1229.,6969.,9362.285714285714,534.9333
27,"BatchNormalization","3_2/1/conv3_2_expand_bn",602112,602112,0,0,0,192,56,56,192,56,56,"","","","","","","",6968.,6968.,0.,367.23330000000004
28,"Elementwise","3_2/1/relu3_2_expand",0,0,1204224,0,0,192,56,56,192,56,56,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",6973.,6967.,0.,565.2
29,"Convolution","3_2/2/conv3_2_dwise",0,0,0,0,1354752,192,56,56,192,28,28,"",3,3,2,2,1,1,6981.,1800.,509.8803161460294,1782.2667000000001
30,"BatchNormalization","3_2/2/conv3_2_dwise_bn",150528,150528,0,0,0,192,28,28,192,28,28,"","","","","","","",1800.,1801.,0.,74.36670000000001
31,"Elementwise","3_2/2/relu3_2_dwise",0,0,301056,0,0,192,28,28,192,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1801.,1803.,0.,128.5667
32,"Convolution","3_2/3/conv3_2_linear",0,0,0,0,7225344,192,28,28,48,28,28,"",1,1,1,1,1,1,1804.,502.,15949.986754966887,84.2333
33,"BatchNormalization","3_2/3/conv3_2_linear_bn",37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",499.,499.,0.,52.
34,"Convolution","4_1/1/conv4_1_expand",0,0,0,0,10838016,48,28,28,288,28,28,"",1,1,1,1,1,1,499.,2667.,11277.852237252862,234.8667
35,"BatchNormalization","4_1/1/conv4_1_expand_bn",225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",2663.,2661.,0.,112.4333
36,"Elementwise","4_1/1/relu4_1_expand",0,0,451584,0,0,288,28,28,288,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",2657.,2657.,0.,195.
37,"Convolution","4_1/2/conv4_1_dwise",0,0,0,0,2032128,288,28,28,288,28,28,"",3,3,1,1,1,1,2657.,2667.,727.5789473684212,1969.4667000000002
38,"BatchNormalization","4_1/2/conv4_1_dwise_bn",225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",2664.,2658.,0.,102.6333
39,"Elementwise","4_1/2/relu4_1_dwise",0,0,451584,0,0,288,28,28,288,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",2656.,2656.,0.,183.16670000000002
40,"Convolution","4_1/3/conv4_1_linear",0,0,0,0,10838016,288,28,28,48,28,28,"",1,1,1,1,1,1,2660.,502.,21168.,96.7
41,"BatchNormalization","4_1/3/conv4_1_linear_bn",37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",497.,499.,0.,53.4667
42,"Threading","4_1/4",75264,0,0,0,0,48,28,28,48,28,28,"Plus","","","","","","",497.,499.,0.,47.9333
43,"Convolution","4_2/1/conv4_2_expand",0,0,0,0,10838016,48,28,28,288,28,28,"",1,1,1,1,1,1,495.,2659.,11678.896551724138,231.9667
44,"BatchNormalization","4_2/1/conv4_2_expand_bn",225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",2662.,2661.,0.,165.4
45,"Elementwise","4_2/1/relu4_2_expand",0,0,451584,0,0,288,28,28,288,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",2668.,2659.,0.,329.40000000000003
46,"Convolution","4_2/2/conv4_2_dwise",0,0,0,0,2032128,288,28,28,288,28,28,"",3,3,1,1,1,1,2666.,2660.,733.6202166064982,1971.5667
47,"BatchNormalization","4_2/2/conv4_2_dwise_bn",225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",2657.,2662.,0.,102.1333
48,"Elementwise","4_2/2/relu4_2_dwise",0,0,451584,0,0,288,28,28,288,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",2668.,2657.,0.,182.
49,"Convolution","4_2/3/conv4_2_linear",0,0,0,0,10838016,288,28,28,48,28,28,"",1,1,1,1,1,1,2663.,499.,21589.673306772907,130.26670000000001
50,"BatchNormalization","4_2/3/conv4_2_linear_bn",37632,37632,0,0,0,48,28,28,48,28,28,"","","","","","","",498.,500.,0.,53.900000000000006
51,"Threading","4_2/4",75264,0,0,0,0,48,28,28,48,28,28,"Plus","","","","","","",497.,499.,0.,48.
52,"Convolution","4_3/1/conv4_3_expand",0,0,0,0,10838016,48,28,28,288,28,28,"",1,1,1,1,1,1,496.,2657.,12028.874583795783,231.9333
53,"BatchNormalization","4_3/1/conv4_3_expand_bn",225792,225792,0,0,0,288,28,28,288,28,28,"","","","","","","",2656.,2655.,0.,165.3667
54,"Elementwise","4_3/1/relu4_3_expand",0,0,451584,0,0,288,28,28,288,28,28,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",2656.,2661.,0.,328.86670000000004
55,"Convolution","4_3/2/conv4_3_dwise",0,0,0,0,508032,288,28,28,288,14,14,"",3,3,2,2,1,1,2666.,717.,437.5813953488372,902.9333
56,"BatchNormalization","4_3/2/conv4_3_dwise_bn",56448,56448,0,0,0,288,14,14,288,14,14,"","","","","","","",716.,715.,0.,47.6667
57,"Elementwise","4_3/2/relu4_3_dwise",0,0,112896,0,0,288,14,14,288,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",718.,716.,0.,62.166700000000006
58,"Convolution","4_3/3/conv4_3_linear",0,0,0,0,4967424,288,14,14,88,14,14,"",1,1,1,1,1,1,714.,270.,15098.553191489362,85.83330000000001
59,"BatchNormalization","4_3/3/conv4_3_linear_bn",17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",267.,267.,0.,41.4333
60,"Convolution","4_4/1/conv4_4_expand",0,0,0,0,9106944,88,14,14,528,14,14,"",1,1,1,1,1,1,267.,1263.,16498.08695652174,152.7333
61,"BatchNormalization","4_4/1/conv4_4_expand_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1261.,1264.,0.,107.2333
62,"Elementwise","4_4/1/relu4_4_expand",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1265.,1269.,0.,167.3
63,"Convolution","4_4/2/conv4_4_dwise",0,0,0,0,931392,528,14,14,528,14,14,"",3,3,1,1,1,1,1262.,1264.,641.8966230186079,1066.
64,"BatchNormalization","4_4/2/conv4_4_dwise_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1264.,1262.,0.,76.83330000000001
65,"Elementwise","4_4/2/relu4_4_dwise",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1262.,1263.,0.,105.9
66,"Convolution","4_4/3/conv4_4_linear",0,0,0,0,9106944,528,14,14,88,14,14,"",1,1,1,1,1,1,1262.,269.,24028.87598944591,88.4
67,"BatchNormalization","4_4/3/conv4_4_linear_bn",17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",268.,270.,0.,36.3333
68,"Threading","4_4/4",34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",268.,267.,0.,33.8333
69,"Convolution","4_5/1/conv4_5_expand",0,0,0,0,9106944,88,14,14,528,14,14,"",1,1,1,1,1,1,269.,1265.,16618.51094890511,107.
70,"BatchNormalization","4_5/1/conv4_5_expand_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1263.,1260.,0.,76.9333
71,"Elementwise","4_5/1/relu4_5_expand",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1265.,1266.,0.,106.06670000000001
72,"Convolution","4_5/2/conv4_5_dwise",0,0,0,0,931392,528,14,14,528,14,14,"",3,3,1,1,1,1,1262.,1267.,643.6710435383552,1062.7
73,"BatchNormalization","4_5/2/conv4_5_dwise_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1262.,1263.,0.,77.
74,"Elementwise","4_5/2/relu4_5_dwise",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1265.,1265.,0.,105.30000000000001
75,"Convolution","4_5/3/conv4_5_linear",0,0,0,0,9106944,528,14,14,88,14,14,"",1,1,1,1,1,1,1264.,269.,23471.505154639173,87.1333
76,"BatchNormalization","4_5/3/conv4_5_linear_bn",17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",268.,269.,0.,36.1
77,"Threading","4_5/4",34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",269.,269.,0.,34.
78,"Convolution","4_6/1/conv4_6_expand",0,0,0,0,9106944,88,14,14,528,14,14,"",1,1,1,1,1,1,268.,1264.,16618.51094890511,107.6333
79,"BatchNormalization","4_6/1/conv4_6_expand_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1261.,1264.,0.,76.6667
80,"Elementwise","4_6/1/relu4_6_expand",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1260.,1265.,0.,105.56670000000001
81,"Convolution","4_6/2/conv4_6_dwise",0,0,0,0,931392,528,14,14,528,14,14,"",3,3,1,1,1,1,1260.,1264.,641.4545454545455,1061.1333
82,"BatchNormalization","4_6/2/conv4_6_dwise_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1262.,1264.,0.,76.33330000000001
83,"Elementwise","4_6/2/relu4_6_dwise",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1264.,1264.,0.,105.56670000000001
84,"Convolution","4_6/3/conv4_6_linear",0,0,0,0,9106944,528,14,14,88,14,14,"",1,1,1,1,1,1,1259.,267.,23532.15503875969,84.0667
85,"BatchNormalization","4_6/3/conv4_6_linear_bn",17248,17248,0,0,0,88,14,14,88,14,14,"","","","","","","",267.,266.,0.,36.7
86,"Threading","4_6/4",34496,0,0,0,0,88,14,14,88,14,14,"Plus","","","","","","",266.,265.,0.,28.8
87,"Convolution","4_7/1/conv4_7_expand",0,0,0,0,9106944,88,14,14,528,14,14,"",1,1,1,1,1,1,265.,1263.,16648.89213893967,106.2667
88,"BatchNormalization","4_7/1/conv4_7_expand_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1259.,1262.,0.,76.60000000000001
89,"Elementwise","4_7/1/relu4_7_expand",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1260.,1262.,0.,106.
90,"Convolution","4_7/2/conv4_7_dwise",0,0,0,0,931392,528,14,14,528,14,14,"",3,3,1,1,1,1,1262.,1263.,641.8966230186079,1060.4333000000001
91,"BatchNormalization","4_7/2/conv4_7_dwise_bn",103488,103488,0,0,0,528,14,14,528,14,14,"","","","","","","",1264.,1265.,0.,76.60000000000001
92,"Elementwise","4_7/2/relu4_7_dwise",0,0,206976,0,0,528,14,14,528,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1262.,1266.,0.,107.60000000000001
93,"Convolution","4_7/3/conv4_7_linear",0,0,0,0,14074368,528,14,14,136,14,14,"",1,1,1,1,1,1,1267.,373.,30730.061135371176,129.2333
94,"BatchNormalization","4_7/3/conv4_7_linear_bn",26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",375.,373.,0.,41.9667
95,"Convolution","5_1/1/conv5_1_expand",0,0,0,0,21751296,136,14,14,816,14,14,"",1,1,1,1,1,1,374.,1908.,28771.555555555555,176.0667
96,"BatchNormalization","5_1/1/conv5_1_expand_bn",159936,159936,0,0,0,816,14,14,816,14,14,"","","","","","","",1911.,1906.,0.,101.1667
97,"Elementwise","5_1/1/relu5_1_expand",0,0,319872,0,0,816,14,14,816,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1907.,1908.,0.,143.3333
98,"Convolution","5_1/2/conv5_1_dwise",0,0,0,0,1439424,816,14,14,816,14,14,"",3,3,1,1,1,1,1906.,1909.,673.2572497661366,1580.6000000000001
99,"BatchNormalization","5_1/2/conv5_1_dwise_bn",159936,159936,0,0,0,816,14,14,816,14,14,"","","","","","","",1910.,1909.,0.,85.6333
100,"Elementwise","5_1/2/relu5_1_dwise",0,0,319872,0,0,816,14,14,816,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1910.,1906.,0.,133.0333
101,"Convolution","5_1/3/conv5_1_linear",0,0,0,0,21751296,816,14,14,136,14,14,"",1,1,1,1,1,1,1907.,375.,41749.128598848365,185.76670000000001
102,"BatchNormalization","5_1/3/conv5_1_linear_bn",26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",374.,375.,0.,47.
103,"Threading","5_1/4",53312,0,0,0,0,136,14,14,136,14,14,"Plus","","","","","","",374.,375.,0.,37.
104,"Convolution","5_2/1/conv5_2_expand",0,0,0,0,21751296,136,14,14,816,14,14,"",1,1,1,1,1,1,372.,1904.,30765.62376237624,174.0333
105,"BatchNormalization","5_2/1/conv5_2_expand_bn",159936,159936,0,0,0,816,14,14,816,14,14,"","","","","","","",1909.,1910.,0.,98.53330000000001
106,"Elementwise","5_2/1/relu5_2_expand",0,0,319872,0,0,816,14,14,816,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1909.,1906.,0.,146.20000000000002
107,"Convolution","5_2/2/conv5_2_dwise",0,0,0,0,1439424,816,14,14,816,14,14,"",3,3,1,1,1,1,1909.,1908.,658.4739249771272,1598.0667
108,"BatchNormalization","5_2/2/conv5_2_dwise_bn",159936,159936,0,0,0,816,14,14,816,14,14,"","","","","","","",1905.,1905.,0.,98.06670000000001
109,"Elementwise","5_2/2/relu5_2_dwise",0,0,319872,0,0,816,14,14,816,14,14,"NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Max, 0., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Min, 6., NeuralNetworks`Private`ScalarSymbol[2]}|>]","","","","","","",1910.,1910.,0.,145.9
110,"Convolution","5_2/3/conv5_2_linear",0,0,0,0,21751296,816,14,14,136,14,14,"",1,1,1,1,1,1,1908.,375.,41352.273764258556,178.2333
111,"BatchNormalization","5_2/3/conv5_2_linear_bn",26656,26656,0,0,0,136,14,14,136,14,14,"","","","","","","",371.,373.,0.,40.
112,"Threading","5_2/4",53312,0,0,0,0,136,14,14,136,14,14,"Plus","","","","","","",373.,373.,0.,42.6667
113,"Convolution","5_3/1/conv5_3_expand",0,0,0,0,21751296,136,14,14,816,14,14,"",1,1,1,1,1,1,373.,1906.,30678.837799717912,244.4667
114,"BatchNormalization","5_3/1/conv5_3_expand_bn",159936,159936,0,0,0,816,14,14,816,14,14,"","","","","","","",1905.,1906.,0.,95.7667
