"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
30,"Elementwise","relu5_1",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1262.,1262.,197.15520628683691,57.3333
31,"Convolution","conv5_2",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1259.,1260.,157447.0602655771,2488.0667000000003
32,"Elementwise","relu5_2",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1260.,1263.,197.54330708661416,58.2333
33,"Convolution","conv5_3",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1260.,1260.,157447.0602655771,2469.8667
34,"Elementwise","relu5_3",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1260.,1261.,196.76862745098038,57.666700000000006
35,"Convolution","conv5_4",0,0,0,0,462422016,512,14,14,512,14,14,"",3,3,1,1,1,1,1262.,1262.,157500.68664850135,2477.2667
36,"Elementwise","relu5_4",0,0,100352,0,100352,512,14,14,512,14,14,"Ramp","","","","","","",1262.,1260.,197.9329388560158,58.300000000000004
37,"Pooling","pool5",0,0,100352,0,0,512,14,14,512,7,7,"Max",2,2,2,2,"","",1258.,379.,0.,153.66670000000002
38,"Flatten","flatten_0",0,0,0,0,0,512,7,7,25088,"","","","","","","","","",380.,381.,0.,25.7667
39,"Linear","fc6",0,0,0,0,102760448,25088,"","",4096,"","","","","","","","","",379.,127.,12553.194234058148,7948.5667
40,"Elementwise","relu6",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",128.,127.,22.629834254143645,24.400000000000002
41,"Dropout","drop6",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,126.,23.01123595505618,24.
42,"Linear","fc7",0,0,0,0,16777216,4096,"","",4096,"","","","","","","","","",128.,128.,10965.50065359477,1301.5667
43,"Elementwise","relu7",0,0,4096,0,4096,4096,"","",4096,"","","Ramp","","","","","","",127.,128.,22.88268156424581,35.
44,"Dropout","drop7",0,0,0,0,4096,4096,"","",4096,"","","","","","","","","",128.,127.,22.755555555555556,35.
45,"Linear","fc8",0,0,0,0,4096000,4096,"","",1000,"","","","","","","","","",128.,92.,10163.771712158808,219.8
46,"Softmax","prob",1000,1000,0,1000,0,1000,"","",1000,"","","","","","","","","",92.,90.,0.,42.133300000000006
