"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
39,"Convolution","stage2_unit1/conv1",0,0,0,0,102760448,256,56,56,128,56,56,"",1,1,1,1,1,1,9351.,4705.,47974.06535947713,634.2667
40,"BatchNormalization","stage2_unit1/bn2",401408,401408,0,0,0,128,56,56,128,56,56,"","","","","","","",4700.,4705.,0.,179.8667
41,"Elementwise","stage2_unit1/relu2",0,0,401408,0,401408,128,56,56,128,56,56,"Ramp","","","","","","",4703.,4702.,297.3392592592592,166.3667
42,"Convolution","stage2_unit1/conv2",0,0,0,0,115605504,128,56,56,128,28,28,"",3,3,2,2,1,1,4706.,1257.,54147.77704918033,1292.3
43,"BatchNormalization","stage2_unit1/bn3",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1257.,1258.,0.,65.3
44,"Elementwise","stage2_unit1/relu3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1257.,1258.,190.42125237191652,57.7333
45,"Convolution","stage2_unit1/conv3",0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,1258.,4704.,36336.792079207924,197.7333
46,"Convolution","stage2_unit1/sc",0,0,0,0,102760448,256,56,56,512,28,28,"",1,1,2,2,1,1,9351.,4706.,40329.846153846156,543.5667000000001
47,"Threading","stage2_unit1/_plus_stage2_unit1",802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",4697.,4704.,0.,218.2333
48,"BatchNormalization","stage2_unit2/bn1",401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4705.,4702.,0.,184.8667
49,"Elementwise","stage2_unit2/relu1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4705.,4699.,289.8252707581227,166.8333
50,"Convolution","stage2_unit2/conv1",0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,4698.,1256.,55247.55268817204,227.16670000000002
51,"BatchNormalization","stage2_unit2/bn2",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1256.,1258.,0.,65.0333
52,"Elementwise","stage2_unit2/relu2",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1259.,1258.,200.704,57.2667
53,"Convolution","stage2_unit2/conv2",0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,1258.,1257.,68123.45550972303,1268.4333000000001
54,"BatchNormalization","stage2_unit2/bn3",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1258.,1257.,0.,66.4
55,"Elementwise","stage2_unit2/relu3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1255.,1257.,196.3835616438356,58.800000000000004
56,"Convolution","stage2_unit2/conv3",0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,1257.,4702.,39102.14916286149,198.7333
57,"Threading","stage2_unit2/_plus_stage2_unit2",802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",4698.,4702.,0.,221.20000000000002
58,"BatchNormalization","stage2_unit3/bn1",401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4701.,4704.,0.,183.60000000000002
59,"Elementwise","stage2_unit3/relu1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4704.,4708.,299.3348247576435,168.3667
60,"Convolution","stage2_unit3/conv1",0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,4706.,1257.,50670.83234714004,230.0667
61,"BatchNormalization","stage2_unit3/bn2",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1256.,1258.,0.,63.2667
62,"Elementwise","stage2_unit3/relu2",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1257.,1256.,192.24521072796935,59.
63,"Convolution","stage2_unit3/conv2",0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,1256.,1256.,60749.082501313715,1264.4
64,"BatchNormalization","stage2_unit3/bn3",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1259.,1224.,0.,67.7333
65,"Elementwise","stage2_unit3/relu3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1222.,1226.,201.9154929577465,59.300000000000004
66,"Convolution","stage2_unit3/conv3",0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,1223.,4678.,36517.572139303484,197.3333
67,"Threading","stage2_unit3/_plus_stage2_unit3",802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",4682.,4676.,0.,220.5667
68,"BatchNormalization","stage2_unit4/bn1",401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4679.,4687.,0.,183.4667
69,"Elementwise","stage2_unit4/relu1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4671.,4679.,295.3701250919794,165.8333
70,"Convolution","stage2_unit4/conv1",0,0,0,0,51380224,512,28,28,128,28,28,"",1,1,1,1,1,1,4678.,1225.,50871.50891089109,230.5667
71,"BatchNormalization","stage2_unit4/bn2",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1227.,1226.,0.,66.9333
72,"Elementwise","stage2_unit4/relu2",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1225.,1222.,194.85825242718445,58.7
73,"Convolution","stage2_unit4/conv2",0,0,0,0,115605504,128,28,28,128,28,28,"",3,3,1,1,1,1,1231.,1225.,68123.45550972303,1265.6000000000001
74,"BatchNormalization","stage2_unit4/bn3",100352,100352,0,0,0,128,28,28,128,28,28,"","","","","","","",1225.,1226.,0.,65.2
75,"Elementwise","stage2_unit4/relu3",0,0,100352,0,100352,128,28,28,128,28,28,"Ramp","","","","","","",1222.,1224.,197.54330708661416,57.033300000000004
76,"Convolution","stage2_unit4/conv3",0,0,0,0,51380224,128,28,28,512,28,28,"",1,1,1,1,1,1,1223.,4678.,38953.9226686884,197.5
77,"Threading","stage2_unit4/_plus_stage2_unit4",802816,0,0,0,0,512,28,28,512,28,28,"Plus","","","","","","",4674.,4677.,0.,219.10000000000002
78,"BatchNormalization","stage3_unit1/bn1",401408,401408,0,0,0,512,28,28,512,28,28,"","","","","","","",4677.,4672.,0.,182.8667
79,"Elementwise","stage3_unit1/relu1",0,0,401408,0,401408,512,28,28,512,28,28,"Ramp","","","","","","",4672.,4672.,289.6161616161616,167.13330000000002
80,"Convolution","stage3_unit1/conv1",0,0,0,0,102760448,512,28,28,256,28,28,"",1,1,1,1,1,1,4673.,2374.,79107.35026943803,369.36670000000004
81,"BatchNormalization","stage3_unit1/bn2",200704,200704,0,0,0,256,28,28,256,28,28,"","","","","","","",2375.,2374.,0.,104.6667
82,"Elementwise","stage3_unit1/relu2",0,0,200704,0,200704,256,28,28,256,28,28,"Ramp","","","","","","",2379.,2376.,249.3217391304348,94.2667
83,"Convolution","stage3_unit1/conv2",0,0,0,0,115605504,256,28,28,256,14,14,"",3,3,2,2,1,1,2373.,645.,90813.43597800472,837.6667
84,"BatchNormalization","stage3_unit1/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",643.,646.,0.,47.6667
85,"Elementwise","stage3_unit1/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",644.,643.,142.1416430594901,40.300000000000004
86,"Convolution","stage3_unit1/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,645.,2372.,57536.645016797316,204.20000000000002
87,"Convolution","stage3_unit1/sc",0,0,0,0,102760448,512,28,28,1024,14,14,"",1,1,2,2,1,1,4676.,2378.,76858.97382198952,479.23330000000004
88,"Threading","stage3_unit1/_plus_stage3_unit1",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2372.,2376.,0.,125.36670000000001
89,"BatchNormalization","stage3_unit2/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2376.,2382.,0.,115.33330000000001
90,"Elementwise","stage3_unit2/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2376.,2375.,260.6545454545454,95.7333
91,"Convolution","stage3_unit2/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2373.,646.,67516.72010512484,227.9333
92,"BatchNormalization","stage3_unit2/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",646.,647.,0.,47.7
93,"Elementwise","stage3_unit2/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,646.,139.3777777777778,40.4
94,"Convolution","stage3_unit2/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,645.,644.,61590.57218966435,818.8667
95,"BatchNormalization","stage3_unit2/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",643.,644.,0.,47.8333
96,"Elementwise","stage3_unit2/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,646.,139.76601671309191,40.1667
97,"Convolution","stage3_unit2/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,644.,2377.,51638.416080402014,203.8333
98,"Threading","stage3_unit2/_plus_stage3_unit2",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2378.,2375.,0.,123.1667
99,"BatchNormalization","stage3_unit3/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2380.,2375.,0.,113.33330000000001
100,"Elementwise","stage3_unit3/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2379.,2382.,259.30749354005167,94.10000000000001
101,"Convolution","stage3_unit3/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2377.,644.,67339.74311926606,228.20000000000002
102,"BatchNormalization","stage3_unit3/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",642.,644.,0.,47.800000000000004
103,"Elementwise","stage3_unit3/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",644.,645.,138.99168975069253,40.1667
104,"Convolution","stage3_unit3/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,643.,643.,97311.0303030303,818.1333000000001
105,"BatchNormalization","stage3_unit3/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,644.,0.,47.7
106,"Elementwise","stage3_unit3/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",644.,644.,140.9438202247191,40.
107,"Convolution","stage3_unit3/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,644.,2369.,57730.58876404495,203.70000000000002
108,"Threading","stage3_unit3/_plus_stage3_unit3",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2373.,2373.,0.,122.9333
109,"BatchNormalization","stage3_unit4/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2375.,2376.,0.,113.
110,"Elementwise","stage3_unit4/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2379.,2371.,249.3217391304348,94.10000000000001
111,"Convolution","stage3_unit4/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2376.,643.,79535.95046439629,229.2333
112,"BatchNormalization","stage3_unit4/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,646.,0.,45.
113,"Elementwise","stage3_unit4/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",645.,644.,141.34084507042255,37.9333
114,"Convolution","stage3_unit4/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,643.,644.,97557.38734177215,818.3333
115,"BatchNormalization","stage3_unit4/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,644.,0.,47.2
116,"Elementwise","stage3_unit4/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",643.,642.,149.33333333333331,40.1667
117,"Convolution","stage3_unit4/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,642.,2374.,57280.07134894091,204.9333
118,"Threading","stage3_unit4/_plus_stage3_unit4",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2376.,2376.,0.,123.36670000000001
119,"BatchNormalization","stage3_unit5/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2374.,2373.,0.,113.06670000000001
120,"Elementwise","stage3_unit5/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2373.,2378.,247.47718865598029,94.4
121,"Convolution","stage3_unit5/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2376.,644.,78204.29832572298,228.5667
122,"BatchNormalization","stage3_unit5/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,643.,0.,47.1
123,"Elementwise","stage3_unit5/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",645.,644.,145.0173410404624,40.1667
124,"Convolution","stage3_unit5/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,643.,643.,98137.10016977928,816.2333
125,"BatchNormalization","stage3_unit5/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,643.,0.,47.1
126,"Elementwise","stage3_unit5/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",644.,642.,140.15642458100558,40.2667
127,"Convolution","stage3_unit5/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,644.,2379.,57152.64071190211,203.70000000000002
128,"Threading","stage3_unit5/_plus_stage3_unit5",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2371.,2377.,0.,123.1667
129,"BatchNormalization","stage3_unit6/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2379.,2372.,0.,113.10000000000001
130,"Elementwise","stage3_unit6/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2374.,2374.,249.3217391304348,94.4333
131,"Convolution","stage3_unit6/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2374.,642.,78683.34456355283,227.63330000000002
132,"BatchNormalization","stage3_unit6/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,642.,0.,47.066700000000004
133,"Elementwise","stage3_unit6/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",642.,644.,144.5994236311239,40.
134,"Convolution","stage3_unit6/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,646.,998.,98137.10016977928,816.0667000000001
135,"BatchNormalization","stage3_unit6/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",1000.,999.,0.,46.033300000000004
136,"Elementwise","stage3_unit6/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",999.,998.,144.5994236311239,40.1333
137,"Convolution","stage3_unit6/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,998.,2413.,57730.58876404495,204.0333
138,"Threading","stage3_unit6/_plus_stage3_unit6",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2405.,2402.,0.,124.2
139,"BatchNormalization","stage3_unit7/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2406.,2409.,0.,113.1333
140,"Elementwise","stage3_unit7/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2405.,2406.,250.56679151061175,119.6667
141,"Convolution","stage3_unit7/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2406.,671.,78563.03363914373,227.5667
142,"BatchNormalization","stage3_unit7/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",673.,672.,0.,47.6
143,"Elementwise","stage3_unit7/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",670.,669.,145.4376811594203,40.1667
144,"Convolution","stage3_unit7/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,675.,673.,97475.12984822934,819.0667000000001
145,"BatchNormalization","stage3_unit7/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",670.,668.,0.,47.7667
146,"Elementwise","stage3_unit7/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",675.,673.,143.77077363896848,40.033300000000004
147,"Convolution","stage3_unit7/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,669.,2405.,57536.645016797316,204.0333
148,"Threading","stage3_unit7/_plus_stage3_unit7",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2405.,2405.,0.,124.10000000000001
149,"BatchNormalization","stage3_unit8/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2408.,2406.,0.,112.80000000000001
150,"Elementwise","stage3_unit8/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2404.,2404.,248.08899876390603,94.1667
151,"Convolution","stage3_unit8/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2405.,673.,78323.51219512195,227.
152,"BatchNormalization","stage3_unit8/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",670.,669.,0.,47.3333
153,"Elementwise","stage3_unit8/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,643.,148.44970414201183,40.4
154,"Convolution","stage3_unit8/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,644.,644.,97722.31952662721,973.0667000000001
155,"BatchNormalization","stage3_unit8/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",645.,643.,0.,54.800000000000004
156,"Elementwise","stage3_unit8/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",645.,644.,140.54901960784315,47.066700000000004
157,"Convolution","stage3_unit8/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,643.,2370.,57601.14798206278,205.9667
158,"Threading","stage3_unit8/_plus_stage3_unit8",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2373.,2373.,0.,124.83330000000001
159,"BatchNormalization","stage3_unit9/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2382.,2373.,0.,114.60000000000001
160,"Elementwise","stage3_unit9/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2374.,2379.,249.3217391304348,96.
161,"Convolution","stage3_unit9/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2375.,645.,78323.51219512195,231.8
162,"BatchNormalization","stage3_unit9/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",645.,645.,0.,49.
163,"Elementwise","stage3_unit9/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,645.,142.1416430594901,42.
164,"Convolution","stage3_unit9/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,642.,644.,97229.18755256517,815.6667
165,"BatchNormalization","stage3_unit9/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",648.,643.,0.,47.6
166,"Elementwise","stage3_unit9/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,643.,140.15642458100558,40.2333
167,"Convolution","stage3_unit9/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,646.,2374.,57925.8444193912,206.0667
168,"Threading","stage3_unit9/_plus_stage3_unit9",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2376.,2381.,0.,124.4667
169,"BatchNormalization","stage3_unit10/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2377.,2374.,0.,114.53330000000001
170,"Elementwise","stage3_unit10/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2373.,2372.,261.67405475880054,96.
171,"Convolution","stage3_unit10/conv1",0,0,0,0,51380224,1024,14,14,256,14,14,"",1,1,1,1,1,1,2375.,645.,67076.01044386423,230.20000000000002
172,"BatchNormalization","stage3_unit10/bn2",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",644.,644.,0.,49.2
173,"Elementwise","stage3_unit10/relu2",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",645.,644.,138.2258953168044,42.
174,"Convolution","stage3_unit10/conv2",0,0,0,0,115605504,256,14,14,256,14,14,"",3,3,1,1,1,1,647.,645.,98053.86259541985,818.9333
175,"BatchNormalization","stage3_unit10/bn3",50176,50176,0,0,0,256,14,14,256,14,14,"","","","","","","",643.,646.,0.,59.400000000000006
176,"Elementwise","stage3_unit10/relu3",0,0,50176,0,50176,256,14,14,256,14,14,"Ramp","","","","","","",646.,643.,147.14369501466277,50.1
177,"Convolution","stage3_unit10/conv3",0,0,0,0,51380224,256,14,14,1024,14,14,"",1,1,1,1,1,1,643.,2378.,57925.8444193912,294.43330000000003
178,"Threading","stage3_unit10/_plus_stage3_unit10",401408,0,0,0,0,1024,14,14,1024,14,14,"Plus","","","","","","",2372.,2373.,0.,121.86670000000001
179,"BatchNormalization","stage3_unit11/bn1",200704,200704,0,0,0,1024,14,14,1024,14,14,"","","","","","","",2377.,2381.,0.,109.4333
180,"Elementwise","stage3_unit11/relu1",0,0,200704,0,200704,1024,14,14,1024,14,14,"Ramp","","","","","","",2381.,2379.,259.6429495472187,91.2
