"index","kind","name","add_flops","div_flops","comp_flops","exp_flops","mad_flops","input_channel","input_height","input_width","output_channel","output_height","output_width","function","kernel_1","kernel_2","stride_1","stride_2","dilation_1","dilation_2","constant_input_overhead","constant_output_overhead","mad/time","time"
23,"Elementwise","DynamicRouting/2/Net/capsule/v/3",10,10,0,10,0,10,"","",10,"","","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[5], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Sqrt, NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Plus, 1., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[4] -> {Power, NeuralNetworks`Private`ScalarSymbol[3], -1.}, NeuralNetworks`Private`ScalarSymbol[5] -> {Times, NeuralNetworks`Private`ScalarSymbol[2], NeuralNetworks`Private`ScalarSymbol[4]}|>]","","","","","","",67.,67.,0.,27.0667
24,"Replicate","DynamicRouting/2/Net/capsule/v/4",0,0,0,0,0,10,"","",10,16,"","","","","","","","",65.,68.,0.,31.133300000000002
25,"Threading","DynamicRouting/2/Net/capsule/v/5",0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",68.,68.,1.8497109826589595,25.0667
26,"Replicate","DynamicRouting/2/Net/dots/1",0,0,0,0,0,10,16,"",1152,10,16,"","","","","","","",67.,2189.,0.,5386.933300000001
27,"Threading","DynamicRouting/2/Net/dots/2",0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2183.,2187.,438.33531510107014,102.
28,"Aggregation","DynamicRouting/2/Net/dots/3",184320,0,0,0,0,1152,10,16,1152,10,"","Total","","","","","","",2185.,204.,0.,3552.9333
29,"Flatten","DynamicRouting/2/Net/dots_flatten",0,0,0,0,0,1152,10,"",11520,"","","","","","","","","",205.,202.,0.,26.5333
30,"Threading","DynamicRouting/2/Net/new_b",23040,0,0,0,0,11520,"","",11520,"","","Plus","","","","","","",204.,203.,0.,28.666700000000002
31,"SequenceLast","DynamicRouting/3",0,0,0,0,0,2,11520,"",11520,"","","","","","","","","",331.,204.,0.,228.4
32,"Reshape","DigitCaps/c/1",0,0,0,0,0,11520,"","",1152,10,"","","","","","","","",204.,205.,0.,25.3
33,"Softmax","DigitCaps/c/2",11520,11520,0,11520,0,1152,10,"",1152,10,"","","","","","","","",203.,205.,0.,220.10000000000002
34,"Replicate","DigitCaps/s/1",0,0,0,0,0,1152,10,"",1152,10,16,"","","","","","","",206.,2189.,0.,5397.7
35,"Threading","DigitCaps/s/2",0,0,0,0,368640,1152,10,16,1152,10,16,"Times","","","","","","",2186.,2187.,444.1445783132531,102.
36,"Aggregation","DigitCaps/s/3",184320,0,0,0,0,1152,10,16,10,16,"","Total","","","","","","",2186.,68.,0.,3489.4667
37,"Elementwise","DigitCaps/v/1",0,0,0,0,160,10,16,"",10,16,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",67.,68.,1.0062893081761006,19.3667
38,"Aggregation","DigitCaps/v/2",160,0,0,0,0,10,16,"",10,"","","Total","","","","","","",68.,65.,0.,28.3
39,"Elementwise","DigitCaps/v/3",10,10,0,10,0,10,"","",10,"","","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[5], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Sqrt, NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[3] -> {Plus, 1., NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[4] -> {Power, NeuralNetworks`Private`ScalarSymbol[3], -1.}, NeuralNetworks`Private`ScalarSymbol[5] -> {Times, NeuralNetworks`Private`ScalarSymbol[2], NeuralNetworks`Private`ScalarSymbol[4]}|>]","","","","","","",67.,67.,0.,24.7333
40,"Replicate","DigitCaps/v/4",0,0,0,0,0,10,"","",10,16,"","","","","","","","",67.,67.,0.,30.
41,"Threading","DigitCaps/v/5",0,0,0,0,320,10,16,"",10,16,"","Times","","","","","","",68.,68.,1.8823529411764706,19.7667
42,"Elementwise","Norm/1",0,0,0,0,160,10,16,"",10,16,"","NeuralNetworks`Private`ScalarFunctionObject[{NeuralNetworks`Private`ScalarSymbol[1]}, NeuralNetworks`Private`ScalarSymbol[2], <|NeuralNetworks`Private`ScalarSymbol[2] -> {Power, NeuralNetworks`Private`ScalarSymbol[1], 2.}|>]","","","","","","",66.,67.,1.032258064516129,19.3
43,"Aggregation","Norm/2",160,0,0,0,0,10,16,"",10,"","","Total","","","","","","",65.,65.,0.,28.5667
44,"Elementwise","Norm/3",0,0,0,10,0,10,"","",10,"","","Sqrt","","","","","","",68.,68.,0.,19.433300000000003
45,"Ordering","Pick/1","(10*Log[10])/Log[2]",0,0,0,0,10,"","",1,"","","","","","","","","",68.,67.,0.,19.133300000000002
46,"Extract","Pick/2",0,0,0,0,0,10,16,"",16,"","","","","","","","","",67.,68.,0.,29.7333
47,"Linear","Reconstruct/1",0,0,0,0,8192,16,"","",512,"","","","","","","","","",67.,75.,54.25165562913907,27.7333
48,"Elementwise","Reconstruct/2",0,0,512,0,512,512,"","",512,"","","Ramp","","","","","","",77.,77.,3.390728476821192,19.633300000000002
49,"Linear","Reconstruct/3",0,0,0,0,524288,512,"","",1024,"","","","","","","","","",76.,82.,1814.1453287197232,55.133300000000006
50,"Elementwise","Reconstruct/4",0,0,1024,0,1024,1024,"","",1024,"","","Ramp","","","","","","",84.,83.,3.878787878787879,24.0333
51,"Linear","Reconstruct/5",0,0,0,0,802816,1024,"","",784,"","","","","","","","","",83.,80.,2462.6257668711655,56.1
52,"Elementwise","Reconstruct/6",784,784,0,784,0,784,"","",784,"","","LogisticSigmoid","","","","","","",81.,81.,0.,33.533300000000004
53,"Reshape","Reconstruct/7",0,0,0,0,0,784,"","",1,28,28,"","","","","","","",82.,79.,0.,24.
